Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
D,DOMINION ENERGY INC,Utilities,Equity,"76,803,290.56",0.07,"76,803,290.56","1,248,428.00",61.52,United States,New York Stock Exchange Inc.,USD
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"76,590,778.46",0.06,"76,590,778.46","324,386.00",236.11,United States,New York Stock Exchange Inc.,USD
PCAR,PACCAR INC,Industrials,Equity,"76,539,655.30",0.06,"76,539,655.30","779,585.00",98.18,United States,NASDAQ,USD
TRP,TC ENERGY CORP,Energy,Equity,"76,501,494.86",0.06,"76,501,494.86","1,473,624.00",51.91,Canada,Toronto Stock Exchange,CAD
SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,Equity,"76,202,648.07",0.06,"76,202,648.07","670,124.00",113.71,France,Nyse Euronext - Euronext Paris,EUR
PSX,PHILLIPS,Energy,Equity,"75,589,622.55",0.06,"75,589,622.55","611,715.00",123.57,United States,New York Stock Exchange Inc.,USD
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"75,275,728.50",0.06,"75,275,728.50","272,590.00",276.15,United States,New York Stock Exchange Inc.,USD
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"75,164,970.90",0.06,"75,164,970.90","330,410.00",227.49,United States,NASDAQ,USD
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,Equity,"74,583,131.03",0.06,"74,583,131.03","989,233.00",75.39,United Kingdom,London Stock Exchange,GBP
VOLV B,VOLVO CLASS B,Industrials,Equity,"74,425,563.59",0.06,"74,425,563.59","2,406,619.00",30.93,Sweden,Nasdaq Omx Nordic,SEK
4568,DAIICHI SANKYO LTD,Health Care,Equity,"74,120,449.57",0.06,"74,120,449.57","2,725,971.00",27.19,Japan,Tokyo Stock Exchange,JPY
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"73,998,623.84",0.06,"73,998,623.84","460,076.00",160.84,United States,New York Stock Exchange Inc.,USD
DHL,DEUTSCHE POST AG,Industrials,Equity,"73,527,355.63",0.06,"73,527,355.63","1,523,152.00",48.27,Germany,Xetra,EUR
DHI,D R HORTON INC,Consumer Discretionary,Equity,"73,281,410.57",0.06,"73,281,410.57","448,561.00",163.37,United States,New York Stock Exchange Inc.,USD
MBG,MERCEDES-BENZ GROUP N AG,Consumer Discretionary,Equity,"73,177,780.10",0.06,"73,177,780.10","1,160,413.00",63.06,Germany,Xetra,EUR
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"72,977,317.56",0.06,"72,977,317.56","884,252.00",82.53,United States,New York Stock Exchange Inc.,USD
4502,TAKEDA PHARMACEUTICAL LTD,Health Care,Equity,"72,489,463.16",0.06,"72,489,463.16","2,335,295.00",31.04,Japan,Tokyo Stock Exchange,JPY
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"72,417,755.20",0.06,"72,417,755.20","143,288.00",505.40,United States,New York Stock Exchange Inc.,USD
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"72,346,805.35",0.06,"72,346,805.35","494,341.00",146.35,United States,NASDAQ,USD
BAS,BASF N,Materials,Equity,"72,291,747.30",0.06,"72,291,747.30","1,287,842.00",56.13,Germany,Xetra,EUR
WCN,WASTE CONNECTIONS INC,Industrials,Equity,"71,906,086.40",0.06,"71,906,086.40","387,008.00",185.80,United States,New York Stock Exchange Inc.,USD
SLB,SCHLUMBERGER NV,Energy,Equity,"71,443,208.88",0.06,"71,443,208.88","2,141,583.00",33.36,United States,New York Stock Exchange Inc.,USD
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"71,392,603.36",0.06,"71,392,603.36","2,029,352.00",35.18,United States,NASDAQ,USD
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"71,314,148.15",0.06,"71,314,148.15","309,295.00",230.57,United States,New York Stock Exchange Inc.,USD
6503,MITSUBISHI ELECTRIC CORP,Industrials,Equity,"70,859,049.06",0.06,"70,859,049.06","2,821,311.00",25.12,Japan,Tokyo Stock Exchange,JPY
GMG,GOODMAN GROUP UNITS,Real Estate,Equity,"70,800,783.67",0.06,"70,800,783.67","3,046,528.00",23.24,Australia,Asx - All Markets,AUD
DSV,DSV,Industrials,Equity,"70,769,324.63",0.06,"70,769,324.63","305,042.00",232.00,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
9434,SOFTBANK CORP,Communication,Equity,"70,528,666.67",0.06,"70,528,666.67","42,317,200.00",1.67,Japan,Tokyo Stock Exchange,JPY
GLE,SOCIETE GENERALE SA,Financials,Equity,"70,428,829.63",0.06,"70,428,829.63","1,051,664.00",66.97,France,Nyse Euronext - Euronext Paris,EUR
7741,HOYA CORP,Health Care,Equity,"70,419,452.99",0.06,"70,419,452.99","535,523.00",131.50,Japan,Tokyo Stock Exchange,JPY
EXPN,EXPERIAN PLC,Industrials,Equity,"70,375,791.05",0.06,"70,375,791.05","1,340,726.00",52.49,United Kingdom,London Stock Exchange,GBP
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,"70,219,570.26",0.06,"70,219,570.26","550,569.00",127.54,United States,New York Stock Exchange Inc.,USD
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"70,173,969.66",0.06,"70,173,969.66","862,194.00",81.39,United States,New York Stock Exchange Inc.,USD
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"69,450,152.54",0.06,"69,450,152.54","1,078,586.00",64.39,United States,NASDAQ,USD
GWW,WW GRAINGER INC,Industrials,Equity,"69,329,338.65",0.06,"69,329,338.65","69,355.00",999.63,United States,New York Stock Exchange Inc.,USD
MET,METLIFE INC,Financials,Equity,"68,952,568.58",0.06,"68,952,568.58","872,486.00",79.03,United States,New York Stock Exchange Inc.,USD
HLN,HALEON PLC,Health Care,Equity,"68,928,210.81",0.06,"68,928,210.81","13,857,057.00",4.97,United Kingdom,London Stock Exchange,GBP
VLO,VALERO ENERGY CORP,Energy,Equity,"68,904,698.90",0.06,"68,904,698.90","490,390.00",140.51,United States,New York Stock Exchange Inc.,USD
F,FORD MOTOR CO,Consumer Discretionary,Equity,"68,731,077.33",0.06,"68,731,077.33","5,981,817.00",11.49,United States,New York Stock Exchange Inc.,USD
OKE,ONEOK INC,Energy,Equity,"68,698,200.48",0.06,"68,698,200.48","932,386.00",73.68,United States,New York Stock Exchange Inc.,USD
KR,KROGER,Consumer Staples,Equity,"68,317,872.15",0.06,"68,317,872.15","951,105.00",71.83,United States,New York Stock Exchange Inc.,USD
EA,ELECTRONIC ARTS INC,Communication,Equity,"68,240,567.67",0.06,"68,240,567.67","398,299.00",171.33,United States,NASDAQ,USD
CCI,CROWN CASTLE INC,Real Estate,Equity,"68,079,948.20",0.06,"68,079,948.20","661,870.00",102.86,United States,New York Stock Exchange Inc.,USD
TGT,TARGET CORP,Consumer Staples,Equity,"67,884,311.26",0.06,"67,884,311.26","687,854.00",98.69,United States,New York Stock Exchange Inc.,USD
PAYX,PAYCHEX INC,Industrials,Equity,"67,464,432.00",0.06,"67,464,432.00","485,775.00",138.88,United States,NASDAQ,USD
MSCI,MSCI INC,Financials,Equity,"67,003,490.00",0.06,"67,003,490.00","116,680.00",574.25,United States,New York Stock Exchange Inc.,USD
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"66,973,620.12",0.06,"66,973,620.12","235,806.00",284.02,United States,New York Stock Exchange Inc.,USD
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"66,587,583.34",0.06,"66,587,583.34","232,061.00",286.94,United States,New York Stock Exchange Inc.,USD
EXC,EXELON CORP,Utilities,Equity,"66,398,164.80",0.06,"66,398,164.80","1,479,460.00",44.88,United States,NASDAQ,USD
CPRT,COPART INC,Industrials,Equity,"66,198,229.47",0.06,"66,198,229.47","1,390,427.00",47.61,United States,NASDAQ,USD
XEL,XCEL ENERGY INC,Utilities,Equity,"66,112,460.82",0.06,"66,112,460.82","903,546.00",73.17,United States,NASDAQ,USD
O39,OVERSEA-CHINESE BANKING LTD,Financials,Equity,"66,045,778.10",0.06,"66,045,778.10","5,022,451.00",13.15,Singapore,Singapore Exchange,SGD
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"65,593,636.98",0.06,"65,593,636.98","492,223.00",133.26,United States,NASDAQ,USD
ATCO A,ATLAS COPCO CLASS A,Industrials,Equity,"64,566,080.46",0.05,"64,566,080.46","4,140,694.00",15.59,Sweden,Nasdaq Omx Nordic,SEK
ADYEN,ADYEN NV,Financials,Equity,"64,503,254.38",0.05,"64,503,254.38","38,058.00","1,694.87",Netherlands,Euronext Amsterdam,EUR
6702,FUJITSU LTD,Information Technology,Equity,"64,171,348.37",0.05,"64,171,348.37","2,643,090.00",24.28,Japan,Tokyo Stock Exchange,JPY
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,"64,142,765.19",0.05,"64,142,765.19","687,166.00",93.34,Canada,Toronto Stock Exchange,CAD
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"64,029,504.68",0.05,"64,029,504.68","751,873.00",85.16,United States,New York Stock Exchange Inc.,USD
,NATIONAL BANK OF CANADA,Financials,Equity,"63,968,647.13",0.05,"63,968,647.13","589,987.00",108.42,Canada,Toronto Stock Exchange,CAD
HOLN,HOLCIM LTD AG,Materials,Equity,"63,918,596.85",0.05,"63,918,596.85","765,509.00",83.50,Switzerland,SIX Swiss Exchange,CHF
RMD,RESMED INC,Health Care,Equity,"63,851,619.64",0.05,"63,851,619.64","220,894.00",289.06,United States,New York Stock Exchange Inc.,USD
ALC,ALCON AG,Health Care,Equity,"63,778,376.31",0.05,"63,778,376.31","782,005.00",81.56,Switzerland,SIX Swiss Exchange,CHF
EOAN,E.ON N,Utilities,Equity,"63,740,482.28",0.05,"63,740,482.28","3,499,960.00",18.21,Germany,Xetra,EUR
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,"63,724,708.95",0.05,"63,724,708.95","188,195.00",338.61,United States,New York Stock Exchange Inc.,USD
AME,AMETEK INC,Industrials,Equity,"63,568,744.84",0.05,"63,568,744.84","346,726.00",183.34,United States,New York Stock Exchange Inc.,USD
BKR,BAKER HUGHES CLASS A,Energy,Equity,"63,397,646.25",0.05,"63,397,646.25","1,479,525.00",42.85,United States,NASDAQ,USD
CBK,COMMERZBANK AG,Financials,Equity,"63,198,349.35",0.05,"63,198,349.35","1,472,074.00",42.93,Germany,Xetra,EUR
CABK,CAIXABANK SA,Financials,Equity,"63,166,985.00",0.05,"63,166,985.00","6,203,912.00",10.18,Spain,Bolsa De Madrid,EUR
ABX,BARRICK MINING CORP,Materials,Equity,"63,112,792.06",0.05,"63,112,792.06","2,536,867.00",24.88,Canada,Toronto Stock Exchange,CAD
ARGX,ARGENX,Health Care,Equity,"62,799,115.60",0.05,"62,799,115.60","95,605.00",656.86,Belgium,Nyse Euronext - Euronext Brussels,EUR
SYY,SYSCO CORP,Consumer Staples,Equity,"62,308,441.40",0.05,"62,308,441.40","769,430.00",80.98,United States,New York Stock Exchange Inc.,USD
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"61,929,953.94",0.05,"61,929,953.94","414,691.00",149.34,United States,New York Stock Exchange Inc.,USD
HIG,HARTFORD INSURANCE GROUP INC,Financials,Equity,"61,776,112.43",0.05,"61,776,112.43","461,119.00",133.97,United States,New York Stock Exchange Inc.,USD
KVUE,KENVUE INC,Consumer Staples,Equity,"61,660,121.88",0.05,"61,660,121.88","2,850,676.00",21.63,United States,New York Stock Exchange Inc.,USD
ENGI,ENGIE SA,Utilities,Equity,"61,604,520.55",0.05,"61,604,520.55","2,793,995.00",22.05,France,Nyse Euronext - Euronext Paris,EUR
XYZ,BLOCK INC CLASS A,Financials,Equity,"61,592,692.52",0.05,"61,592,692.52","830,314.00",74.18,United States,New York Stock Exchange Inc.,USD
NDAQ,NASDAQ INC,Financials,Equity,"61,359,228.00",0.05,"61,359,228.00","649,304.00",94.50,United States,NASDAQ,USD
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"60,999,348.96",0.05,"60,999,348.96","474,777.00",128.48,United States,New York Stock Exchange Inc.,USD
AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Equity,"60,897,856.22",0.05,"60,897,856.22","1,473,739.00",41.32,Netherlands,Euronext Amsterdam,EUR
GLEN,GLENCORE PLC,Materials,Equity,"60,798,022.31",0.05,"60,798,022.31","15,469,943.00",3.93,United Kingdom,London Stock Exchange,GBP
CAH,CARDINAL HEALTH INC,Health Care,Equity,"60,494,784.00",0.05,"60,494,784.00","395,520.00",152.95,United States,New York Stock Exchange Inc.,USD
ENI,ENI,Energy,Equity,"60,433,428.78",0.05,"60,433,428.78","3,434,732.00",17.59,Italy,Borsa Italiana,EUR
GIVN,GIVAUDAN SA,Materials,Equity,"60,427,865.90",0.05,"60,427,865.90","14,039.00","4,304.29",Switzerland,SIX Swiss Exchange,CHF
2914,JAPAN TOBACCO INC,Consumer Staples,Equity,"60,342,026.16",0.05,"60,342,026.16","1,818,798.00",33.18,Japan,Tokyo Stock Exchange,JPY
LR,LEGRAND SA,Industrials,Equity,"60,313,619.27",0.05,"60,313,619.27","396,577.00",152.09,France,Nyse Euronext - Euronext Paris,EUR
6367,DAIKIN INDUSTRIES LTD,Industrials,Equity,"59,194,163.54",0.05,"59,194,163.54","435,949.00",135.78,Japan,Tokyo Stock Exchange,JPY
AMS,AMADEUS IT GROUP SA,Consumer Discretionary,Equity,"59,137,316.14",0.05,"59,137,316.14","704,237.00",83.97,Spain,Bolsa De Madrid,EUR
6701,NEC CORP,Information Technology,Equity,"59,043,012.24",0.05,"59,043,012.24","1,881,900.00",31.37,Japan,Tokyo Stock Exchange,JPY
TSCO,TESCO PLC,Consumer Staples,Equity,"58,854,973.00",0.05,"58,854,973.00","10,225,572.00",5.76,United Kingdom,London Stock Exchange,GBP
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"58,844,329.30",0.05,"58,844,329.30","217,258.00",270.85,United States,NASDAQ,USD
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"58,827,872.87",0.05,"58,827,872.87","257,261.00",228.67,United States,NASDAQ,USD
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"58,451,166.07",0.05,"58,451,166.07","70,741.00",826.27,United States,NASDAQ,USD
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"58,420,073.92",0.05,"58,420,073.92","172,016.00",339.62,United States,New York Stock Exchange Inc.,USD
ARES,ARES MANAGEMENT CORP CLASS A,Financials,Equity,"58,282,868.90",0.05,"58,282,868.90","325,730.00",178.93,United States,New York Stock Exchange Inc.,USD
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"58,093,080.42",0.05,"58,093,080.42","452,227.00",128.46,United States,NASDAQ,USD
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"57,926,223.35",0.05,"57,926,223.35","251,689.00",230.15,United States,New York Stock Exchange Inc.,USD
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Equity,"57,313,801.28",0.05,"57,313,801.28","1,131,056.00",50.67,Canada,Toronto Stock Exchange,CAD
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"56,963,225.60",0.05,"56,963,225.60","816,560.00",69.76,United States,New York Stock Exchange Inc.,USD
PRU,PRUDENTIAL PLC,Financials,Equity,"56,711,070.69",0.05,"56,711,070.69","4,243,184.00",13.37,United Kingdom,London Stock Exchange,GBP
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"56,484,628.20",0.05,"56,484,628.20","94,047.00",600.60,United States,New York Stock Exchange Inc.,USD
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,"56,109,321.33",0.05,"56,109,321.33","398,589.00",140.77,Canada,Toronto Stock Exchange,CAD
STAN,STANDARD CHARTERED PLC,Financials,Equity,"55,936,086.97",0.05,"55,936,086.97","3,056,104.00",18.30,United Kingdom,London Stock Exchange,GBP
ETR,ENTERGY CORP,Utilities,Equity,"55,619,771.61",0.05,"55,619,771.61","619,167.00",89.83,United States,New York Stock Exchange Inc.,USD
SIKA,SIKA AG,Materials,Equity,"55,539,569.32",0.05,"55,539,569.32","233,991.00",237.36,Switzerland,SIX Swiss Exchange,CHF
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"55,525,586.13",0.05,"55,525,586.13","518,301.00",107.13,United States,New York Stock Exchange Inc.,USD
IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,"55,062,925.08",0.05,"55,062,925.08","1,301,149.00",42.32,United Kingdom,London Stock Exchange,GBP
NUE,NUCOR CORP,Materials,Equity,"54,683,016.62",0.05,"54,683,016.62","381,146.00",143.47,United States,New York Stock Exchange Inc.,USD
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"54,632,196.48",0.05,"54,632,196.48","536,873.00",101.76,United States,New York Stock Exchange Inc.,USD
VMC,VULCAN MATERIALS,Materials,Equity,"54,450,456.00",0.05,"54,450,456.00","190,200.00",286.28,United States,New York Stock Exchange Inc.,USD
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,"54,334,209.60",0.05,"54,334,209.60","343,019.00",158.40,United States,NASDAQ,USD
FNV,FRANCO NEVADA CORP,Materials,Equity,"54,280,628.48",0.05,"54,280,628.48","304,108.00",178.49,Canada,Toronto Stock Exchange,CAD
IFC,INTACT FINANCIAL CORP,Financials,Equity,"53,717,772.83",0.05,"53,717,772.83","266,131.00",201.85,Canada,Toronto Stock Exchange,CAD
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"53,526,987.04",0.05,"53,526,987.04","600,617.00",89.12,United States,New York Stock Exchange Inc.,USD
CSGP,COSTAR GROUP INC,Real Estate,Equity,"53,338,300.00",0.05,"53,338,300.00","604,400.00",88.25,United States,NASDAQ,USD
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"53,186,069.19",0.05,"53,186,069.19","446,529.00",119.11,United States,New York Stock Exchange Inc.,USD
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"52,964,313.04",0.04,"52,964,313.04","793,354.00",66.76,United States,NASDAQ,USD
VICI,VICI PPTYS INC,Real Estate,Equity,"52,503,900.75",0.04,"52,503,900.75","1,592,475.00",32.97,United States,New York Stock Exchange Inc.,USD
G,ASSICURAZIONI GENERALI,Financials,Equity,"52,474,356.16",0.04,"52,474,356.16","1,306,772.00",40.16,Italy,Borsa Italiana,EUR
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"52,399,074.20",0.04,"52,399,074.20","272,855.00",192.04,United States,New York Stock Exchange Inc.,USD
STT,STATE STREET CORP,Financials,Equity,"52,245,692.82",0.04,"52,245,692.82","466,938.00",111.89,United States,New York Stock Exchange Inc.,USD
U11,UNITED OVERSEAS BANK LTD,Financials,Equity,"51,972,738.24",0.04,"51,972,738.24","1,907,251.00",27.25,Singapore,Singapore Exchange,SGD
HUM,HUMANA INC,Health Care,Equity,"51,678,580.00",0.04,"51,678,580.00","178,202.00",290.00,United States,New York Stock Exchange Inc.,USD
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,"51,671,346.38",0.04,"51,671,346.38","30,249.00","1,708.20",Canada,Toronto Stock Exchange,CAD
8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,"51,594,380.10",0.04,"51,594,380.10","2,110,875.00",24.44,Japan,Tokyo Stock Exchange,JPY
ASSA B,ASSA ABLOY B,Industrials,Equity,"51,272,420.91",0.04,"51,272,420.91","1,461,729.00",35.08,Sweden,Nasdaq Omx Nordic,SEK
PCG,PG&E CORP,Utilities,Equity,"50,979,778.56",0.04,"50,979,778.56","3,318,996.00",15.36,United States,New York Stock Exchange Inc.,USD
ADS,ADIDAS N AG,Consumer Discretionary,Equity,"50,933,612.56",0.04,"50,933,612.56","256,587.00",198.50,Germany,Xetra,EUR
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"50,902,178.95",0.04,"50,902,178.95","263,947.00",192.85,United States,New York Stock Exchange Inc.,USD
9432,NTT INC,Communication,Equity,"50,797,551.02",0.04,"50,797,551.02","45,256,000.00",1.12,Japan,Tokyo Stock Exchange,JPY
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"50,786,917.16",0.04,"50,786,917.16","720,484.00",70.49,United States,NASDAQ,USD
TRGP,TARGA RESOURCES CORP,Energy,Equity,"50,639,540.40",0.04,"50,639,540.40","310,920.00",162.87,United States,New York Stock Exchange Inc.,USD
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"50,519,481.32",0.04,"50,519,481.32","150,481.00",335.72,United States,NASDAQ,USD
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"50,462,468.31",0.04,"50,462,468.31","463,341.00",108.91,United States,New York Stock Exchange Inc.,USD
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"50,368,670.88",0.04,"50,368,670.88","542,532.00",92.84,United States,NASDAQ,USD
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"49,943,484.36",0.04,"49,943,484.36","1,706,886.00",29.26,United States,New York Stock Exchange Inc.,USD
DD,DUPONT DE NEMOURS INC,Materials,Equity,"49,682,703.28",0.04,"49,682,703.28","667,061.00",74.48,United States,New York Stock Exchange Inc.,USD
MTB,M&T BANK CORP,Financials,Equity,"49,302,626.88",0.04,"49,302,626.88","255,216.00",193.18,United States,New York Stock Exchange Inc.,USD
XYL,XYLEM INC,Industrials,Equity,"49,280,105.07",0.04,"49,280,105.07","347,361.00",141.87,United States,New York Stock Exchange Inc.,USD
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"49,102,247.58",0.04,"49,102,247.58","1,109,154.00",44.27,United States,New York Stock Exchange Inc.,USD
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"48,861,311.50",0.04,"48,861,311.50","661,450.00",73.87,United States,NASDAQ,USD
BMW,BMW AG,Consumer Discretionary,Equity,"48,540,342.33",0.04,"48,540,342.33","458,360.00",105.90,Germany,Xetra,EUR
FICO,FAIR ISAAC CORP,Information Technology,Equity,"48,514,306.34",0.04,"48,514,306.34","36,094.00","1,344.11",United States,New York Stock Exchange Inc.,USD
WKL,WOLTERS KLUWER NV,Industrials,Equity,"48,369,477.63",0.04,"48,369,477.63","351,165.00",137.74,Netherlands,Euronext Amsterdam,EUR
SLF,SUN LIFE FINANCIAL INC,Financials,Equity,"48,340,804.14",0.04,"48,340,804.14","824,590.00",58.62,Canada,Toronto Stock Exchange,CAD
SLHN,SWISS LIFE HOLDING AG,Financials,Equity,"48,301,614.48",0.04,"48,301,614.48","42,799.00","1,128.57",Switzerland,SIX Swiss Exchange,CHF
PGHN,PARTNERS GROUP HOLDING AG,Financials,Equity,"48,219,978.85",0.04,"48,219,978.85","34,795.00","1,385.83",Switzerland,SIX Swiss Exchange,CHF
8750,DAI-ICHI LIFE HOLDINGS INC,Financials,Equity,"48,145,928.57",0.04,"48,145,928.57","5,684,700.00",8.47,Japan,Tokyo Stock Exchange,JPY
HEI,HEIDELBERG MATERIALS AG,Materials,Equity,"47,967,659.64",0.04,"47,967,659.64","201,806.00",237.69,Germany,Xetra,EUR
UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,"47,907,472.87",0.04,"47,907,472.87","1,665,712.00",28.76,Netherlands,Euronext Amsterdam,EUR
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"47,711,795.74",0.04,"47,711,795.74","785,638.00",60.73,United States,New York Stock Exchange Inc.,USD
NRG,NRG ENERGY INC,Utilities,Equity,"47,700,138.15",0.04,"47,700,138.15","321,885.00",148.19,United States,New York Stock Exchange Inc.,USD
WDS,WOODSIDE ENERGY GROUP LTD,Energy,Equity,"47,489,877.83",0.04,"47,489,877.83","2,823,050.00",16.82,Australia,Asx - All Markets,AUD
DXCM,DEXCOM INC,Health Care,Equity,"47,325,478.24",0.04,"47,325,478.24","579,472.00",81.67,United States,NASDAQ,USD
EBS,ERSTE GROUP BANK AG,Financials,Equity,"47,116,858.02",0.04,"47,116,858.02","461,698.00",102.05,Austria,Wiener Boerse Ag,EUR
UCB,UCB SA,Health Care,Equity,"47,016,479.01",0.04,"47,016,479.01","206,519.00",227.66,Belgium,Nyse Euronext - Euronext Brussels,EUR
3382,SEVEN & I HOLDINGS LTD,Consumer Staples,Equity,"46,831,465.50",0.04,"46,831,465.50","3,424,136.00",13.68,Japan,Tokyo Stock Exchange,JPY
IR,INGERSOLL RAND INC,Industrials,Equity,"46,567,917.76",0.04,"46,567,917.76","589,169.00",79.04,United States,New York Stock Exchange Inc.,USD
8053,SUMITOMO CORP,Industrials,Equity,"46,500,897.55",0.04,"46,500,897.55","1,693,665.00",27.46,Japan,Tokyo Stock Exchange,JPY
CCO,CAMECO CORP,Energy,Equity,"46,379,835.35",0.04,"46,379,835.35","657,530.00",70.54,Canada,Toronto Stock Exchange,CAD
8801,MITSUI FUDOSAN LTD,Real Estate,Equity,"46,189,269.86",0.04,"46,189,269.86","4,164,258.00",11.09,Japan,Tokyo Stock Exchange,JPY
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"46,176,640.66",0.04,"46,176,640.66","756,622.00",61.03,United States,NASDAQ,USD
RJF,RAYMOND JAMES INC,Financials,Equity,"46,023,364.31",0.04,"46,023,364.31","283,273.00",162.47,United States,New York Stock Exchange Inc.,USD
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,"45,981,795.92",0.04,"45,981,795.92","1,050,400.00",43.78,Japan,Tokyo Stock Exchange,JPY
8002,MARUBENI CORP,Industrials,Equity,"45,960,541.71",0.04,"45,960,541.71","2,062,332.00",22.29,Japan,Tokyo Stock Exchange,JPY
AAL,ANGLO AMERICAN PLC,Materials,Equity,"45,920,842.32",0.04,"45,920,842.32","1,584,547.00",28.98,United Kingdom,London Stock Exchange,GBP
BAYN,BAYER AG,Health Care,Equity,"45,764,487.40",0.04,"45,764,487.40","1,403,650.00",32.60,Germany,Xetra,EUR
EFX,EQUIFAX INC,Industrials,Equity,"45,618,418.10",0.04,"45,618,418.10","183,686.00",248.35,United States,New York Stock Exchange Inc.,USD
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"45,536,313.90",0.04,"45,536,313.90","128,163.00",355.30,United States,NASDAQ,USD
TRI,THOMSON REUTERS CORP,Industrials,Equity,"45,418,519.39",0.04,"45,418,519.39","258,205.00",175.90,Canada,Toronto Stock Exchange,CAD
FER,FERROVIAL,Industrials,Equity,"45,351,477.93",0.04,"45,351,477.93","819,838.00",55.32,Spain,Bolsa De Madrid,EUR
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,"45,266,652.00",0.04,"45,266,652.00","347,350.00",130.32,United States,New York Stock Exchange Inc.,USD
VTR,VENTAS REIT INC,Real Estate,Equity,"44,857,903.14",0.04,"44,857,903.14","648,423.00",69.18,United States,New York Stock Exchange Inc.,USD
AHT,ASHTEAD GROUP PLC,Industrials,Equity,"44,823,270.72",0.04,"44,823,270.72","623,949.00",71.84,United Kingdom,London Stock Exchange,GBP
6301,KOMATSU LTD,Industrials,Equity,"44,757,284.59",0.04,"44,757,284.59","1,331,038.00",33.63,Japan,Tokyo Stock Exchange,JPY
8630,SOMPO HOLDINGS INC,Financials,Equity,"44,737,008.98",0.04,"44,737,008.98","1,383,910.00",32.33,Japan,Tokyo Stock Exchange,JPY
ORA,ORANGE SA,Communication,Equity,"44,661,491.77",0.04,"44,661,491.77","2,643,653.00",16.89,France,Nyse Euronext - Euronext Paris,EUR
