Al,"22/08/2025"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"EBS","ERSTE GROUP BANK AG","Finanziari","Azionario","4.270.634,47","0,13","4.270.634,47","43.387,00","98,43","Austria","Wiener Boerse Ag","EUR"
"4519","CHUGAI PHARMACEUTICAL LTD","Salute","Azionario","4.260.978,52","0,13","4.260.978,52","99.800,00","42,70","Giappone","Tokyo Stock Exchange","JPY"
"NDAQ","NASDAQ INC","Finanziari","Azionario","4.258.917,75","0,13","4.258.917,75","44.949,00","94,75","Stati Uniti","NASDAQ","USD"
"7013","IHI CORP","Industriali","Azionario","4.218.889,38","0,13","4.218.889,38","39.400,00","107,08","Giappone","Tokyo Stock Exchange","JPY"
"FRE","FRESENIUS SE AND CO KGAA","Salute","Azionario","4.178.382,53","0,13","4.178.382,53","74.770,00","55,88","Germania","Xetra","EUR"
"FTS","FORTIS INC","Imprese di servizi di pubblica utilità","Azionario","4.147.808,63","0,13","4.147.808,63","81.917,00","50,63","Canada","Toronto Stock Exchange","CAD"
"ATO","ATMOS ENERGY CORP","Imprese di servizi di pubblica utilità","Azionario","4.135.611,06","0,13","4.135.611,06","24.586,00","168,21","Stati Uniti","New York Stock Exchange Inc.","USD"
"FER","FERROVIAL","Industriali","Azionario","4.062.738,26","0,12","4.062.738,26","72.884,00","55,74","Spagna","Bolsa De Madrid","EUR"
"MRU","METRO INC","Generi di largo consumo","Azionario","4.047.312,50","0,12","4.047.312,50","56.116,00","72,12","Canada","Toronto Stock Exchange","CAD"
"TRGP","TARGA RESOURCES CORP","Energia","Azionario","4.034.317,86","0,12","4.034.317,86","24.711,00","163,26","Stati Uniti","New York Stock Exchange Inc.","USD"
"POW","POWER CORPORATION OF CANADA","Finanziari","Azionario","4.026.771,10","0,12","4.026.771,10","96.448,00","41,75","Canada","Toronto Stock Exchange","CAD"
"NRG","NRG ENERGY INC","Imprese di servizi di pubblica utilità","Azionario","3.941.514,94","0,12","3.941.514,94","27.166,00","145,09","Stati Uniti","New York Stock Exchange Inc.","USD"
"8267","AEON LTD","Generi di largo consumo","Azionario","3.884.968,85","0,12","3.884.968,85","102.300,00","37,98","Giappone","Tokyo Stock Exchange","JPY"
"WRB","WR BERKLEY CORP","Finanziari","Azionario","3.836.838,04","0,12","3.836.838,04","53.186,00","72,14","Stati Uniti","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Imprese di servizi di pubblica utilità","Azionario","3.824.858,15","0,12","3.824.858,15","37.517,00","101,95","Stati Uniti","New York Stock Exchange Inc.","USD"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industriali","Azionario","3.779.062,52","0,12","3.779.062,52","14.414,00","262,18","Stati Uniti","New York Stock Exchange Inc.","USD"
"USD","USD CASH","Liquidità e/o derivati","Contanti","3.752.458,53","0,11","3.752.458,53","3.752.459,00","100,00","Stati Uniti","-","USD"
"TRI","THOMSON REUTERS CORP","Industriali","Azionario","3.730.245,62","0,11","3.730.245,62","20.905,00","178,44","Canada","Toronto Stock Exchange","CAD"
"ENX","EURONEXT NV","Finanziari","Azionario","3.724.017,90","0,11","3.724.017,90","22.224,00","167,57","Francia","Nyse Euronext - Euronext Paris","EUR"
"DNB","DNB BANK","Finanziari","Azionario","3.715.167,13","0,11","3.715.167,13","136.859,00","27,15","Norvegia","Oslo Bors Asa","NOK"
"EQT","EQT CORP","Energia","Azionario","3.683.529,66","0,11","3.683.529,66","70.878,00","51,97","Stati Uniti","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Imprese di servizi di pubblica utilità","Azionario","3.651.845,40","0,11","3.651.845,40","98.966,00","36,90","Stati Uniti","New York Stock Exchange Inc.","USD"
"DRI","DARDEN RESTAURANTS INC","Consumi Discrezionali","Azionario","3.645.352,66","0,11","3.645.352,66","17.477,00","208,58","Stati Uniti","New York Stock Exchange Inc.","USD"
"BXB","BRAMBLES LTD","Industriali","Azionario","3.599.161,24","0,11","3.599.161,24","213.444,00","16,86","Australia","Asx - All Markets","AUD"
"KBC","KBC GROEP","Finanziari","Azionario","3.593.127,72","0,11","3.593.127,72","29.231,00","122,92","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"LYV","LIVE NATION ENTERTAINMENT INC","Comunicazione","Azionario","3.553.036,80","0,11","3.553.036,80","21.440,00","165,72","Stati Uniti","New York Stock Exchange Inc.","USD"
"BAMI","BANCO BPM","Finanziari","Azionario","3.451.764,09","0,11","3.451.764,09","244.152,00","14,14","Italia","Borsa Italiana","EUR"
"6752","PANASONIC HOLDINGS CORP","Consumi Discrezionali","Azionario","3.447.530,56","0,11","3.447.530,56","327.800,00","10,52","Giappone","Tokyo Stock Exchange","JPY"
"ESLT","ELBIT SYSTEMS LTD","Industriali","Azionario","3.434.110,00","0,11","3.434.110,00","7.421,00","462,76","Israele","Tel Aviv Stock Exchange","ILS"
"SAB","BANCO DE SABADELL SA","Finanziari","Azionario","3.422.663,82","0,10","3.422.663,82","853.803,00","4,01","Spagna","Bolsa De Madrid","EUR"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Generi di largo consumo","Azionario","3.398.771,48","0,10","3.398.771,48","37.622,00","90,34","Paesi Bassi","NASDAQ","USD"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Finanziari","Azionario","3.344.577,60","0,10","3.344.577,60","53.599,00","62,40","Stati Uniti","NASDAQ","USD"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Finanziari","Azionario","3.320.245,86","0,10","3.320.245,86","54.379,00","61,06","Canada","Toronto Stock Exchange","CAD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Comunicazione","Azionario","3.301.536,52","0,10","3.301.536,52","11.894,00","277,58","Stati Uniti","NASDAQ","USD"
"COL","COLES GROUP LTD","Generi di largo consumo","Azionario","3.293.731,67","0,10","3.293.731,67","243.297,00","13,54","Australia","Asx - All Markets","AUD"
"CPU","COMPUTERSHARE LTD","Industriali","Azionario","3.281.136,32","0,10","3.281.136,32","128.030,00","25,63","Australia","Asx - All Markets","AUD"
"QBE","QBE INSURANCE GROUP LTD","Finanziari","Azionario","3.260.805,94","0,10","3.260.805,94","232.717,00","14,01","Australia","Asx - All Markets","AUD"
"CLS","CELESTICA INC","IT","Azionario","3.241.082,68","0,10","3.241.082,68","17.152,00","188,96","Canada","Toronto Stock Exchange","CAD"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Finanziari","Azionario","3.215.213,32","0,10","3.215.213,32","241.259,00","13,33","Svezia","Nasdaq Omx Nordic","SEK"
"KOG","KONGSBERG GRUPPEN","Industriali","Azionario","3.202.635,05","0,10","3.202.635,05","109.180,00","29,33","Norvegia","Oslo Bors Asa","NOK"
"RDDT","REDDIT INC CLASS A","Comunicazione","Azionario","3.180.766,47","0,10","3.180.766,47","14.637,00","217,31","Stati Uniti","New York Stock Exchange Inc.","USD"
"MKL","MARKEL GROUP INC","Finanziari","Azionario","3.145.873,28","0,10","3.145.873,28","1.579,00","1.992,32","Stati Uniti","New York Stock Exchange Inc.","USD"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","IT","Azionario","3.129.552,70","0,10","3.129.552,70","16.435,00","190,42","Israele","NASDAQ","USD"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industriali","Azionario","3.119.721,52","0,10","3.119.721,52","40.005,00","77,98","Spagna","Bolsa De Madrid","EUR"
"AV.","AVIVA PLC","Finanziari","Azionario","3.117.725,00","0,10","3.117.725,00","342.736,00","9,10","Regno unito","London Stock Exchange","GBP"
"AMRZ","AMRIZE AG","Materiali","Azionario","3.109.787,91","0,10","3.109.787,91","60.945,00","51,03","Svizzera","SIX Swiss Exchange","CHF"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industriali","Azionario","3.077.486,14","0,09","3.077.486,14","502.800,00","6,12","Singapore","Singapore Exchange","SGD"
"X","TMX GROUP LTD","Finanziari","Azionario","3.074.866,41","0,09","3.074.866,41","76.058,00","40,43","Canada","Toronto Stock Exchange","CAD"
"NXT","NEXT PLC","Consumi Discrezionali","Azionario","3.073.383,52","0,09","3.073.383,52","18.581,00","165,40","Regno unito","London Stock Exchange","GBP"
"RBA","RB GLOBAL INC","Industriali","Azionario","3.025.186,25","0,09","3.025.186,25","26.016,00","116,28","Canada","Toronto Stock Exchange","CAD"
"7936","ASICS CORP","Consumi Discrezionali","Azionario","3.018.569,34","0,09","3.018.569,34","106.000,00","28,48","Giappone","Tokyo Stock Exchange","JPY"
"AENA","AENA SME SA","Industriali","Azionario","3.011.098,29","0,09","3.011.098,29","100.770,00","29,88","Spagna","Bolsa De Madrid","EUR"
"KPN","KONINKLIJKE KPN NV","Comunicazione","Azionario","2.999.877,43","0,09","2.999.877,43","630.246,00","4,76","Paesi Bassi","Euronext Amsterdam","EUR"
"6201","TOYOTA INDUSTRIES CORP","Industriali","Azionario","2.985.584,42","0,09","2.985.584,42","26.800,00","111,40","Giappone","Tokyo Stock Exchange","JPY"
"GDDY","GODADDY INC CLASS A","IT","Azionario","2.969.343,30","0,09","2.969.343,30","20.190,00","147,07","Stati Uniti","New York Stock Exchange Inc.","USD"
"K","KELLANOVA","Generi di largo consumo","Azionario","2.947.596,40","0,09","2.947.596,40","36.776,00","80,15","Stati Uniti","New York Stock Exchange Inc.","USD"
"TPL","TEXAS PACIFIC LAND CORP","Energia","Azionario","2.947.299,79","0,09","2.947.299,79","3.233,00","911,63","Stati Uniti","New York Stock Exchange Inc.","USD"
"NI","NISOURCE INC","Imprese di servizi di pubblica utilità","Azionario","2.944.095,22","0,09","2.944.095,22","68.563,00","42,94","Stati Uniti","New York Stock Exchange Inc.","USD"
"BT.A","BT GROUP PLC","Comunicazione","Azionario","2.901.003,27","0,09","2.901.003,27","1.006.569,00","2,88","Regno unito","London Stock Exchange","GBP"
"NN","NN GROUP NV","Finanziari","Azionario","2.880.854,27","0,09","2.880.854,27","40.132,00","71,78","Paesi Bassi","Euronext Amsterdam","EUR"
"FFIV","F5 INC","IT","Azionario","2.876.324,41","0,09","2.876.324,41","9.067,00","317,23","Stati Uniti","NASDAQ","USD"
"SCHP","SCHINDLER HOLDING PAR AG","Industriali","Azionario","2.875.114,96","0,09","2.875.114,96","7.546,00","381,01","Svizzera","SIX Swiss Exchange","CHF"
"BRO","BROWN & BROWN INC","Finanziari","Azionario","2.874.861,72","0,09","2.874.861,72","29.742,00","96,66","Stati Uniti","New York Stock Exchange Inc.","USD"
"CYBR","CYBER ARK SOFTWARE LTD","IT","Azionario","2.826.142,20","0,09","2.826.142,20","6.405,00","441,24","Israele","NASDAQ","USD"
"2388","BOC HONG KONG HOLDINGS LTD","Finanziari","Azionario","2.820.237,27","0,09","2.820.237,27","598.500,00","4,71","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"DGX","QUEST DIAGNOSTICS INC","Salute","Azionario","2.804.919,49","0,09","2.804.919,49","15.563,00","180,23","Stati Uniti","New York Stock Exchange Inc.","USD"
"SPSN","SWISS PRIME SITE AG","Immobili","Azionario","2.804.312,64","0,09","2.804.312,64","20.016,00","140,10","Svizzera","SIX Swiss Exchange","CHF"
"PST","POSTE ITALIANE","Finanziari","Azionario","2.803.931,08","0,09","2.803.931,08","117.700,00","23,82","Italia","Borsa Italiana","EUR"
"1925","DAIWA HOUSE INDUSTRY LTD","Immobili","Azionario","2.763.495,97","0,08","2.763.495,97","75.800,00","36,46","Giappone","Tokyo Stock Exchange","JPY"
"FOXA","FOX CORP CLASS A","Comunicazione","Azionario","2.761.603,92","0,08","2.761.603,92","46.476,00","59,42","Stati Uniti","NASDAQ","USD"
"GALD","GALDERMA GROUP N AG","Salute","Azionario","2.733.176,47","0,08","2.733.176,47","16.192,00","168,80","Svizzera","SIX Swiss Exchange","CHF"
"AGI","ALAMOS GOLD INC CLASS A","Materiali","Azionario","2.727.738,57","0,08","2.727.738,57","96.096,00","28,39","Canada","Toronto Stock Exchange","CAD"
"CCH","COCA COLA HBC AG","Generi di largo consumo","Azionario","2.703.349,23","0,08","2.703.349,23","51.358,00","52,64","Regno unito","London Stock Exchange","GBP"
"AER","AERCAP HOLDINGS NV","Industriali","Azionario","2.699.224,56","0,08","2.699.224,56","22.599,00","119,44","Paesi Bassi","New York Stock Exchange Inc.","USD"
"EMA","EMERA INC","Imprese di servizi di pubblica utilità","Azionario","2.642.699,97","0,08","2.642.699,97","55.119,00","47,95","Canada","Toronto Stock Exchange","CAD"
"NTRA","NATERA INC","Salute","Azionario","2.615.652,00","0,08","2.615.652,00","15.795,00","165,60","Stati Uniti","NASDAQ","USD"
"4307","NOMURA RESEARCH INSTITUTE LTD","IT","Azionario","2.549.576,11","0,08","2.549.576,11","62.000,00","41,12","Giappone","Tokyo Stock Exchange","JPY"
"HNR1","HANNOVER RUECK","Finanziari","Azionario","2.537.875,53","0,08","2.537.875,53","8.574,00","296,00","Germania","Xetra","EUR"
"G1A","GEA GROUP AG","Industriali","Azionario","2.478.255,76","0,08","2.478.255,76","32.688,00","75,82","Germania","Xetra","EUR"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Generi di largo consumo","Azionario","2.466.096,94","0,08","2.466.096,94","165,00","14.946,04","Svizzera","SIX Swiss Exchange","CHF"
"NOKIA","NOKIA","IT","Azionario","2.462.313,42","0,08","2.462.313,42","570.233,00","4,32","Finlandia","Nasdaq Omx Helsinki Ltd.","EUR"
"S68","SINGAPORE EXCHANGE LTD","Finanziari","Azionario","2.441.436,49","0,07","2.441.436,49","189.300,00","12,90","Singapore","Singapore Exchange","SGD"
"TLS","TELSTRA GROUP LTD","Comunicazione","Azionario","2.434.713,49","0,07","2.434.713,49","742.525,00","3,28","Australia","Asx - All Markets","AUD"
"5803","FUJIKURA LTD","Industriali","Azionario","2.416.577,58","0,07","2.416.577,58","30.900,00","78,21","Giappone","Tokyo Stock Exchange","JPY"
"MTX","MTU AERO ENGINES HOLDING AG","Industriali","Azionario","2.379.155,93","0,07","2.379.155,93","5.322,00","447,04","Germania","Xetra","EUR"
"ROL","ROLLINS INC","Industriali","Azionario","2.376.372,21","0,07","2.376.372,21","40.979,00","57,99","Stati Uniti","New York Stock Exchange Inc.","USD"
"ELE","ENDESA SA","Imprese di servizi di pubblica utilità","Azionario","2.367.677,48","0,07","2.367.677,48","75.591,00","31,32","Spagna","Bolsa De Madrid","EUR"
"PODD","INSULET CORP","Salute","Azionario","2.338.213,13","0,07","2.338.213,13","7.069,00","330,77","Stati Uniti","NASDAQ","USD"
"WN","GEORGE WESTON LTD","Generi di largo consumo","Azionario","2.324.113,91","0,07","2.324.113,91","36.467,00","63,73","Canada","Toronto Stock Exchange","CAD"
"H","HYDRO ONE LTD","Imprese di servizi di pubblica utilità","Azionario","2.277.080,78","0,07","2.277.080,78","62.196,00","36,61","Canada","Toronto Stock Exchange","CAD"
"EVRG","EVERGY INC","Imprese di servizi di pubblica utilità","Azionario","2.251.060,50","0,07","2.251.060,50","31.135,00","72,30","Stati Uniti","NASDAQ","USD"
"HELN","HELVETIA HOLDING AG","Finanziari","Azionario","2.248.986,59","0,07","2.248.986,59","8.408,00","267,48","Svizzera","SIX Swiss Exchange","CHF"
"G24","SCOUT24 N","Comunicazione","Azionario","2.227.347,95","0,07","2.227.347,95","16.659,00","133,70","Germania","Xetra","EUR"
"ERIC B","ERICSSON B","IT","Azionario","2.220.047,64","0,07","2.220.047,64","279.332,00","7,95","Svezia","Nasdaq Omx Nordic","SEK"
"CMS","CMS ENERGY CORP","Imprese di servizi di pubblica utilità","Azionario","2.218.899,52","0,07","2.218.899,52","30.346,00","73,12","Stati Uniti","New York Stock Exchange Inc.","USD"
"AGS","AGEAS SA","Finanziari","Azionario","2.164.168,12","0,07","2.164.168,12","29.550,00","73,24","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"PME","PRO MEDICUS LTD","Salute","Azionario","2.159.226,20","0,07","2.159.226,20","10.853,00","198,95","Australia","Asx - All Markets","AUD"
"A5G","AIB GROUP PLC","Finanziari","Azionario","2.147.400,56","0,07","2.147.400,56","255.232,00","8,41","Irlanda","Irish Stock Exchange - All Market","EUR"
"BALN","BALOISE HOLDING AG","Finanziari","Azionario","2.127.360,74","0,07","2.127.360,74","7.858,00","270,73","Svizzera","SIX Swiss Exchange","CHF"
"SUN","SUNCORP GROUP LTD","Finanziari","Azionario","2.063.486,79","0,06","2.063.486,79","145.647,00","14,17","Australia","Asx - All Markets","AUD"
"9531","TOKYO GAS LTD","Imprese di servizi di pubblica utilità","Azionario","2.062.642,74","0,06","2.062.642,74","52.100,00","39,59","Giappone","Tokyo Stock Exchange","JPY"
"HEIA","HEICO CORP CLASS A","Industriali","Azionario","2.060.294,34","0,06","2.060.294,34","8.457,00","243,62","Stati Uniti","New York Stock Exchange Inc.","USD"
"TEL2 B","TELE2 B","Comunicazione","Azionario","2.035.623,56","0,06","2.035.623,56","117.970,00","17,26","Svezia","Nasdaq Omx Nordic","SEK"
"UNI","UNIPOL ASSICURAZIONI SPA","Finanziari","Azionario","2.016.285,51","0,06","2.016.285,51","93.872,00","21,48","Italia","Borsa Italiana","EUR"
"EVN","EVOLUTION MINING LTD","Materiali","Azionario","1.980.328,59","0,06","1.980.328,59","376.072,00","5,27","Australia","Asx - All Markets","AUD"
"8136","SANRIO LTD","Consumi Discrezionali","Azionario","1.971.281,20","0,06","1.971.281,20","36.300,00","54,31","Giappone","Tokyo Stock Exchange","JPY"
"SIG","SIGMA HEALTHCARE LTD","Salute","Azionario","1.927.114,06","0,06","1.927.114,06","1.041.399,00","1,85","Australia","Asx - All Markets","AUD"
"IAG","IA FINANCIAL INC","Finanziari","Azionario","1.925.688,79","0,06","1.925.688,79","17.636,00","109,19","Canada","Toronto Stock Exchange","CAD"
"ORK","ORKLA","Generi di largo consumo","Azionario","1.908.680,59","0,06","1.908.680,59","167.643,00","11,39","Norvegia","Oslo Bors Asa","NOK"
"TLX","TALANX AG","Finanziari","Azionario","1.906.394,39","0,06","1.906.394,39","13.490,00","141,32","Germania","Xetra","EUR"
"OKTA","OKTA INC CLASS A","IT","Azionario","1.846.983,25","0,06","1.846.983,25","20.065,00","92,05","Stati Uniti","NASDAQ","USD"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Finanziari","Azionario","1.803.170,40","0,06","1.803.170,40","71.539,00","25,21","Italia","Borsa Italiana","EUR"
"9697","CAPCOM LTD","Comunicazione","Azionario","1.790.919,61","0,05","1.790.919,61","64.700,00","27,68","Giappone","Tokyo Stock Exchange","JPY"
"FGR","EIFFAGE SA","Industriali","Azionario","1.786.731,23","0,05","1.786.731,23","12.111,00","147,53","Francia","Nyse Euronext - Euronext Paris","EUR"
"BKT","BANKINTER SA","Finanziari","Azionario","1.766.896,73","0,05","1.766.896,73","114.015,00","15,50","Spagna","Bolsa De Madrid","EUR"
"1802","OBAYASHI CORP","Industriali","Azionario","1.732.414,97","0,05","1.732.414,97","103.800,00","16,69","Giappone","Tokyo Stock Exchange","JPY"
"LUG","LUNDIN GOLD INC","Materiali","Azionario","1.728.210,53","0,05","1.728.210,53","30.059,00","57,49","Canada","Toronto Stock Exchange","CAD"
"LNT","ALLIANT ENERGY CORP","Imprese di servizi di pubblica utilità","Azionario","1.726.754,48","0,05","1.726.754,48","25.784,00","66,97","Stati Uniti","NASDAQ","USD"
"DSCT","ISRAEL DISCOUNT BANK LTD","Finanziari","Azionario","1.720.703,38","0,05","1.720.703,38","181.631,00","9,47","Israele","Tel Aviv Stock Exchange","ILS"
"1812","KAJIMA CORP","Industriali","Azionario","1.719.969,36","0,05","1.719.969,36","58.700,00","29,30","Giappone","Tokyo Stock Exchange","JPY"
"1801","TAISEI CORP","Industriali","Azionario","1.694.528,62","0,05","1.694.528,62","25.000,00","67,78","Giappone","Tokyo Stock Exchange","JPY"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Finanziari","Azionario","1.694.141,10","0,05","1.694.141,10","27.855,00","60,82","Stati Uniti","New York Stock Exchange Inc.","USD"
"9602","TOHO (TOKYO) LTD","Comunicazione","Azionario","1.683.717,95","0,05","1.683.717,95","25.200,00","66,81","Giappone","Tokyo Stock Exchange","JPY"
"TELIA","TELIA COMPANY","Comunicazione","Azionario","1.677.928,69","0,05","1.677.928,69","444.602,00","3,77","Svezia","Nasdaq Omx Nordic","SEK"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industriali","Azionario","1.676.823,25","0,05","1.676.823,25","32.877,00","51,00","Canada","Toronto Stock Exchange","CAD"
"RPRX","ROYALTY PHARMA PLC CLASS A","Salute","Azionario","1.651.906,24","0,05","1.651.906,24","45.482,00","36,32","Stati Uniti","NASDAQ","USD"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Finanziari","Azionario","1.635.717,87","0,05","1.635.717,87","26.655,00","61,37","Israele","Tel Aviv Stock Exchange","ILS"
"GWO","GREAT WEST LIFECO INC","Finanziari","Azionario","1.635.721,41","0,05","1.635.721,41","40.973,00","39,92","Canada","Toronto Stock Exchange","CAD"
"ASRNL","ASR NEDERLAND NV","Finanziari","Azionario","1.635.191,05","0,05","1.635.191,05","22.059,00","74,13","Paesi Bassi","Euronext Amsterdam","EUR"
"CNA","CENTRICA PLC","Imprese di servizi di pubblica utilità","Azionario","1.625.062,99","0,05","1.625.062,99","727.783,00","2,23","Regno unito","London Stock Exchange","GBP"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Generi di largo consumo","Azionario","1.622.107,17","0,05","1.622.107,17","11,00","147.464,29","Svizzera","SIX Swiss Exchange","CHF"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Finanziari","Azionario","1.617.183,53","0,05","1.617.183,53","287.273,00","5,63","Australia","Asx - All Markets","AUD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Immobili","Azionario","1.613.950,52","0,05","1.613.950,52","11.284,00","143,03","Stati Uniti","New York Stock Exchange Inc.","USD"
"AM","DASSAULT AVIATION SA","Industriali","Azionario","1.593.083,66","0,05","1.593.083,66","4.969,00","320,60","Francia","Nyse Euronext - Euronext Paris","EUR"
"SRG","SNAM","Imprese di servizi di pubblica utilità","Azionario","1.570.732,87","0,05","1.570.732,87","254.547,00","6,17","Italia","Borsa Italiana","EUR"
"ADM","ADMIRAL GROUP PLC","Finanziari","Azionario","1.530.291,01","0,05","1.530.291,01","30.949,00","49,45","Regno unito","London Stock Exchange","GBP"
"BPE","BPER BANCA","Finanziari","Azionario","1.528.659,63","0,05","1.528.659,63","142.635,00","10,72","Italia","Borsa Italiana","EUR"
"MPL","MEDIBANK PRIVATE LTD","Finanziari","Azionario","1.503.747,75","0,05","1.503.747,75","443.669,00","3,39","Australia","Asx - All Markets","AUD"
"4689","LY CORP","Comunicazione","Azionario","1.493.624,32","0,05","1.493.624,32","470.700,00","3,17","Giappone","Tokyo Stock Exchange","JPY"
"ORNBV","ORION CLASS B","Salute","Azionario","1.454.387,71","0,04","1.454.387,71","17.897,00","81,26","Finlandia","Nasdaq Omx Helsinki Ltd.","EUR"
"ALA","ALTAGAS LTD","Imprese di servizi di pubblica utilità","Azionario","1.435.020,61","0,04","1.435.020,61","47.078,00","30,48","Canada","Toronto Stock Exchange","CAD"
"SCHN","SCHINDLER HOLDING AG","Industriali","Azionario","1.409.313,21","0,04","1.409.313,21","3.862,00","364,92","Svizzera","SIX Swiss Exchange","CHF"
"MKS","MARKS AND SPENCER GROUP PLC","Generi di largo consumo","Azionario","1.363.574,97","0,04","1.363.574,97","281.313,00","4,85","Regno unito","London Stock Exchange","GBP"
"PAAS","PAN AMERICAN SILVER CORP","Materiali","Azionario","1.360.684,48","0,04","1.360.684,48","41.693,00","32,64","Canada","Toronto Stock Exchange","CAD"
"EN","BOUYGUES SA","Industriali","Azionario","1.334.003,36","0,04","1.334.003,36","29.409,00","45,36","Francia","Nyse Euronext - Euronext Paris","EUR"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industriali","Azionario","1.327.544,60","0,04","1.327.544,60","50.139,00","26,48","Canada","Toronto Stock Exchange","CAD"
"SMIN","SMITHS GROUP PLC","Industriali","Azionario","1.316.215,00","0,04","1.316.215,00","41.029,00","32,08","Regno unito","London Stock Exchange","GBP"
"TEL","TELENOR","Comunicazione","Azionario","1.273.537,27","0,04","1.273.537,27","77.201,00","16,50","Norvegia","Oslo Bors Asa","NOK"
"ADDT B","ADDTECH CLASS B","Industriali","Azionario","1.245.618,51","0,04","1.245.618,51","34.010,00","36,63","Svezia","Nasdaq Omx Nordic","SEK"
"GBP","GBP CASH","Liquidità e/o derivati","Contanti","1.174.879,25","0,04","1.174.879,25","868.704,00","135,24","Regno unito","-","GBP"
"6383","DAIFUKU LTD","Industriali","Azionario","1.170.304,04","0,04","1.170.304,04","37.000,00","31,63","Giappone","Tokyo Stock Exchange","JPY"
"ALO","ALSTOM SA","Industriali","Azionario","1.157.282,72","0,04","1.157.282,72","45.117,00","25,65","Francia","Nyse Euronext - Euronext Paris","EUR"
"SECU B","SECURITAS B","Industriali","Azionario","1.151.793,09","0,04","1.151.793,09","71.711,00","16,06","Svezia","Nasdaq Omx Nordic","SEK"
"CAE","CAE INC","Industriali","Azionario","1.149.299,91","0,04","1.149.299,91","42.019,00","27,35","Canada","Toronto Stock Exchange","CAD"
"REA","REA GROUP LTD","Comunicazione","Azionario","1.143.802,36","0,03","1.143.802,36","6.694,00","170,87","Australia","Asx - All Markets","AUD"
"SGP","STOCKLAND STAPLED UNITS LTD","Immobili","Azionario","1.127.562,95","0,03","1.127.562,95","271.341,00","4,16","Australia","Asx - All Markets","AUD"
"RO","ROCHE HOLDING AG","Salute","Azionario","1.122.662,84","0,03","1.122.662,84","3.289,00","341,34","Svizzera","SIX Swiss Exchange","CHF"
"LIFCO B","LIFCO CLASS B","Industriali","Azionario","1.089.113,29","0,03","1.089.113,29","29.567,00","36,84","Svezia","Nasdaq Omx Nordic","SEK"
"EMP.A","EMPIRE LTD CLASS A","Generi di largo consumo","Azionario","1.081.371,20","0,03","1.081.371,20","27.699,00","39,04","Canada","Toronto Stock Exchange","CAD"
"TIT","TELECOM ITALIA","Comunicazione","Azionario","1.079.767,74","0,03","1.079.767,74","1.999.264,00","0,54","Italia","Borsa Italiana","EUR"
"EUR","EUR CASH","Liquidità e/o derivati","Contanti","1.062.464,81","0,03","1.062.464,81","906.695,00","117,18","Unione Europea","-","EUR"
"FOX","FOX CORP CLASS B","Comunicazione","Azionario","1.052.295,19","0,03","1.052.295,19","19.333,00","54,43","Stati Uniti","NASDAQ","USD"
"HEI","HEICO CORP","Industriali","Azionario","1.045.795,02","0,03","1.045.795,02","3.378,00","309,59","Stati Uniti","New York Stock Exchange Inc.","USD"
"KEY","KEYERA CORP","Energia","Azionario","989.259,03","0,03","989.259,03","30.112,00","32,85","Canada","Toronto Stock Exchange","CAD"
"9719","SCSK CORP","IT","Azionario","976.177,18","0,03","976.177,18","31.500,00","30,99","Giappone","Tokyo Stock Exchange","JPY"
"3088","MATSUKIYOKARA","Generi di largo consumo","Azionario","967.739,61","0,03","967.739,61","45.800,00","21,13","Giappone","Tokyo Stock Exchange","JPY"
"4704","TREND MICRO INC","IT","Azionario","950.755,51","0,03","950.755,51","17.800,00","53,41","Giappone","Tokyo Stock Exchange","JPY"
"H78","HONGKONG LAND HOLDINGS LTD","Immobili","Azionario","923.384,00","0,03","923.384,00","149.900,00","6,16","Hong Kong","Singapore Exchange","USD"
"QAN","QANTAS AIRWAYS LTD","Industriali","Azionario","898.426,67","0,03","898.426,67","122.450,00","7,34","Australia","Asx - All Markets","AUD"
