Fund Holdings as of,"21/Aug/2025"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"ENEV3","ENEVA SA","Utilities","Equity","2,982,625.12","0.01","2,982,625.12","1,168,241.00","2.55","Brazil","XBSP","BRL"
"LABB","GENOMMA LAB INTERNATIONAL","Health Care","Equity","2,980,896.22","0.01","2,980,896.22","2,582,835.00","1.15","Mexico","Bolsa Mexicana De Valores","MXN"
"EIDPARRY","EID PARRY INDIA LTD","Materials","Equity","2,977,976.78","0.01","2,977,976.78","222,030.00","13.41","India","National Stock Exchange Of India","INR"
"601881","CHINA GALAXY SECURITIES LTD A","Financials","Equity","2,978,971.66","0.01","2,978,971.66","1,184,900.00","2.51","China","Shanghai Stock Exchange","CNY"
"6004","CATRION CATERING HOLDING CO","Industrials","Equity","2,971,461.95","0.01","2,971,461.95","110,628.00","26.86","Saudi Arabia","Saudi Stock Exchange","SAR"
"052690","KEPCO ENGINEERING & CONSTRUCTION I","Industrials","Equity","2,969,407.89","0.01","2,969,407.89","41,400.00","71.72","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AGUAS.A","AGUAS ANDINAS SA","Utilities","Equity","2,960,684.08","0.01","2,960,684.08","8,528,139.00","0.35","Chile","Santiago Stock Exchange","CLP"
"BURSA","BURSA MALAYSIA","Financials","Equity","2,961,077.64","0.01","2,961,077.64","1,618,250.00","1.83","Malaysia","Bursa Malaysia","MYR"
"139480","E-MART INC","Consumer Staples","Equity","2,961,348.11","0.01","2,961,348.11","54,062.00","54.78","Korea (South)","Korea Exchange (Stock Market)","KRW"
"688506","SICHUAN BIOKIN PHARMACEUTICAL LTD","Health Care","Equity","2,958,520.49","0.01","2,958,520.49","65,400.00","45.24","China","Shanghai Stock Exchange","CNY"
"BALRAMCHIN","BALRAMPUR CHINI MILLS LTD","Consumer Staples","Equity","2,954,828.99","0.01","2,954,828.99","441,136.00","6.70","India","National Stock Exchange Of India","INR"
"CSAN3","COSAN INDUSTRIA E COMERCIO SA","Energy","Equity","2,955,160.37","0.01","2,955,160.37","3,104,362.00","0.95","Brazil","XBSP","BRL"
"JUBLPHARMA","JUBILANT PHARMOVA LTD","Health Care","Equity","2,952,511.93","0.01","2,952,511.93","241,509.00","12.23","India","National Stock Exchange Of India","INR"
"EGIE3","ENGIE BRASIL ENERGIA SA","Utilities","Equity","2,948,133.02","0.01","2,948,133.02","403,148.00","7.31","Brazil","XBSP","BRL"
"4164","AL NAHDI MEDICAL","Consumer Staples","Equity","2,944,283.42","0.01","2,944,283.42","96,754.00","30.43","Saudi Arabia","Saudi Stock Exchange","SAR"
"PASEU.E","PASIFIK EURASIA LOJISTIK DIS TICAR","Industrials","Equity","2,941,308.93","0.01","2,941,308.93","1,128,524.00","2.61","Turkey","Istanbul Stock Exchange","TRY"
"008770","HOTEL SHILLA LTDINARY SHARES KOREA","Consumer Discretionary","Equity","2,932,851.83","0.01","2,932,851.83","83,700.00","35.04","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BTS.R","BTS GROUP HOLDINGS NON-VOTING DR P","Industrials","Equity","2,929,220.37","0.01","2,929,220.37","28,101,131.00","0.10","Thailand","Stock Exchange Of Thailand","THB"
"COGN3","COGNA EDUCACAO SA","Consumer Discretionary","Equity","2,929,478.02","0.01","2,929,478.02","5,905,860.00","0.50","Brazil","XBSP","BRL"
"601066","CHINA SECURITIES LTD A","Financials","Equity","2,922,903.75","0.01","2,922,903.75","776,499.00","3.76","China","Shanghai Stock Exchange","CNY"
"688617","APT MEDICAL INC A","Health Care","Equity","2,923,534.02","0.01","2,923,534.02","73,950.00","39.53","China","Shanghai Stock Exchange","CNY"
"000990","DB HITEK LTD","Information Technology","Equity","2,920,220.90","0.01","2,920,220.90","94,858.00","30.79","Korea (South)","Korea Exchange (Stock Market)","KRW"
"DANA","DANA GAS","Energy","Equity","2,916,409.26","0.01","2,916,409.26","13,893,229.00","0.21","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"4763","JINAN ACETATE CHEMICAL LTD","Materials","Equity","2,910,064.01","0.01","2,910,064.01","1,349,310.00","2.16","Taiwan","Taiwan Stock Exchange","TWD"
"LHC","LIFE HEALTH LTD","Health Care","Equity","2,903,654.37","0.01","2,903,654.37","3,779,711.00","0.77","South Africa","Johannesburg Stock Exchange","ZAR"
"6414","ENNOCONN CORP","Information Technology","Equity","2,894,691.69","0.01","2,894,691.69","277,722.00","10.42","Taiwan","Taiwan Stock Exchange","TWD"
"IQ","IQIYI ADS REPRESENTING CLASS A IN","Communication","Equity","2,894,918.00","0.01","2,894,918.00","1,231,880.00","2.35","China","NASDAQ","USD"
"AZZA3","AZZAS SA","Consumer Discretionary","Equity","2,892,645.25","0.01","2,892,645.25","506,934.00","5.71","Brazil","XBSP","BRL"
"300015","AIER EYE HOSPITAL GROUP LTD A","Health Care","Equity","2,883,012.69","0.01","2,883,012.69","1,567,750.00","1.84","China","Shenzhen Stock Exchange","CNY"
"KRE","KUWAIT REAL EST","Real Estate","Equity","2,883,697.11","0.01","2,883,697.11","2,449,941.00","1.18","Kuwait","Kuwait Stock Exchange","KWD"
"601888","CHINA TOURISM GROUP DUTY FREE CORP","Consumer Discretionary","Equity","2,883,829.92","0.01","2,883,829.92","308,593.00","9.35","China","Shanghai Stock Exchange","CNY"
"PCO","PEPCO GROUP NV","Consumer Discretionary","Equity","2,882,757.43","0.01","2,882,757.43","485,671.00","5.94","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Materials","Equity","2,877,118.93","0.01","2,877,118.93","463,400.00","6.21","China","Shanghai Stock Exchange","CNY"
"631","SANY HEAVY EQUIPMENT INTERNATIONAL","Industrials","Equity","2,866,859.81","0.01","2,866,859.81","3,119,966.00","0.92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601012","LONGI GREEN ENERGY TECHNOLOGY LTD","Information Technology","Equity","2,867,484.23","0.01","2,867,484.23","1,271,508.00","2.26","China","Shanghai Stock Exchange","CNY"
"WOCKPHARMA","WOCKHARDT LTD","Health Care","Equity","2,862,889.38","0.01","2,862,889.38","170,888.00","16.75","India","National Stock Exchange Of India","INR"
"6285","WISTRON NEWEB CORP","Information Technology","Equity","2,865,422.93","0.01","2,865,422.93","722,501.00","3.97","Taiwan","Taiwan Stock Exchange","TWD"
"601100","JIANGSU HENGLI HYDRAULIC LTD A","Industrials","Equity","2,861,869.91","0.01","2,861,869.91","250,984.00","11.40","China","Shanghai Stock Exchange","CNY"
"4321","ARABIAN CENTRES COMPANY","Real Estate","Equity","2,862,647.41","0.01","2,862,647.41","512,545.00","5.59","Saudi Arabia","Saudi Stock Exchange","SAR"
"9921","GIANT MANUFACTURING LTD","Consumer Discretionary","Equity","2,857,203.95","0.01","2,857,203.95","838,191.00","3.41","Taiwan","Taiwan Stock Exchange","TWD"
"YNS","YINSON HOLDINGS","Energy","Equity","2,852,508.94","0.01","2,852,508.94","5,127,840.00","0.56","Malaysia","Bursa Malaysia","MYR"
"2498","ROBOSENSE TECHNOLOGY LTD","Information Technology","Equity","2,853,990.96","0.01","2,853,990.96","646,400.00","4.42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KFINTECH","KFIN TECHNOLOGIES LTD","Financials","Equity","2,846,831.27","0.01","2,846,831.27","220,289.00","12.92","India","National Stock Exchange Of India","INR"
"5371","CORETRONIC CORP","Information Technology","Equity","2,847,267.24","0.01","2,847,267.24","823,400.00","3.46","Taiwan","Gretai Securities Market","TWD"
"DHBK","DOHA BANK","Financials","Equity","2,847,439.05","0.01","2,847,439.05","4,088,141.00","0.70","Qatar","Qatar Exchange","QAR"
"000977","INSPUR ELECTRONIC INFORMATION INDU","Information Technology","Equity","2,839,672.47","0.01","2,839,672.47","311,620.00","9.11","China","Shenzhen Stock Exchange","CNY"
"307950","HYUNDAI AUTOEVER CORP","Information Technology","Equity","2,839,879.86","0.01","2,839,879.86","26,440.00","107.41","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CSMG3","COMPANHIA DE SANEAMENTO DE MINAS G","Utilities","Equity","2,835,380.55","0.01","2,835,380.55","572,247.00","4.95","Brazil","XBSP","BRL"
"SMFT3","SMARTFIT ESCOLA DE GINASTICA E DAN","Consumer Discretionary","Equity","2,832,209.89","0.01","2,832,209.89","681,464.00","4.16","Brazil","XBSP","BRL"
"310210","VORONOI INC","Health Care","Equity","2,832,452.09","0.01","2,832,452.09","36,506.00","77.59","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"600905","CHINA THREE GORGES RENEWABLES(GROU","Utilities","Equity","2,833,490.31","0.01","2,833,490.31","4,766,800.00","0.59","China","Shanghai Stock Exchange","CNY"
"2381","ARABIAN DRILLING CO","Energy","Equity","2,830,587.69","0.01","2,830,587.69","142,490.00","19.87","Saudi Arabia","Saudi Stock Exchange","SAR"
"WIT","WIPRO ADR REPTG ONE LTD","Information Technology","Equity","2,825,788.00","0.01","2,825,788.00","1,009,210.00","2.80","India","New York Stock Exchange Inc.","USD"
"1302","LIFETECH SCIENTIFIC CORP","Health Care","Equity","2,817,379.29","0.01","2,817,379.29","10,192,000.00","0.28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601009","BANK OF NANJING LTD A","Financials","Equity","2,816,369.60","0.01","2,816,369.60","1,777,790.00","1.58","China","Shanghai Stock Exchange","CNY"
"600926","BANK OF HANGZHOU LTD A","Financials","Equity","2,813,019.49","0.01","2,813,019.49","1,235,158.00","2.28","China","Shanghai Stock Exchange","CNY"
"4150","ARRIYADH DEVELOPMENT","Real Estate","Equity","2,813,186.37","0.01","2,813,186.37","322,854.00","8.71","Saudi Arabia","Saudi Stock Exchange","SAR"
"2869","GREENTOWN SERVICE GROUP LTD","Real Estate","Equity","2,810,867.81","0.01","2,810,867.81","4,384,000.00","0.64","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALUP11","ALUPAR INVESTIMENTO UNITS SA","Utilities","Equity","2,808,375.19","0.01","2,808,375.19","528,660.00","5.31","Brazil","XBSP","BRL"
"AURE3","AUREN ENERGIA SA","Utilities","Equity","2,805,334.68","0.01","2,805,334.68","1,465,066.00","1.91","Brazil","XBSP","BRL"
"KEC","KEC INTERNATIONAL LTD","Industrials","Equity","2,803,015.93","0.01","2,803,015.93","299,036.00","9.37","India","National Stock Exchange Of India","INR"
"3320","CHINA RESOURCES PHARMACEUTICAL GRO","Health Care","Equity","2,798,060.51","0.01","2,798,060.51","4,196,500.00","0.67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SYNGENE","SYNGENE INTERNATIONAL LTD","Health Care","Equity","2,799,349.61","0.01","2,799,349.61","365,793.00","7.65","India","National Stock Exchange Of India","INR"
"TKG","TELKOM SOC LTD SA","Communication","Equity","2,795,592.58","0.01","2,795,592.58","915,987.00","3.05","South Africa","Johannesburg Stock Exchange","ZAR"
"123","YUEXIU PROPERTY COMPANY LTD","Real Estate","Equity","2,791,161.93","0.01","2,791,161.93","4,379,490.00","0.64","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"8996","KAORI HEAT TREATMENT LTD","Industrials","Equity","2,780,609.32","0.01","2,780,609.32","235,000.00","11.83","Taiwan","Taiwan Stock Exchange","TWD"
"600015","HUA XIA BANK LTD A","Financials","Equity","2,780,828.54","0.01","2,780,828.54","2,522,215.00","1.10","China","Shanghai Stock Exchange","CNY"
"IGBREIT","IGB REITS UNITS TRUST","Real Estate","Equity","2,778,768.37","0.01","2,778,768.37","4,331,700.00","0.64","Malaysia","Bursa Malaysia","MYR"
"3035","FARADAY TECHNOLOGY CORP","Information Technology","Equity","2,769,646.24","0.01","2,769,646.24","550,492.00","5.03","Taiwan","Taiwan Stock Exchange","TWD"
"6187","ALL RING TECH LTD","Information Technology","Equity","2,770,415.77","0.01","2,770,415.77","226,000.00","12.26","Taiwan","Gretai Securities Market","TWD"
"ARZAN","ARZAN INVESTMENT AND FINANCIAL","Financials","Equity","2,770,923.21","0.01","2,770,923.21","2,449,384.00","1.13","Kuwait","Kuwait Stock Exchange","KWD"
"161890","KOLMAR KOREA LTD","Consumer Staples","Equity","2,763,914.19","0.01","2,763,914.19","48,556.00","56.92","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3019","ASIA OPTICAL INC","Information Technology","Equity","2,761,016.93","0.01","2,761,016.93","529,794.00","5.21","Taiwan","Taiwan Stock Exchange","TWD"
"122870","YG ENTERTAINMENT INC","Communication","Equity","2,762,339.67","0.01","2,762,339.67","35,967.00","76.80","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"688111","BEIJING KINGSOFT OFFICE SOFTWARE I","Information Technology","Equity","2,759,151.22","0.01","2,759,151.22","66,149.00","41.71","China","Shanghai Stock Exchange","CNY"
"MWC","MANILA WATER INC","Utilities","Equity","2,760,090.57","0.01","2,760,090.57","3,849,600.00","0.72","Philippines","Philippine Stock Exchange Inc.","PHP"
"1560","KINIK","Industrials","Equity","2,754,519.08","0.01","2,754,519.08","257,000.00","10.72","Taiwan","Taiwan Stock Exchange","TWD"
"SAMMAANCAP","SAMMAAN CAPITAL LTD","Financials","Equity","2,722,162.04","0.01","2,722,162.04","1,928,719.00","1.41","India","National Stock Exchange Of India","INR"
"ARE&M","AMARA RAJA ENERGY & MOBILITY LTD","Industrials","Equity","2,715,083.37","0.01","2,715,083.37","239,244.00","11.35","India","National Stock Exchange Of India","INR"
"DTC","DATATEC LTD","Information Technology","Equity","2,710,843.10","0.01","2,710,843.10","802,439.00","3.38","South Africa","Johannesburg Stock Exchange","ZAR"
"000625","CHONGQING CHANGAN AUTOMOBILE LTD A","Consumer Discretionary","Equity","2,707,687.72","0.01","2,707,687.72","1,484,774.00","1.82","China","Shenzhen Stock Exchange","CNY"
"010060","OCI HOLDINGS COMPANY LTD","Materials","Equity","2,700,930.28","0.01","2,700,930.28","38,423.00","70.29","Korea (South)","Korea Exchange (Stock Market)","KRW"
"INOXWIND","INOX WIND LTD","Industrials","Equity","2,701,278.11","0.01","2,701,278.11","1,652,195.00","1.63","India","National Stock Exchange Of India","INR"
"600989","NINGXIA BAOFENG ENERGY GROUP LTD A","Materials","Equity","2,694,816.56","0.01","2,694,816.56","1,192,000.00","2.26","China","Shanghai Stock Exchange","CNY"
"030000","CHEIL WORLDWIDE INC","Communication","Equity","2,691,028.94","0.01","2,691,028.94","192,291.00","13.99","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MGL","MAHANAGAR GAS LTD","Utilities","Equity","2,691,861.97","0.01","2,691,861.97","176,601.00","15.24","India","National Stock Exchange Of India","INR"
"3030","TEST RESEARCH INC","Information Technology","Equity","2,679,984.92","0.01","2,679,984.92","414,000.00","6.47","Taiwan","Taiwan Stock Exchange","TWD"
"GSPL","GUJARAT STATE PETRONET LTD","Utilities","Equity","2,675,834.32","0.01","2,675,834.32","765,443.00","3.50","India","National Stock Exchange Of India","INR"
"000425","XCMG CONSTRUCTION MACHINERY LTD A","Industrials","Equity","2,676,813.34","0.01","2,676,813.34","2,155,690.00","1.24","China","Shenzhen Stock Exchange","CNY"
"SASA.E","SASA POLYESTER SANAYI A","Materials","Equity","2,672,379.35","0.01","2,672,379.35","25,150,315.00","0.11","Turkey","Istanbul Stock Exchange","TRY"
"051600","KEPCO PLANT SERVICE & ENGINEERING","Industrials","Equity","2,667,310.86","0.01","2,667,310.86","71,047.00","37.54","Korea (South)","Korea Exchange (Stock Market)","KRW"
"300498","WENS FOODSTUFF GROUP LTD","Consumer Staples","Equity","2,663,826.75","0.01","2,663,826.75","1,084,777.00","2.46","China","Shenzhen Stock Exchange","CNY"
"012510","DOUZONBIZON LTD","Information Technology","Equity","2,664,605.98","0.01","2,664,605.98","57,950.00","45.98","Korea (South)","Korea Exchange (Stock Market)","KRW"
"LH.R","LAND AND HOUSE PUBLIC NON-VOTING D","Real Estate","Equity","2,662,518.34","0.01","2,662,518.34","22,041,800.00","0.12","Thailand","Stock Exchange Of Thailand","THB"
"2350","SAUDI KAYAN PETROCHEMICAL","Materials","Equity","2,660,236.91","0.01","2,660,236.91","1,905,217.00","1.40","Saudi Arabia","Saudi Stock Exchange","SAR"
"2142","HBM HOLDINGS LTD","Health Care","Equity","2,653,261.50","0.01","2,653,261.50","1,712,000.00","1.55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BEML","BEML LTD","Industrials","Equity","2,651,020.58","0.01","2,651,020.58","57,417.00","46.17","India","National Stock Exchange Of India","INR"
"4772","TAIWAN SPECIALITY CHEMICALS CORP","Materials","Equity","2,646,798.54","0.01","2,646,798.54","333,000.00","7.95","Taiwan","Gretai Securities Market","TWD"
"OMN","OMNIA HOLDINGS LTD","Materials","Equity","2,647,442.00","0.01","2,647,442.00","628,302.00","4.21","South Africa","Johannesburg Stock Exchange","ZAR"
"STARHEALTH","STAR HEALTH AND ALLIED INSURANCE C","Financials","Equity","2,647,670.18","0.01","2,647,670.18","524,854.00","5.04","India","National Stock Exchange Of India","INR"
"TATAINVEST","TATA INVESTMENT CORPORATION LTD","Financials","Equity","2,629,807.51","0.01","2,629,807.51","33,000.00","79.69","India","National Stock Exchange Of India","INR"
"601229","BANK OF SHANGHAI LTD A","Financials","Equity","2,627,098.33","0.01","2,627,098.33","1,889,052.00","1.39","China","Shanghai Stock Exchange","CNY"
"9956","ANE CAYMAN INC","Industrials","Equity","2,621,827.77","0.01","2,621,827.77","2,626,500.00","1.00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"251270","NETMARBLE CORP","Communication","Equity","2,618,632.01","0.01","2,618,632.01","59,350.00","44.12","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AREIT","AREIT INC","Real Estate","Equity","2,620,769.81","0.01","2,620,769.81","3,472,520.00","0.75","Philippines","Philippine Stock Exchange Inc.","PHP"
"ITAUCL","BANCO ITAU CHILE","Financials","Equity","2,612,754.86","0.01","2,612,754.86","187,589.00","13.93","Chile","Santiago Stock Exchange","CLP"
"600886","SDIC POWER HOLDINGS LTD A","Utilities","Equity","2,613,183.77","0.01","2,613,183.77","1,267,500.00","2.06","China","Shanghai Stock Exchange","CNY"
"3413","FOXSEMICON INTEGRATED TECHNOLOGY I","Information Technology","Equity","2,609,800.39","0.01","2,609,800.39","287,970.00","9.06","Taiwan","Taiwan Stock Exchange","TWD"
"EMPOWER","EMIRATES CENTRAL COOLING SYSTEMS C","Utilities","Equity","2,611,390.74","0.01","2,611,390.74","5,576,382.00","0.47","United Arab Emirates","Dubai Financial Market","AED"
"011170","LOTTE CHEMICAL CORP","Materials","Equity","2,608,087.24","0.01","2,608,087.24","54,762.00","47.63","Korea (South)","Korea Exchange (Stock Market)","KRW"
"NAVA","NAVA","Industrials","Equity","2,608,988.16","0.01","2,608,988.16","337,157.00","7.74","India","National Stock Exchange Of India","INR"
"CUB","CITY UNION BANK LTD","Financials","Equity","2,609,165.22","0.01","2,609,165.22","1,053,151.00","2.48","India","National Stock Exchange Of India","INR"
"TBOTEK","TBO TEK LTD","Consumer Discretionary","Equity","2,599,100.26","0.01","2,599,100.26","155,803.00","16.68","India","National Stock Exchange Of India","INR"
"002271","BEIJING ORIENTAL YUHONG WATERPROOF","Materials","Equity","2,599,926.46","0.01","2,599,926.46","1,492,921.00","1.74","China","Shenzhen Stock Exchange","CNY"
"001440","TAIHAN ELECTRIC WIRE LTD","Industrials","Equity","2,592,669.77","0.01","2,592,669.77","234,060.00","11.08","Korea (South)","Korea Exchange (Stock Market)","KRW"
"600031","SANY HEAVY INDUSTRY LTD A","Industrials","Equity","2,590,348.37","0.01","2,590,348.37","886,078.00","2.92","China","Shanghai Stock Exchange","CNY"
"6670","FUSHENG PRECISION LTD","Consumer Discretionary","Equity","2,592,159.82","0.01","2,592,159.82","299,000.00","8.67","Taiwan","Taiwan Stock Exchange","TWD"
"8046","NAN YA PRINTED CIRCUIT BOARD CORP","Information Technology","Equity","2,592,372.87","0.01","2,592,372.87","468,000.00","5.54","Taiwan","Taiwan Stock Exchange","TWD"
"855","CHINA WATER AFFAIRS GROUP LTD","Utilities","Equity","2,587,819.14","0.01","2,587,819.14","3,272,000.00","0.79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CARBORUNIV","CARBORUNDUM UNIVERSAL LTD","Materials","Equity","2,587,922.13","0.01","2,587,922.13","238,844.00","10.84","India","National Stock Exchange Of India","INR"
"DEVYANI","DEVYANI INTERNATIONAL LTD","Consumer Discretionary","Equity","2,589,669.24","0.01","2,589,669.24","1,297,912.00","2.00","India","National Stock Exchange Of India","INR"
"002304","JIANGSU YANGHE BREWERY JOINT-STOCK","Consumer Staples","Equity","2,585,335.08","0.01","2,585,335.08","257,296.00","10.05","China","Shenzhen Stock Exchange","CNY"
"NMDCENR","NMDC ENERGY PJSC","Energy","Equity","2,581,370.51","0.01","2,581,370.51","3,807,677.00","0.68","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"JKS","JINKOSOLAR HOLDING ADR REP LTD","Information Technology","Equity","2,573,642.80","0.01","2,573,642.80","113,878.00","22.60","China","New York Stock Exchange Inc.","USD"
"002311","GUANGDONG HAID GROUP LTD A","Consumer Staples","Equity","2,570,259.63","0.01","2,570,259.63","306,598.00","8.38","China","Shenzhen Stock Exchange","CNY"
"NCC","NCC LTD","Industrials","Equity","2,571,426.06","0.01","2,571,426.06","1,025,584.00","2.51","India","National Stock Exchange Of India","INR"
"012750","S-1 CORP","Industrials","Equity","2,569,127.22","0.01","2,569,127.22","46,357.00","55.42","Korea (South)","Korea Exchange (Stock Market)","KRW"
"6257","SIGURD MICROELECTRONICS CORP","Information Technology","Equity","2,566,832.00","0.01","2,566,832.00","1,014,414.00","2.53","Taiwan","Taiwan Stock Exchange","TWD"
"2666","GENERTEC UNIVERSAL MEDICAL GROUP L","Health Care","Equity","2,566,901.93","0.01","2,566,901.93","3,348,500.00","0.77","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SAP","SAPPI LTD","Materials","Equity","2,559,074.47","0.01","2,559,074.47","1,616,876.00","1.58","South Africa","Johannesburg Stock Exchange","ZAR"
"022100","POSCO DX COMPANY LTD","Information Technology","Equity","2,557,006.79","0.01","2,557,006.79","154,793.00","16.52","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MTC.R","MUANGTHAI CAPITAL ORS NON-VOTING D","Financials","Equity","2,553,672.11","0.01","2,553,672.11","2,251,200.00","1.13","Thailand","Stock Exchange Of Thailand","THB"
"MAPI","MITRA ADIPERKASA","Consumer Discretionary","Equity","2,553,779.67","0.01","2,553,779.67","31,269,400.00","0.08","Indonesia","Indonesia Stock Exchange","IDR"
"LTFOODS","LT FOODS LTD","Consumer Staples","Equity","2,554,459.50","0.01","2,554,459.50","496,618.00","5.14","India","National Stock Exchange Of India","INR"
"RATCH.R","RATCH GROUP PCL NON-VOTING DR","Utilities","Equity","2,550,316.16","0.01","2,550,316.16","3,168,950.00","0.80","Thailand","Stock Exchange Of Thailand","THB"
"375500","DL E&C LTD","Industrials","Equity","2,550,408.18","0.01","2,550,408.18","84,514.00","30.18","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ELPE","HELLENIQ ENERGY HOLDINGS S A SA","Energy","Equity","2,552,483.55","0.01","2,552,483.55","255,499.00","9.99","Greece","Athens Exchange S.A. Cash Market","EUR"
"002736","GUOSEN SECURITIES LTD A","Financials","Equity","2,547,982.62","0.01","2,547,982.62","1,261,427.00","2.02","China","Shenzhen Stock Exchange","CNY"
"NTC","NETCARE LTD","Health Care","Equity","2,549,252.81","0.01","2,549,252.81","3,263,237.00","0.78","South Africa","Johannesburg Stock Exchange","ZAR"
"1681","CONSUN PHARMACEUTICAL GROUP LTD","Health Care","Equity","2,544,310.78","0.01","2,544,310.78","1,411,000.00","1.80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"300408","CHAOZHOU THREE-CIRCLE (GROUP) LTD","Information Technology","Equity","2,544,869.28","0.01","2,544,869.28","432,685.00","5.88","China","Shenzhen Stock Exchange","CNY"
"MEGACPO","MEGACABLE HOLDINGS CPO","Communication","Equity","2,546,949.78","0.01","2,546,949.78","911,373.00","2.79","Mexico","Bolsa Mexicana De Valores","MXN"
"4123","CENTER LABORATORIES INC","Health Care","Equity","2,542,325.43","0.01","2,542,325.43","2,062,901.00","1.23","Taiwan","Gretai Securities Market","TWD"
"IIFL","IIFL FINANCE LTD","Financials","Equity","2,542,679.31","0.01","2,542,679.31","482,608.00","5.27","India","National Stock Exchange Of India","INR"
"JKLAKSHMI","JK LAKSHMI CEMENT LTD","Materials","Equity","2,532,951.91","0.01","2,532,951.91","235,126.00","10.77","India","National Stock Exchange Of India","INR"
"600958","ORIENT SECURITIES LTD A","Financials","Equity","2,530,143.83","0.01","2,530,143.83","1,542,883.00","1.64","China","Shanghai Stock Exchange","CNY"
"9941","YULON FINANCE CORP","Financials","Equity","2,529,325.13","0.01","2,529,325.13","717,846.00","3.52","Taiwan","Taiwan Stock Exchange","TWD"
"MTH","MOTUS HOLD LTD SHS","Consumer Discretionary","Equity","2,524,648.64","0.01","2,524,648.64","468,938.00","5.38","South Africa","Johannesburg Stock Exchange","ZAR"
"AADHARHFC","AADHAR HOUSING FINANCE LTD","Financials","Equity","2,525,380.91","0.01","2,525,380.91","425,876.00","5.93","India","National Stock Exchange Of India","INR"
"6055","CHINA TOBACCO INTERNATIONAL (HK) L","Consumer Discretionary","Equity","2,527,040.27","0.01","2,527,040.27","526,000.00","4.80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"002493","RONGSHENG PETRO CHEMICAL LTD A","Materials","Equity","2,522,073.51","0.01","2,522,073.51","1,806,300.00","1.40","China","Shenzhen Stock Exchange","CNY"
"JMFINANCIL","JM FINANCIAL LTD","Financials","Equity","2,523,567.13","0.01","2,523,567.13","1,160,656.00","2.17","India","National Stock Exchange Of India","INR"
"2252","SHANGHAI MICROPORT MEDBOT CLASS H","Health Care","Equity","2,521,212.20","0.01","2,521,212.20","961,000.00","2.62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1133","HARBIN ELECTRIC LTD H","Industrials","Equity","2,514,042.92","0.01","2,514,042.92","2,736,000.00","0.92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3081","LAND MARK CORP","Information Technology","Equity","2,510,563.92","0.01","2,510,563.92","164,900.00","15.22","Taiwan","Gretai Securities Market","TWD"
"APTUS","APTUS VALUE HOUSING FINANCE INDIA","Financials","Equity","2,512,168.59","0.01","2,512,168.59","617,077.00","4.07","India","National Stock Exchange Of India","INR"
"2838","UNION BANK OF TAIWAN","Financials","Equity","2,508,878.33","0.01","2,508,878.33","4,324,555.00","0.58","Taiwan","Taiwan Stock Exchange","TWD"
"CRISIL","CRISIL LTD","Financials","Equity","2,504,933.28","0.01","2,504,933.28","40,475.00","61.89","India","National Stock Exchange Of India","INR"
"240810","WONIK IPS LTD","Information Technology","Equity","2,505,434.21","0.01","2,505,434.21","84,628.00","29.61","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"CCU","COMPANIA CERVECERIAS UNIDAS SA","Consumer Staples","Equity","2,497,872.16","0.01","2,497,872.16","413,603.00","6.04","Chile","Santiago Stock Exchange","CLP"
"103140","POONGSANORATION CORP","Materials","Equity","2,493,347.54","0.01","2,493,347.54","30,006.00","83.09","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2276","SHANGHAI CONANT OPTICAL CLASS H LT","Health Care","Equity","2,495,501.61","0.01","2,495,501.61","410,000.00","6.09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ZFCVINDIA","ZF COMMERCIAL VEHICLE CONTROL SYST","Consumer Discretionary","Equity","2,487,427.64","0.01","2,487,427.64","14,869.00","167.29","India","National Stock Exchange Of India","INR"
