Fund Holdings as of,"21/Aug/2025"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"AIRARABIA","AIR ARABIA","Industrials","Equity","7,400,567.18","0.03","7,400,567.18","7,287,277.00","1.02","United Arab Emirates","Dubai Financial Market","AED"
"TORNTPOWER","TORRENT POWER LTD","Utilities","Equity","7,391,019.48","0.03","7,391,019.48","499,268.00","14.80","India","National Stock Exchange Of India","INR"
"867","CHINA MEDICAL SYSTEM HOLDINGS LTD","Health Care","Equity","7,375,114.86","0.03","7,375,114.86","4,179,000.00","1.76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3323","CHINA NATIONAL BUILDING MATERIAL L","Materials","Equity","7,353,442.97","0.03","7,353,442.97","10,504,400.00","0.70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ICICIPRULI","ICICI PRUDENTIAL LIFE INSURANCE CO","Financials","Equity","7,328,448.51","0.03","7,328,448.51","1,016,361.00","7.21","India","National Stock Exchange Of India","INR"
"LREN3","LOJAS RENNER SA","Consumer Discretionary","Equity","7,320,551.54","0.03","7,320,551.54","2,599,910.00","2.82","Brazil","XBSP","BRL"
"300760","SHENZHEN MINDRAY BIO-MEDICAL ELECT","Health Care","Equity","7,295,929.25","0.03","7,295,929.25","213,300.00","34.21","China","Shenzhen Stock Exchange","CNY"
"090430","AMOREPACIFIC CORP","Consumer Staples","Equity","7,294,108.70","0.03","7,294,108.70","83,334.00","87.53","Korea (South)","Korea Exchange (Stock Market)","KRW"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Equity","7,290,868.57","0.03","7,290,868.57","8,830,741.00","0.83","Turkey","Istanbul Stock Exchange","TRY"
"902","HUANENG POWER INTERNATIONAL INC H","Utilities","Equity","7,268,787.67","0.03","7,268,787.67","9,982,000.00","0.73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"QIIK","QATAR INTERNATIONAL ISLAMIC BANK","Financials","Equity","7,267,210.38","0.03","7,267,210.38","2,321,045.00","3.13","Qatar","Qatar Exchange","QAR"
"BFT","BENEFIT SYSTEMS SA","Industrials","Equity","7,257,368.99","0.03","7,257,368.99","7,849.00","924.62","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"EXX","EXXARO RESOURCES LTD","Energy","Equity","7,245,535.77","0.03","7,245,535.77","721,104.00","10.05","South Africa","Johannesburg Stock Exchange","ZAR"
"LEGN","LEGEND BIOTECH ADR REP CORP","Health Care","Equity","7,232,522.33","0.03","7,232,522.33","203,561.00","35.53","China","NASDAQ","USD"
"NHPC","NHPC LTD","Utilities","Equity","7,224,336.38","0.03","7,224,336.38","7,703,890.00","0.94","India","National Stock Exchange Of India","INR"
"272210","HANWHA SYSTEMS LTD","Industrials","Equity","7,207,643.31","0.03","7,207,643.31","197,244.00","36.54","Korea (South)","Korea Exchange (Stock Market)","KRW"
"8299","PHISON ELECTRONICS CORP","Information Technology","Equity","7,208,771.04","0.03","7,208,771.04","464,000.00","15.54","Taiwan","Gretai Securities Market","TWD"
"MTM","MOMENTUM GROUP LTD","Financials","Equity","7,203,112.20","0.03","7,203,112.20","3,528,121.00","2.04","South Africa","Johannesburg Stock Exchange","ZAR"
"1208","MMG LTD","Materials","Equity","7,197,719.96","0.03","7,197,719.96","11,741,600.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1519","FORTUNE ELECTRIC LTD","Industrials","Equity","7,160,969.53","0.03","7,160,969.53","358,160.00","19.99","Taiwan","Taiwan Stock Exchange","TWD"
"8010","THE COOPERATIVE INSURANCE","Financials","Equity","7,132,980.12","0.03","7,132,980.12","213,978.00","33.34","Saudi Arabia","Saudi Stock Exchange","SAR"
"PNB","PUNJAB NATIONAL BANK","Financials","Equity","7,128,901.40","0.03","7,128,901.40","5,805,165.00","1.23","India","National Stock Exchange Of India","INR"
"2099","CHINA GOLD INTERNATIONAL RESOURCES","Materials","Equity","7,114,385.90","0.03","7,114,385.90","631,000.00","11.27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4300","DAR AL ARKAN REAL ESTATE DEVELOPME","Real Estate","Equity","7,094,108.75","0.02","7,094,108.75","1,357,612.00","5.23","Saudi Arabia","Saudi Stock Exchange","SAR"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","7,085,649.41","0.02","7,085,649.41","1,206,433.00","5.87","China","Shenzhen Stock Exchange","CNY"
"AC","AYALA CORP","Industrials","Equity","7,073,639.84","0.02","7,073,639.84","681,930.00","10.37","Philippines","Philippine Stock Exchange Inc.","PHP"
"IDFCFIRSTB","IDFC FIRST BANK LTD","Financials","Equity","7,074,236.45","0.02","7,074,236.45","8,808,666.00","0.80","India","National Stock Exchange Of India","INR"
"MCX","MULTI COMMODITY EXCHANGE OF INDIA","Financials","Equity","7,059,927.17","0.02","7,059,927.17","77,717.00","90.84","India","National Stock Exchange Of India","INR"
"YTL","YTL CORPORATION","Utilities","Equity","7,057,043.91","0.02","7,057,043.91","11,041,660.00","0.64","Malaysia","Bursa Malaysia","MYR"
"ALFAA","ALFA A","Consumer Staples","Equity","7,045,198.54","0.02","7,045,198.54","9,368,740.00","0.75","Mexico","Bolsa Mexicana De Valores","MXN"
"1102","ASIA CEMENT CORP","Materials","Equity","7,019,164.85","0.02","7,019,164.85","5,613,400.00","1.25","Taiwan","Taiwan Stock Exchange","TWD"
"RADICO","RADICO KHAITAN LTD","Consumer Staples","Equity","7,004,858.75","0.02","7,004,858.75","211,157.00","33.17","India","National Stock Exchange Of India","INR"
"138930","BNK FINANCIAL GROUP INC","Financials","Equity","6,977,461.74","0.02","6,977,461.74","679,950.00","10.26","Korea (South)","Korea Exchange (Stock Market)","KRW"
"JSWENERGY","JSW ENERGY LTD","Utilities","Equity","6,968,839.48","0.02","6,968,839.48","1,166,534.00","5.97","India","National Stock Exchange Of India","INR"
"000150","DOOSAN CORP","Industrials","Equity","6,960,454.81","0.02","6,960,454.81","18,025.00","386.16","Korea (South)","Korea Exchange (Stock Market)","KRW"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrials","Equity","6,927,737.75","0.02","6,927,737.75","368,500.00","18.80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BHEL","BHARAT HEAVY ELECTRICALS LTD","Industrials","Equity","6,920,722.84","0.02","6,920,722.84","2,764,168.00","2.50","India","National Stock Exchange Of India","INR"
"IOICORP","IOI CORPORATION","Consumer Staples","Equity","6,903,136.47","0.02","6,903,136.47","7,555,000.00","0.91","Malaysia","Bursa Malaysia","MYR"
"358","JIANGXI COPPER LTD H","Materials","Equity","6,896,121.02","0.02","6,896,121.02","2,792,000.00","2.47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KRW","KRW CASH","Cash and/or Derivatives","Cash","6,876,793.28","0.02","6,876,793.28","9,616,507,720.00","0.07","Korea (South)","-","KRW"
"SWB","SUNWAY BHD","Industrials","Equity","6,870,493.55","0.02","6,870,493.55","6,110,400.00","1.12","Malaysia","Bursa Malaysia","MYR"
"034220","LG DISPLAY LTD","Information Technology","Equity","6,857,280.72","0.02","6,857,280.72","838,952.00","8.17","Korea (South)","Korea Exchange (Stock Market)","KRW"
"NMDC","NMDC LTD","Materials","Equity","6,853,141.37","0.02","6,853,141.37","8,380,299.00","0.82","India","National Stock Exchange Of India","INR"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","6,836,683.35","0.02","6,836,683.35","5,407,000.00","1.26","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AMRT","PT SUMBER ALFARIA TRIJAYA","Consumer Staples","Equity","6,826,863.31","0.02","6,826,863.31","46,130,900.00","0.15","Indonesia","Indonesia Stock Exchange","IDR"
"148","KINGBOARD HOLDINGS LTD","Information Technology","Equity","6,794,452.19","0.02","6,794,452.19","1,754,500.00","3.87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"APN","ASPEN PHARMACARE LTD","Health Care","Equity","6,793,175.22","0.02","6,793,175.22","1,075,318.00","6.32","South Africa","Johannesburg Stock Exchange","ZAR"
"KBANK.R","KASIKORNBANK PUBLIC NON-VOTING DR","Financials","Equity","6,788,030.96","0.02","6,788,030.96","1,325,800.00","5.12","Thailand","Stock Exchange Of Thailand","THB"
"MISC","MISC","Industrials","Equity","6,775,282.28","0.02","6,775,282.28","3,722,000.00","1.82","Malaysia","Bursa Malaysia","MYR"
"KTB.R","KRUNG THAI BANK PUBLIC NON-VOTING","Financials","Equity","6,762,235.00","0.02","6,762,235.00","9,190,300.00","0.74","Thailand","Stock Exchange Of Thailand","THB"
"UNOMINDA","UNO MINDA LTD","Consumer Discretionary","Equity","6,757,886.10","0.02","6,757,886.10","479,202.00","14.10","India","National Stock Exchange Of India","INR"
"PETRONET","PETRONET LNG LTD","Energy","Equity","6,748,077.71","0.02","6,748,077.71","2,116,643.00","3.19","India","National Stock Exchange Of India","INR"
"960","LONGFOR GROUP HOLDINGS LTD","Real Estate","Equity","6,742,311.78","0.02","6,742,311.78","5,017,500.00","1.34","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GBK","GULF BANK","Financials","Equity","6,732,094.44","0.02","6,732,094.44","5,783,739.00","1.16","Kuwait","Kuwait Stock Exchange","KWD"
"6060","ZHONGAN ONLINE P & C INSURANCE COR","Financials","Equity","6,732,573.01","0.02","6,732,573.01","2,619,903.00","2.57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Utilities","Equity","6,717,705.63","0.02","6,717,705.63","7,708,000.00","0.87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1402","FAR EASTERN NEW CENTURY CORP","Industrials","Equity","6,714,136.18","0.02","6,714,136.18","7,355,294.00","0.91","Taiwan","Taiwan Stock Exchange","TWD"
"3036","WT MICROELECTRONICS LTD","Information Technology","Equity","6,699,961.13","0.02","6,699,961.13","1,675,512.00","4.00","Taiwan","Taiwan Stock Exchange","TWD"
"CCC","CCC SA","Consumer Discretionary","Equity","6,681,727.42","0.02","6,681,727.42","143,891.00","46.44","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"4250","JABAL OMAR DEVELOPMENT","Consumer Discretionary","Equity","6,654,104.10","0.02","6,654,104.10","1,329,687.00","5.00","Saudi Arabia","Saudi Stock Exchange","SAR"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","6,648,711.55","0.02","6,648,711.55","3,296,470.00","2.02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1504","TECO ELECTRIC & MACHINERY LTD","Industrials","Equity","6,620,587.03","0.02","6,620,587.03","3,166,000.00","2.09","Taiwan","Taiwan Stock Exchange","TWD"
"LTOD","LARSEN AND TOUBRO SPONSORED GDR RE","Industrials","Equity","6,617,956.00","0.02","6,617,956.00","160,630.00","41.20","India","London Stock Exchange","USD"
"KPITTECH","KPIT TECHNOLOGIES LTD","Information Technology","Equity","6,604,109.40","0.02","6,604,109.40","474,662.00","13.91","India","National Stock Exchange Of India","INR"
"TATAELXSI","TATA ELXSI LTD","Information Technology","Equity","6,588,317.79","0.02","6,588,317.79","101,592.00","64.85","India","National Stock Exchange Of India","INR"
"8464","NIEN MADE ENTERPRISE LTD","Consumer Discretionary","Equity","6,570,609.15","0.02","6,570,609.15","444,000.00","14.80","Taiwan","Taiwan Stock Exchange","TWD"
"1193","CHINA RESOURCES GAS GROUP LTD","Utilities","Equity","6,546,105.02","0.02","6,546,105.02","2,628,500.00","2.49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SDG","SD GUTHRIE","Consumer Staples","Equity","6,537,223.34","0.02","6,537,223.34","5,415,000.00","1.21","Malaysia","Bursa Malaysia","MYR"
"CROMPTON","CROMPTON GREAVES CONSUMER ELECTRIC","Consumer Discretionary","Equity","6,524,456.30","0.02","6,524,456.30","1,774,463.00","3.68","India","National Stock Exchange Of India","INR"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrials","Equity","6,513,906.76","0.02","6,513,906.76","6,389,567.00","1.02","India","National Stock Exchange Of India","INR"
"KRU","KRUK SA","Financials","Equity","6,514,212.38","0.02","6,514,212.38","56,206.00","115.90","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"002714","MUYUAN FOODS LTD A","Consumer Staples","Equity","6,505,859.16","0.02","6,505,859.16","930,781.00","6.99","China","Shenzhen Stock Exchange","CNY"
"532483","CANARA BANK LTD","Financials","Equity","6,464,032.70","0.02","6,464,032.70","5,078,453.00","1.27","India","Bse Ltd","INR"
"425","MINTH GROUP LTD","Consumer Discretionary","Equity","6,462,575.67","0.02","6,462,575.67","1,594,000.00","4.05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"VESTA*","CORPORACION INMOBILIARIA VESTA","Real Estate","Equity","6,436,812.85","0.02","6,436,812.85","2,287,130.00","2.81","Mexico","Bolsa Mexicana De Valores","MXN"
"SBICARD","SBI CARDS & PAYMENT SERVICES LTD","Financials","Equity","6,437,620.84","0.02","6,437,620.84","680,755.00","9.46","India","National Stock Exchange Of India","INR"
"MONET","MONETA MONEY BNK","Financials","Equity","6,422,525.93","0.02","6,422,525.93","875,815.00","7.33","Czech Republic","Prague Stock Exchange","CZK"
"KLBN11","KLABIN UNITS SA","Materials","Equity","6,417,472.20","0.02","6,417,472.20","1,962,662.00","3.27","Brazil","XBSP","BRL"
"2400","XD INC","Communication","Equity","6,413,122.77","0.02","6,413,122.77","646,600.00","9.92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TITC","TITAN SA","Materials","Equity","6,375,922.80","0.02","6,375,922.80","144,820.00","44.03","Greece","Athens Exchange S.A. Cash Market","EUR"
"2347","SYNNEX TECHNOLOGY INTERNATIONAL CO","Information Technology","Equity","6,376,985.20","0.02","6,376,985.20","3,371,900.00","1.89","Taiwan","Taiwan Stock Exchange","TWD"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Health Care","Equity","6,350,705.28","0.02","6,350,705.28","7,150,400.00","0.89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"UNTR","UNITED TRACTORS","Energy","Equity","6,351,695.43","0.02","6,351,695.43","4,009,200.00","1.58","Indonesia","Indonesia Stock Exchange","IDR"
"1833","PING AN HEALTHCARE AND TECHNOLOGY","Consumer Staples","Equity","6,331,430.66","0.02","6,331,430.66","2,822,200.00","2.24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2313","COMPEQ MANUFACTURING LTD","Information Technology","Equity","6,327,157.11","0.02","6,327,157.11","2,567,000.00","2.46","Taiwan","Taiwan Stock Exchange","TWD"
"SAHOL.E","HACI OMER SABANCI HOLDING A","Financials","Equity","6,317,005.71","0.02","6,317,005.71","2,651,054.00","2.38","Turkey","Istanbul Stock Exchange","TRY"
"QFLS","QATAR FUEL","Energy","Equity","6,293,615.13","0.02","6,293,615.13","1,537,923.00","4.09","Qatar","Qatar Exchange","QAR"
"DSTKF.E","DESTEK FINANS FAKTORING","Financials","Equity","6,288,821.08","0.02","6,288,821.08","429,452.00","14.64","Turkey","Istanbul Stock Exchange","TRY"
"MER","MANILA ELECTRIC","Utilities","Equity","6,273,954.89","0.02","6,273,954.89","673,180.00","9.32","Philippines","Philippine Stock Exchange Inc.","PHP"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS PRE","Utilities","Equity","6,231,975.53","0.02","6,231,975.53","746,143.00","8.35","Brazil","XBSP","BRL"
"CHOLAHLDNG","CHOLAMANDALAM FINANCIAL HOLDINGS L","Financials","Equity","6,226,916.06","0.02","6,226,916.06","288,139.00","21.61","India","National Stock Exchange Of India","INR"
"6139","L & K ENGINEERING LTD","Industrials","Equity","6,211,657.48","0.02","6,211,657.48","570,827.00","10.88","Taiwan","Taiwan Stock Exchange","TWD"
"010130","KOREA ZINC INC","Materials","Equity","6,189,496.57","0.02","6,189,496.57","10,984.00","563.50","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1787","SHANDONG GOLD MINING LTD H","Materials","Equity","6,185,493.16","0.02","6,185,493.16","1,837,750.00","3.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CDSL","CENTRAL DEPOSITORY SERVICES (INDIA","Financials","Equity","6,173,454.08","0.02","6,173,454.08","343,235.00","17.99","India","National Stock Exchange Of India","INR"
"OIL","OIL INDIA LTD","Energy","Equity","6,161,390.36","0.02","6,161,390.36","1,308,799.00","4.71","India","National Stock Exchange Of India","INR"
"1476","ECLAT TEXTILE LTD","Consumer Discretionary","Equity","6,149,735.87","0.02","6,149,735.87","467,311.00","13.16","Taiwan","Taiwan Stock Exchange","TWD"
"INL","INVESTEC LTD","Financials","Equity","6,139,901.08","0.02","6,139,901.08","837,125.00","7.33","South Africa","Johannesburg Stock Exchange","ZAR"
"MBT","METROPOLITAN BANK AND TRUST CO","Financials","Equity","6,122,106.45","0.02","6,122,106.45","4,916,237.00","1.25","Philippines","Philippine Stock Exchange Inc.","PHP"
"MABANEE","MABANEE COMPANY","Real Estate","Equity","6,116,948.24","0.02","6,116,948.24","2,018,197.00","3.03","Kuwait","Kuwait Stock Exchange","KWD"
"JSL","JINDAL STAINLESS LTD","Materials","Equity","6,115,283.99","0.02","6,115,283.99","689,179.00","8.87","India","National Stock Exchange Of India","INR"
"ASTRAL","ASTRAL LTD","Industrials","Equity","6,115,437.90","0.02","6,115,437.90","375,436.00","16.29","India","National Stock Exchange Of India","INR"
"1030","SAUDI INVESTMENT BANK","Financials","Equity","6,112,202.22","0.02","6,112,202.22","1,637,250.00","3.73","Saudi Arabia","Saudi Stock Exchange","SAR"
"032640","LG UPLUS CORP","Communication","Equity","6,107,426.00","0.02","6,107,426.00","570,516.00","10.71","Korea (South)","Korea Exchange (Stock Market)","KRW"
"009830","HANWHA SOLUTIONS CORP","Materials","Equity","6,097,836.06","0.02","6,097,836.06","288,569.00","21.13","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MCG","MULTICHOICE GROUP LTD","Communication","Equity","6,098,908.22","0.02","6,098,908.22","889,738.00","6.85","South Africa","Johannesburg Stock Exchange","ZAR"
"2105","CHENG SHIN RUBBER INDUSTRY LTD","Consumer Discretionary","Equity","6,099,269.08","0.02","6,099,269.08","4,717,000.00","1.29","Taiwan","Taiwan Stock Exchange","TWD"
"INDF","INDOFOOD SUKSES MAKMUR","Consumer Staples","Equity","6,093,612.07","0.02","6,093,612.07","12,521,700.00","0.49","Indonesia","Indonesia Stock Exchange","IDR"
"MOTV3","MOTIVA INFRAESTRUTURA DE MOBILIDAD","Industrials","Equity","6,083,993.67","0.02","6,083,993.67","2,517,878.00","2.42","Brazil","XBSP","BRL"
"9910","FENG TAY ENTERPRISES LTD","Consumer Discretionary","Equity","6,081,672.30","0.02","6,081,672.30","1,533,461.00","3.97","Taiwan","Taiwan Stock Exchange","TWD"
"MINT.R","MINOR INTERNATIONAL PUBLIC NON-VOT","Consumer Discretionary","Equity","6,071,231.80","0.02","6,071,231.80","8,149,317.00","0.74","Thailand","Stock Exchange Of Thailand","THB"
"IGRD","ESTITHMAR HOLDING","Industrials","Equity","6,066,345.26","0.02","6,066,345.26","5,284,106.00","1.15","Qatar","Qatar Exchange","QAR"
"601601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Equity","6,049,295.35","0.02","6,049,295.35","1,089,093.00","5.55","China","Shanghai Stock Exchange","CNY"
"2371","TATUNG","Industrials","Equity","6,040,279.91","0.02","6,040,279.91","4,429,950.00","1.36","Taiwan","Taiwan Stock Exchange","TWD"
"6121","SIMPLO TECHNOLOGY LTD","Information Technology","Equity","6,041,010.18","0.02","6,041,010.18","473,800.00","12.75","Taiwan","Gretai Securities Market","TWD"
"QEWS","QATAR ELECTRICITY AND WATER","Utilities","Equity","6,032,099.03","0.02","6,032,099.03","1,389,176.00","4.34","Qatar","Qatar Exchange","QAR"
"CPIN","CHAROEN POKPHAND INDONESIA","Consumer Staples","Equity","6,023,495.24","0.02","6,023,495.24","21,654,000.00","0.28","Indonesia","Indonesia Stock Exchange","IDR"
"TFG","THE FOSCHINI GROUP LTD","Consumer Discretionary","Equity","5,987,841.67","0.02","5,987,841.67","954,319.00","6.27","South Africa","Johannesburg Stock Exchange","ZAR"
"007660","ISUPETASYS LTD","Information Technology","Equity","5,985,937.07","0.02","5,985,937.07","147,632.00","40.55","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3998","BOSIDENG INTERNATIONAL LTD","Consumer Discretionary","Equity","5,982,415.95","0.02","5,982,415.95","9,540,000.00","0.63","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"900948","INNER MONGOLIA YITAI COAL LTD B","Energy","Equity","5,967,878.00","0.02","5,967,878.00","2,880,250.00","2.07","China","Shanghai Stock Exchange","USD"
"IRCTC","INDIAN RAILWAY CATERING AND TOURIS","Industrials","Equity","5,956,090.90","0.02","5,956,090.90","716,191.00","8.32","India","National Stock Exchange Of India","INR"
"2027","TA CHEN STAINLESS PIPE LTD","Materials","Equity","5,951,361.57","0.02","5,951,361.57","4,472,243.00","1.33","Taiwan","Taiwan Stock Exchange","TWD"
"UNIONBANK","UNION BANK OF INDIA LTD","Financials","Equity","5,939,454.52","0.02","5,939,454.52","3,796,148.00","1.56","India","National Stock Exchange Of India","INR"
"5483","SINO-AMERICAN SILICON PRODUCTS INC","Information Technology","Equity","5,909,831.36","0.02","5,909,831.36","1,701,000.00","3.47","Taiwan","Gretai Securities Market","TWD"
"SONACOMS","SONA BLW PRECISION FORGINGS LTD","Consumer Discretionary","Equity","5,909,127.09","0.02","5,909,127.09","1,164,897.00","5.07","India","National Stock Exchange Of India","INR"
"ASAI3","SENDAS DISTRIBUIDORA SA","Consumer Staples","Equity","5,903,291.06","0.02","5,903,291.06","3,296,435.00","1.79","Brazil","XBSP","BRL"
"BRFS3","BRF BRASIL FOODS SA","Consumer Staples","Equity","5,896,312.12","0.02","5,896,312.12","1,627,213.00","3.62","Brazil","XBSP","BRL"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","5,894,382.60","0.02","5,894,382.60","8,163,351.00","0.72","Turkey","Istanbul Stock Exchange","TRY"
"CONCOR","CONTAINER CORPORATION OF INDIA LTD","Industrials","Equity","5,887,096.46","0.02","5,887,096.46","928,632.00","6.34","India","National Stock Exchange Of India","INR"
"141080","LIGA CHEM BIO INC","Health Care","Equity","5,886,121.14","0.02","5,886,121.14","59,047.00","99.69","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"IPCALAB","IPCA LABORATORIES LTD","Health Care","Equity","5,882,208.11","0.02","5,882,208.11","377,671.00","15.57","India","National Stock Exchange Of India","INR"
"1952","EVEREST MEDICINES LTD","Health Care","Equity","5,875,779.06","0.02","5,875,779.06","663,000.00","8.86","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2615","WAN HAI LINES LTD","Industrials","Equity","5,873,551.80","0.02","5,873,551.80","2,091,005.00","2.81","Taiwan","Taiwan Stock Exchange","TWD"
"RHBBANK","RHB BANK","Financials","Equity","5,874,053.62","0.02","5,874,053.62","3,817,683.00","1.54","Malaysia","Bursa Malaysia","MYR"
"006260","LS CORP","Industrials","Equity","5,870,243.71","0.02","5,870,243.71","54,436.00","107.84","Korea (South)","Korea Exchange (Stock Market)","KRW"
"EXIDEIND","EXIDE INDUSTRIES LTD","Consumer Discretionary","Equity","5,857,080.14","0.02","5,857,080.14","1,276,314.00","4.59","India","National Stock Exchange Of India","INR"
"082740","HANWHA ENGINE LTD","Industrials","Equity","5,841,840.89","0.02","5,841,840.89","192,898.00","30.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HTO","HELLENIC TELECOMMUNICATIONS ORGANI","Communication","Equity","5,832,960.99","0.02","5,832,960.99","307,676.00","18.96","Greece","Athens Exchange S.A. Cash Market","EUR"
"1605","WALSIN LIHWA CORP","Industrials","Equity","5,830,042.90","0.02","5,830,042.90","7,818,536.00","0.75","Taiwan","Taiwan Stock Exchange","TWD"
"2367","GIANT BIOGENE HOLDING LTD","Consumer Staples","Equity","5,832,051.86","0.02","5,832,051.86","835,400.00","6.98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LICHSGFIN","LIC HOUSING FINANCE LTD","Financials","Equity","5,817,099.75","0.02","5,817,099.75","878,448.00","6.62","India","National Stock Exchange Of India","INR"
"326030","SK BIOPHARMACEUTICALS LTD","Health Care","Equity","5,814,970.54","0.02","5,814,970.54","83,659.00","69.51","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrials","Equity","5,810,640.01","0.02","5,810,640.01","1,170,200.00","4.97","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ENELAM","ENEL AMERICAS SA","Utilities","Equity","5,802,263.72","0.02","5,802,263.72","57,883,275.00","0.10","Chile","Santiago Stock Exchange","CLP"
"OFSS","ORACLE FINANCIAL SERVICES SOFTWARE","Information Technology","Equity","5,798,974.46","0.02","5,798,974.46","58,171.00","99.69","India","National Stock Exchange Of India","INR"
"390","CHINA RAILWAY GROUP LTD H","Industrials","Equity","5,799,664.70","0.02","5,799,664.70","10,920,000.00","0.53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600809","SHANXI XINGHUACUN FEN WINE FACTORY","Consumer Staples","Equity","5,800,216.10","0.02","5,800,216.10","214,318.00","27.06","China","Shanghai Stock Exchange","CNY"
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","5,797,084.68","0.02","5,797,084.68","9,912,000.00","0.58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALKEM","ALKEM LABORATORIES LTD","Health Care","Equity","5,797,300.36","0.02","5,797,300.36","93,302.00","62.13","India","National Stock Exchange Of India","INR"
"1111","SAUDI TADAWUL GROUP CO","Financials","Equity","5,753,318.00","0.02","5,753,318.00","125,093.00","45.99","Saudi Arabia","Saudi Stock Exchange","SAR"
"968","XINYI SOLAR HOLDINGS LTD","Information Technology","Equity","5,751,573.48","0.02","5,751,573.48","13,914,000.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"036570","NCSOFT CORP","Communication","Equity","5,742,973.40","0.02","5,742,973.40","40,540.00","141.66","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BALKRISIND","BALKRISHNA INDUSTRIES LTD","Consumer Discretionary","Equity","5,739,888.98","0.02","5,739,888.98","207,487.00","27.66","India","National Stock Exchange Of India","INR"
"UGPA3","ULTRAPAR PARTICIPOES SA","Energy","Equity","5,722,150.36","0.02","5,722,150.36","1,762,792.00","3.25","Brazil","XBSP","BRL"
"BDX","BUDIMEX SA","Industrials","Equity","5,703,360.06","0.02","5,703,360.06","36,503.00","156.24","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"004020","HYUNDAI STEEL","Materials","Equity","5,701,443.79","0.02","5,701,443.79","241,603.00","23.60","Korea (South)","Korea Exchange (Stock Market)","KRW"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","5,691,385.69","0.02","5,691,385.69","197,735.00","28.78","Korea (South)","Korea Exchange (Stock Market)","KRW"
"017670","SK TELECOM LTD","Communication","Equity","5,687,916.55","0.02","5,687,916.55","143,315.00","39.69","Korea (South)","Korea Exchange (Stock Market)","KRW"
"772","CHINA LITERATURE LTD","Communication","Equity","5,681,901.48","0.02","5,681,901.48","1,099,500.00","5.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KIMS","KRISHNA INSTITUTE OF MEDICAL SCIEN","Health Care","Equity","5,683,442.57","0.02","5,683,442.57","664,676.00","8.55","India","National Stock Exchange Of India","INR"
