Fund Holdings as of,"21/Aug/2025"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"DSV","DSV","Industrials","Equity","11,963,869.16","0.05","11,963,869.16","52,210.00","229.15","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"SRE","SEMPRA","Utilities","Equity","11,956,614.88","0.05","11,956,614.88","147,376.00","81.13","United States","New York Stock Exchange Inc.","USD"
"SLB","SCHLUMBERGER NV","Energy","Equity","11,818,927.89","0.05","11,818,927.89","349,569.00","33.81","United States","New York Stock Exchange Inc.","USD"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","11,706,944.74","0.05","11,706,944.74","88,042.00","132.97","United States","NASDAQ","USD"
"6701","NEC CORP","Information Technology","Equity","11,694,396.11","0.05","11,694,396.11","381,400.00","30.66","Japan","Tokyo Stock Exchange","JPY"
"NDA FI","NORDEA BANK","Financials","Equity","11,689,183.87","0.05","11,689,183.87","752,623.00","15.53","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","11,612,747.70","0.05","11,612,747.70","65,145.00","178.26","United States","New York Stock Exchange Inc.","USD"
"RMD","RESMED INC","Health Care","Equity","11,610,875.12","0.05","11,610,875.12","40,268.00","288.34","United States","New York Stock Exchange Inc.","USD"
"EXC","EXELON CORP","Utilities","Equity","11,607,471.36","0.05","11,607,471.36","260,024.00","44.64","United States","NASDAQ","USD"
"CABK","CAIXABANK SA","Financials","Equity","11,556,185.87","0.05","11,556,185.87","1,124,585.00","10.28","Spain","Bolsa De Madrid","EUR"
"LR","LEGRAND SA","Industrials","Equity","11,505,803.06","0.05","11,505,803.06","75,811.00","151.77","France","Nyse Euronext - Euronext Paris","EUR"
"ARGX","ARGENX","Health Care","Equity","11,494,647.56","0.05","11,494,647.56","17,179.00","669.11","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"ATCO A","ATLAS COPCO CLASS A","Industrials","Equity","11,388,284.26","0.05","11,388,284.26","734,281.00","15.51","Sweden","Nasdaq Omx Nordic","SEK"
"EA","ELECTRONIC ARTS INC","Communication","Equity","11,374,794.30","0.05","11,374,794.30","66,306.00","171.55","United States","NASDAQ","USD"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","11,289,290.46","0.05","11,289,290.46","89,187.00","126.58","United States","New York Stock Exchange Inc.","USD"
"ADYEN","ADYEN NV","Financials","Equity","11,275,979.73","0.05","11,275,979.73","6,725.00","1,676.73","Netherlands","Euronext Amsterdam","EUR"
"HOLN","HOLCIM LTD AG","Materials","Equity","11,217,441.92","0.05","11,217,441.92","135,247.00","82.94","Switzerland","SIX Swiss Exchange","CHF"
"4502","TAKEDA PHARMACEUTICAL LTD","Health Care","Equity","11,156,843.00","0.05","11,156,843.00","364,671.00","30.59","Japan","Tokyo Stock Exchange","JPY"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","11,155,403.00","0.05","11,155,403.00","32,900.00","339.07","United States","New York Stock Exchange Inc.","USD"
"CCI","CROWN CASTLE INC","Real Estate","Equity","11,051,308.40","0.05","11,051,308.40","107,503.00","102.80","United States","New York Stock Exchange Inc.","USD"
"CPRT","COPART INC","Industrials","Equity","11,017,179.20","0.05","11,017,179.20","231,065.00","47.68","United States","NASDAQ","USD"
"7741","HOYA CORP","Health Care","Equity","10,979,273.11","0.05","10,979,273.11","84,200.00","130.40","Japan","Tokyo Stock Exchange","JPY"
"XEL","XCEL ENERGY INC","Utilities","Equity","10,976,048.48","0.05","10,976,048.48","150,028.00","73.16","United States","NASDAQ","USD"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","10,945,675.74","0.05","10,945,675.74","478,161.00","22.89","Australia","Asx - All Markets","AUD"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","10,917,701.30","0.05","10,917,701.30","963,610.00","11.33","United States","New York Stock Exchange Inc.","USD"
"2914","JAPAN TOBACCO INC","Consumer Staples","Equity","10,915,622.45","0.05","10,915,622.45","336,100.00","32.48","Japan","Tokyo Stock Exchange","JPY"
"MBG","MERCEDES-BENZ GROUP N AG","Consumer Discretionary","Equity","10,916,630.76","0.05","10,916,630.76","173,418.00","62.95","Germany","Xetra","EUR"
"HLN","HALEON PLC","Health Care","Equity","10,901,124.83","0.05","10,901,124.83","2,219,384.00","4.91","United Kingdom","London Stock Exchange","GBP"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","10,878,559.52","0.05","10,878,559.52","250,312.00","43.46","United States","NASDAQ","USD"
"GLEN","GLENCORE PLC","Materials","Equity","10,864,044.56","0.05","10,864,044.56","2,767,536.00","3.93","United Kingdom","London Stock Exchange","GBP"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","10,837,138.88","0.05","10,837,138.88","31,919.00","339.52","United States","New York Stock Exchange Inc.","USD"
"6702","FUJITSU LTD","Information Technology","Equity","10,813,879.80","0.05","10,813,879.80","450,700.00","23.99","Japan","Tokyo Stock Exchange","JPY"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","10,772,999.68","0.05","10,772,999.68","37,568.00","286.76","United States","New York Stock Exchange Inc.","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","10,751,694.00","0.05","10,751,694.00","13,100.00","820.74","United States","NASDAQ","USD"
"TSCO","TESCO PLC","Consumer Staples","Equity","10,700,198.37","0.05","10,700,198.37","1,846,783.00","5.79","United Kingdom","London Stock Exchange","GBP"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","10,689,427.33","0.05","10,689,427.33","426,900.00","25.04","Japan","Tokyo Stock Exchange","JPY"
"9961","TRIP.COM GROUP LTD","Consumer Discretionary","Equity","10,671,384.51","0.05","10,671,384.51","168,183.00","63.45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","10,656,139.95","0.05","10,656,139.95","256,481.00","41.55","Korea (South)","Korea Exchange (Stock Market)","KRW"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","10,651,539.65","0.05","10,651,539.65","71,965.00","148.01","United States","New York Stock Exchange Inc.","USD"
"ENI","ENI","Energy","Equity","10,639,880.09","0.05","10,639,880.09","604,254.00","17.61","Italy","Borsa Italiana","EUR"
"DOL","DOLLARAMA INC","Consumer Discretionary","Equity","10,628,857.90","0.05","10,628,857.90","74,969.00","141.78","Canada","Toronto Stock Exchange","CAD"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","10,627,678.27","0.05","10,627,678.27","581,975.00","18.26","United Kingdom","London Stock Exchange","GBP"
"NDAQ","NASDAQ INC","Financials","Equity","10,617,010.20","0.05","10,617,010.20","112,995.00","93.96","United States","NASDAQ","USD"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","10,555,860.60","0.05","10,555,860.60","37,395.00","282.28","United States","New York Stock Exchange Inc.","USD"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","10,556,022.40","0.05","10,556,022.40","299,887.00","35.20","United States","NASDAQ","USD"
"SYY","SYSCO CORP","Consumer Staples","Equity","10,549,905.64","0.05","10,549,905.64","132,337.00","79.72","United States","New York Stock Exchange Inc.","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","10,550,993.67","0.05","10,550,993.67","98,451.00","107.17","United States","New York Stock Exchange Inc.","USD"
"CBK","COMMERZBANK AG","Financials","Equity","10,485,409.94","0.05","10,485,409.94","238,224.00","44.02","Germany","Xetra","EUR"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","10,468,382.19","0.05","10,468,382.19","81,893.00","127.83","United States","New York Stock Exchange Inc.","USD"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","10,461,609.80","0.05","10,461,609.80","64,538.00","162.10","United States","New York Stock Exchange Inc.","USD"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","10,445,677.20","0.05","10,445,677.20","78,421.00","133.20","United States","New York Stock Exchange Inc.","USD"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","10,438,322.76","0.05","10,438,322.76","68,868.00","151.57","United States","New York Stock Exchange Inc.","USD"
"G","ASSICURAZIONI GENERALI","Financials","Equity","10,354,483.02","0.05","10,354,483.02","258,066.00","40.12","Italy","Borsa Italiana","EUR"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","10,341,662.14","0.05","10,341,662.14","790,000.00","13.09","Singapore","Singapore Exchange","SGD"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","10,296,381.28","0.05","10,296,381.28","203,504.00","50.60","Canada","Toronto Stock Exchange","CAD"
"9432","NTT INC","Communication","Equity","10,272,635.91","0.05","10,272,635.91","9,337,700.00","1.10","Japan","Tokyo Stock Exchange","JPY"
"VMC","VULCAN MATERIALS","Materials","Equity","10,176,284.00","0.04","10,176,284.00","35,300.00","288.28","United States","New York Stock Exchange Inc.","USD"
"ABX","BARRICK MINING CORP","Materials","Equity","10,131,689.23","0.04","10,131,689.23","396,494.00","25.55","Canada","Toronto Stock Exchange","CAD"
"K","KINROSS GOLD CORP","Materials","Equity","10,119,207.54","0.04","10,119,207.54","518,134.00","19.53","Canada","Toronto Stock Exchange","CAD"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","10,068,471.60","0.04","10,068,471.60","19,177,200.00","0.53","Indonesia","Indonesia Stock Exchange","IDR"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","10,052,769.84","0.04","10,052,769.84","120,696.00","83.29","United States","New York Stock Exchange Inc.","USD"
"XYZ","BLOCK INC CLASS A","Financials","Equity","10,048,456.25","0.04","10,048,456.25","135,625.00","74.09","United States","New York Stock Exchange Inc.","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","10,043,091.29","0.04","10,043,091.29","52,469.00","191.41","United States","New York Stock Exchange Inc.","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","9,987,769.97","0.04","9,987,769.97","43,831.00","227.87","United States","NASDAQ","USD"
"EOAN","E.ON N","Utilities","Equity","9,904,237.94","0.04","9,904,237.94","547,944.00","18.08","Germany","Xetra","EUR"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Consumer Staples","Equity","9,884,429.90","0.04","9,884,429.90","239,150.00","41.33","Netherlands","Euronext Amsterdam","EUR"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","9,882,160.66","0.04","9,882,160.66","5,673.00","1,741.96","Canada","Toronto Stock Exchange","CAD"
"HUM","HUMANA INC","Health Care","Equity","9,827,936.25","0.04","9,827,936.25","33,375.00","294.47","United States","New York Stock Exchange Inc.","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","9,820,296.78","0.04","9,820,296.78","16,347.00","600.74","United States","New York Stock Exchange Inc.","USD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","9,743,259.50","0.04","9,743,259.50","140,090.00","69.55","United States","New York Stock Exchange Inc.","USD"
"KVUE","KENVUE INC","Consumer Staples","Equity","9,656,404.48","0.04","9,656,404.48","450,392.00","21.44","United States","New York Stock Exchange Inc.","USD"
"ALC","ALCON AG","Health Care","Equity","9,622,752.60","0.04","9,622,752.60","121,723.00","79.05","Switzerland","SIX Swiss Exchange","CHF"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","9,621,428.13","0.04","9,621,428.13","41,907.00","229.59","United States","New York Stock Exchange Inc.","USD"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","9,599,607.12","0.04","9,599,607.12","108,642.00","88.36","United States","NASDAQ","USD"
"ENGI","ENGIE SA","Utilities","Equity","9,540,494.15","0.04","9,540,494.15","434,659.00","21.95","France","Nyse Euronext - Euronext Paris","EUR"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","9,499,155.75","0.04","9,499,155.75","108,475.00","87.57","United States","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Industrials","Equity","9,452,479.76","0.04","9,452,479.76","51,529.00","183.44","United States","New York Stock Exchange Inc.","USD"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","9,435,548.91","0.04","9,435,548.91","34,701.00","271.91","United States","NASDAQ","USD"
"PRU","PRUDENTIAL PLC","Financials","Equity","9,398,221.53","0.04","9,398,221.53","695,058.00","13.52","United Kingdom","London Stock Exchange","GBP"
"2308","DELTA ELECTRONICS INC","Information Technology","Equity","9,366,525.18","0.04","9,366,525.18","441,000.00","21.24","Taiwan","Taiwan Stock Exchange","TWD"
"ANG","ANGLOGOLD ASHANTI PLC","Materials","Equity","9,293,649.29","0.04","9,293,649.29","171,876.00","54.07","South Africa","Johannesburg Stock Exchange","ZAR"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","9,244,298.70","0.04","9,244,298.70","71,578.00","129.15","United States","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","9,224,620.24","0.04","9,224,620.24","129,778.00","71.08","United States","NASDAQ","USD"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","9,164,862.38","0.04","9,164,862.38","45,195.00","202.78","Canada","Toronto Stock Exchange","CAD"
"RJF","RAYMOND JAMES INC","Financials","Equity","9,131,524.71","0.04","9,131,524.71","56,357.00","162.03","United States","New York Stock Exchange Inc.","USD"
"U11","UNITED OVERSEAS BANK LTD","Financials","Equity","9,124,026.27","0.04","9,124,026.27","335,085.00","27.23","Singapore","Singapore Exchange","SGD"
"9618","JD.COM CLASS A INC","Consumer Discretionary","Equity","9,111,148.10","0.04","9,111,148.10","587,891.00","15.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","9,068,923.50","0.04","9,068,923.50","89,349.00","101.50","United States","New York Stock Exchange Inc.","USD"
"AMS","AMADEUS IT GROUP SA","Consumer Discretionary","Equity","9,069,095.18","0.04","9,069,095.18","108,855.00","83.31","Spain","Bolsa De Madrid","EUR"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","9,047,518.97","0.04","9,047,518.97","215,894.00","41.91","United Kingdom","London Stock Exchange","GBP"
"GIVN","GIVAUDAN SA","Materials","Equity","9,040,396.02","0.04","9,040,396.02","2,141.00","4,222.51","Switzerland","SIX Swiss Exchange","CHF"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","8,997,829.50","0.04","8,997,829.50","69,675.00","129.14","United States","New York Stock Exchange Inc.","USD"
"FNV","FRANCO NEVADA CORP","Materials","Equity","8,924,899.59","0.04","8,924,899.59","49,076.00","181.86","Canada","Toronto Stock Exchange","CAD"
"4901","FUJIFILM HOLDINGS CORP","Information Technology","Equity","8,896,848.11","0.04","8,896,848.11","372,900.00","23.86","Japan","Tokyo Stock Exchange","JPY"
"ETR","ENTERGY CORP","Utilities","Equity","8,885,776.68","0.04","8,885,776.68","99,594.00","89.22","United States","New York Stock Exchange Inc.","USD"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Equity","8,880,747.14","0.04","8,880,747.14","369,300.00","24.05","Japan","Tokyo Stock Exchange","JPY"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","8,842,993.22","0.04","8,842,993.22","519,057.00","17.04","Australia","Asx - All Markets","AUD"
"SIKA","SIKA AG","Materials","Equity","8,841,254.25","0.04","8,841,254.25","37,870.00","233.46","Switzerland","SIX Swiss Exchange","CHF"
"UMG","UNIVERSAL MUSIC GROUP NV","Communication","Equity","8,767,766.47","0.04","8,767,766.47","305,327.00","28.72","Netherlands","Euronext Amsterdam","EUR"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","8,731,611.70","0.04","8,731,611.70","132,097.00","66.10","United States","NASDAQ","USD"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Equity","8,732,273.02","0.04","8,732,273.02","381,758.00","22.87","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"DANSKE","DANSKE BANK","Financials","Equity","8,676,122.55","0.04","8,676,122.55","202,221.00","42.90","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"BAYN","BAYER AG","Health Care","Equity","8,668,709.49","0.04","8,668,709.49","265,283.00","32.68","Germany","Xetra","EUR"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","8,641,921.20","0.04","8,641,921.20","73,768.00","117.15","United States","New York Stock Exchange Inc.","USD"
"PTC","PTC INC","Information Technology","Equity","8,637,598.35","0.04","8,637,598.35","40,753.00","211.95","United States","NASDAQ","USD"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","8,616,049.92","0.04","8,616,049.92","200,934.00","42.88","United States","NASDAQ","USD"
"3382","SEVEN & I HOLDINGS LTD","Consumer Staples","Equity","8,599,778.96","0.04","8,599,778.96","641,100.00","13.41","Japan","Tokyo Stock Exchange","JPY"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","8,536,702.80","0.04","8,536,702.80","55,218.00","154.60","United States","NASDAQ","USD"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","8,520,066.88","0.04","8,520,066.88","139,399.00","61.12","United States","New York Stock Exchange Inc.","USD"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","8,509,388.28","0.04","8,509,388.28","6,249.00","1,361.72","United States","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","8,477,902.00","0.04","8,477,902.00","138,982.00","61.00","United States","NASDAQ","USD"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","8,422,983.19","0.04","8,422,983.19","32,293.00","260.83","United States","New York Stock Exchange Inc.","USD"
"AHT","ASHTEAD GROUP PLC","Industrials","Equity","8,419,638.92","0.04","8,419,638.92","117,117.00","71.89","United Kingdom","London Stock Exchange","GBP"
"XYL","XYLEM INC","Industrials","Equity","8,385,436.44","0.04","8,385,436.44","59,802.00","140.22","United States","New York Stock Exchange Inc.","USD"
"KBC","KBC GROEP","Financials","Equity","8,379,719.10","0.04","8,379,719.10","69,030.00","121.39","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","8,335,134.40","0.04","8,335,134.40","44,960.00","185.39","United States","New York Stock Exchange Inc.","USD"
"SLF","SUN LIFE FINANCIAL INC","Financials","Equity","8,333,202.11","0.04","8,333,202.11","141,793.00","58.77","Canada","Toronto Stock Exchange","CAD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","8,297,918.64","0.04","8,297,918.64","186,219.00","44.56","United States","New York Stock Exchange Inc.","USD"
"DXCM","DEXCOM INC","Health Care","Equity","8,267,097.28","0.04","8,267,097.28","102,544.00","80.62","United States","NASDAQ","USD"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","8,248,820.43","0.04","8,248,820.43","35,293.00","233.73","Germany","Xetra","EUR"
"105560","KB FINANCIAL GROUP INC","Financials","Equity","8,237,698.08","0.04","8,237,698.08","105,010.00","78.45","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","8,225,471.83","0.04","8,225,471.83","280,873.00","29.29","United Kingdom","London Stock Exchange","GBP"
"ADS","ADIDAS N AG","Consumer Discretionary","Equity","8,214,209.76","0.04","8,214,209.76","41,928.00","195.91","Germany","Xetra","EUR"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","8,180,313.74","0.04","8,180,313.74","61,368.00","133.30","Netherlands","Euronext Amsterdam","EUR"
"NUE","NUCOR CORP","Materials","Equity","8,151,211.50","0.04","8,151,211.50","56,902.00","143.25","United States","New York Stock Exchange Inc.","USD"
"2891","CTBC FINANCIAL HOLDING LTD","Financials","Equity","8,143,323.54","0.04","8,143,323.54","5,751,128.00","1.42","Taiwan","Taiwan Stock Exchange","TWD"
"005380","HYUNDAI MOTOR","Consumer Discretionary","Equity","8,141,202.09","0.04","8,141,202.09","51,398.00","158.40","Korea (South)","Korea Exchange (Stock Market)","KRW"
"EFX","EQUIFAX INC","Industrials","Equity","8,125,867.70","0.04","8,125,867.70","33,106.00","245.45","United States","New York Stock Exchange Inc.","USD"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","8,105,956.61","0.04","8,105,956.61","2,376,996.00","3.41","Kuwait","Kuwait Stock Exchange","KWD"
"8002","MARUBENI CORP","Industrials","Equity","8,075,504.34","0.04","8,075,504.34","364,900.00","22.13","Japan","Tokyo Stock Exchange","JPY"
"WSP","WSP GLOBAL INC","Industrials","Equity","8,073,383.77","0.04","8,073,383.77","39,683.00","203.45","Canada","Toronto Stock Exchange","CAD"
"SSE","SSE PLC","Utilities","Equity","8,047,703.67","0.04","8,047,703.67","334,083.00","24.09","United Kingdom","London Stock Exchange","GBP"
"CCO","CAMECO CORP","Energy","Equity","7,989,980.67","0.04","7,989,980.67","111,838.00","71.44","Canada","Toronto Stock Exchange","CAD"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","7,960,235.72","0.04","7,960,235.72","159,812.00","49.81","United States","New York Stock Exchange Inc.","USD"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","7,955,577.00","0.04","7,955,577.00","85,050.00","93.54","United States","NASDAQ","USD"
"HPQ","HP INC","Information Technology","Equity","7,956,217.98","0.04","7,956,217.98","299,331.00","26.58","United States","New York Stock Exchange Inc.","USD"
"HO","THALES SA","Industrials","Equity","7,944,078.04","0.03","7,944,078.04","29,566.00","268.69","France","Nyse Euronext - Euronext Paris","EUR"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","7,938,196.75","0.03","7,938,196.75","23,545.00","337.15","United States","NASDAQ","USD"
"ML","MICHELIN","Consumer Discretionary","Equity","7,938,300.42","0.03","7,938,300.42","210,072.00","37.79","France","Nyse Euronext - Euronext Paris","EUR"
"ORA","ORANGE SA","Communication","Equity","7,926,687.31","0.03","7,926,687.31","471,898.00","16.80","France","Nyse Euronext - Euronext Paris","EUR"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","7,918,506.95","0.03","7,918,506.95","87,449.00","90.55","United States","New York Stock Exchange Inc.","USD"
"2882","CATHAY FINANCIAL HOLDING LTD","Financials","Equity","7,911,611.71","0.03","7,911,611.71","3,742,315.00","2.11","Taiwan","Taiwan Stock Exchange","TWD"
"4578","OTSUKA HOLDINGS LTD","Health Care","Equity","7,892,446.93","0.03","7,892,446.93","146,100.00","54.02","Japan","Tokyo Stock Exchange","JPY"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","7,888,347.45","0.03","7,888,347.45","58,600.00","134.61","Japan","Tokyo Stock Exchange","JPY"
"NRG","NRG ENERGY INC","Utilities","Equity","7,884,041.49","0.03","7,884,041.49","54,041.00","145.89","United States","New York Stock Exchange Inc.","USD"
"BMW","BMW AG","Consumer Discretionary","Equity","7,863,969.71","0.03","7,863,969.71","74,869.00","105.04","Germany","Xetra","EUR"
"ASSA B","ASSA ABLOY B","Industrials","Equity","7,860,074.12","0.03","7,860,074.12","225,712.00","34.82","Sweden","Nasdaq Omx Nordic","SEK"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","7,853,022.45","0.03","7,853,022.45","105,339.00","74.55","United States","New York Stock Exchange Inc.","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","7,847,648.75","0.03","7,847,648.75","52,405.00","149.75","United States","NASDAQ","USD"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","7,838,222.40","0.03","7,838,222.40","72,255.00","108.48","United States","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Utilities","Equity","7,828,667.28","0.03","7,828,667.28","213,199.00","36.72","United States","New York Stock Exchange Inc.","USD"
"PCG","PG&E CORP","Utilities","Equity","7,775,041.32","0.03","7,775,041.32","529,996.00","14.67","United States","New York Stock Exchange Inc.","USD"
"VICI","VICI PPTYS INC","Real Estate","Equity","7,775,560.64","0.03","7,775,560.64","235,909.00","32.96","United States","New York Stock Exchange Inc.","USD"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","7,725,061.65","0.03","7,725,061.65","37,619.00","205.35","United States","NASDAQ","USD"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","7,724,274.25","0.03","7,724,274.25","105,595.00","73.15","United States","NASDAQ","USD"
"EQT","EQT CORP","Energy","Equity","7,705,846.35","0.03","7,705,846.35","148,047.00","52.05","United States","New York Stock Exchange Inc.","USD"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","7,700,017.46","0.03","7,700,017.46","43,698.00","176.21","Canada","Toronto Stock Exchange","CAD"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","7,660,063.53","0.03","7,660,063.53","129,704.00","59.06","Canada","Toronto Stock Exchange","CAD"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","7,640,873.35","0.03","7,640,873.35","179,700.00","42.52","Japan","Tokyo Stock Exchange","JPY"
"EBS","ERSTE GROUP BANK AG","Financials","Equity","7,616,598.74","0.03","7,616,598.74","74,891.00","101.70","Austria","Wiener Boerse Ag","EUR"
"VRSN","VERISIGN INC","Information Technology","Equity","7,609,108.00","0.03","7,609,108.00","27,950.00","272.24","United States","NASDAQ","USD"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","7,572,366.39","0.03","7,572,366.39","797,768.00","9.49","Australia","Asx - All Markets","AUD"
"2802","AJINOMOTO INC","Consumer Staples","Equity","7,550,733.30","0.03","7,550,733.30","279,200.00","27.04","Japan","Tokyo Stock Exchange","JPY"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","7,531,558.48","0.03","7,531,558.48","27,233.00","276.56","United States","New York Stock Exchange Inc.","USD"
"ALL","ARISTOCRAT LEISURE LTD","Consumer Discretionary","Equity","7,468,188.83","0.03","7,468,188.83","161,245.00","46.32","Australia","Asx - All Markets","AUD"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","7,463,758.43","0.03","7,463,758.43","5,458.00","1,367.49","Switzerland","SIX Swiss Exchange","CHF"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","7,462,296.22","0.03","7,462,296.22","53,674.00","139.03","United States","New York Stock Exchange Inc.","USD"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","7,434,792.12","0.03","7,434,792.12","99,582.00","74.66","United States","NASDAQ","USD"
"MTD","METTLER TOLEDO INC","Health Care","Equity","7,416,234.00","0.03","7,416,234.00","5,803.00","1,278.00","United States","New York Stock Exchange Inc.","USD"
"QNBK","QATAR NATIONAL BANK","Financials","Equity","7,411,255.29","0.03","7,411,255.29","1,401,786.00","5.29","Qatar","Qatar Exchange","QAR"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","7,388,382.92","0.03","7,388,382.92","338,606.00","21.82","United States","New York Stock Exchange Inc.","USD"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","7,379,779.68","0.03","7,379,779.68","58,864.00","125.37","United States","New York Stock Exchange Inc.","USD"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","7,376,896.80","0.03","7,376,896.80","65,520.00","112.59","United States","NASDAQ","USD"
"OTP","OTP BANK","Financials","Equity","7,360,468.28","0.03","7,360,468.28","81,756.00","90.03","Hungary","Budapest Stock Exchange","HUF"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","7,355,503.77","0.03","7,355,503.77","45,803.00","160.59","United States","New York Stock Exchange Inc.","USD"
