Fund Holdings as of,"22/Aug/2025"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"DRREDDY","DR REDDYS LABORATORIES LTD","Health Care","Equity","4,834,543.64","0.12","4,834,543.64","331,216.00","14.60","India","National Stock Exchange Of India","INR"
"TENAGA","TENAGA NASIONAL","Utilities","Equity","4,824,505.26","0.12","4,824,505.26","1,504,100.00","3.21","Malaysia","Bursa Malaysia","MYR"
"2890","SINOPAC FINANCIAL HOLDINGS LTD","Financials","Equity","4,806,913.29","0.12","4,806,913.29","6,180,923.00","0.78","Taiwan","Taiwan Stock Exchange","TWD"
"042660","HANWHA OCEAN LTD","Industrials","Equity","4,761,737.61","0.12","4,761,737.61","58,190.00","81.83","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ONGC","OIL AND NATURAL GAS LTD","Energy","Equity","4,732,851.28","0.12","4,732,851.28","1,753,187.00","2.70","India","National Stock Exchange Of India","INR"
"DMART","AVENUE SUPERMARTS LTD","Consumer Staples","Equity","4,698,867.10","0.12","4,698,867.10","87,530.00","53.68","India","National Stock Exchange Of India","INR"
"2883","KGI FINANCIAL HOLDING LTD","Financials","Equity","4,685,344.96","0.12","4,685,344.96","9,017,963.00","0.52","Taiwan","Taiwan Stock Exchange","TWD"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Financials","Equity","4,631,341.63","0.11","4,631,341.63","5,061,891.00","0.91","Taiwan","Taiwan Stock Exchange","TWD"
"DIVISLAB","DIVIS LABORATORIES LTD","Health Care","Equity","4,619,418.69","0.11","4,619,418.69","65,729.00","70.28","India","National Stock Exchange Of India","INR"
"267260","HD HYUNDAI ELECTRIC LTD","Industrials","Equity","4,586,547.80","0.11","4,586,547.80","13,040.00","351.73","Korea (South)","Korea Exchange (Stock Market)","KRW"
"032830","SAMSUNG LIFE LTD","Financials","Equity","4,539,373.74","0.11","4,539,373.74","45,365.00","100.06","Korea (South)","Korea Exchange (Stock Market)","KRW"
"138040","MERITZ FINANCIAL GROUP INC","Financials","Equity","4,468,134.96","0.11","4,468,134.96","48,253.00","92.60","Korea (South)","Korea Exchange (Stock Market)","KRW"
"VBL","VARUN BEVERAGES LTD","Consumer Staples","Equity","4,461,981.54","0.11","4,461,981.54","756,004.00","5.90","India","National Stock Exchange Of India","INR"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrials","Equity","4,428,520.85","0.11","4,428,520.85","289,012.00","15.32","India","National Stock Exchange Of India","INR"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrials","Equity","4,415,974.24","0.11","4,415,974.24","12,737.00","346.70","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3034","NOVATEK MICROELECTRONICS CORP","Information Technology","Equity","4,381,629.25","0.11","4,381,629.25","317,000.00","13.82","Taiwan","Taiwan Stock Exchange","TWD"
"6690","HAIER SMART HOME CLASS H LTD H","Consumer Discretionary","Equity","4,359,963.65","0.11","4,359,963.65","1,340,200.00","3.25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INDHOTEL","INDIAN HOTELS LTD","Consumer Discretionary","Equity","4,342,774.55","0.11","4,342,774.55","481,863.00","9.01","India","National Stock Exchange Of India","INR"
"3328","BANK OF COMMUNICATIONS LTD H","Financials","Equity","4,313,107.07","0.11","4,313,107.07","4,877,244.00","0.88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2379","REALTEK SEMICONDUCTOR CORP","Information Technology","Equity","4,306,636.60","0.11","4,306,636.60","252,000.00","17.09","Taiwan","Taiwan Stock Exchange","TWD"
"POLICYBZR","PB FINTECH LTD","Financials","Equity","4,279,114.11","0.11","4,279,114.11","195,974.00","21.84","India","National Stock Exchange Of India","INR"
"COALINDIA","COAL INDIA LTD","Energy","Equity","4,274,891.42","0.11","4,274,891.42","999,268.00","4.28","India","National Stock Exchange Of India","INR"
"998","CHINA CITIC BANK CORP LTD H","Financials","Equity","4,258,929.59","0.11","4,258,929.59","4,609,200.00","0.92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2057","ZTO EXPRESS (CAYMAN) INC","Industrials","Equity","4,244,960.97","0.11","4,244,960.97","224,420.00","18.92","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CPALL.R","CP ALL NON-VOTING DR PCL","Consumer Staples","Equity","4,237,358.25","0.11","4,237,358.25","3,073,968.00","1.38","Thailand","Stock Exchange Of Thailand","THB"
"2382","SUNNY OPTICAL TECHNOLOGY LTD","Information Technology","Equity","4,170,805.50","0.10","4,170,805.50","401,600.00","10.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"JSWSTEEL","JSW STEEL LTD","Materials","Equity","4,167,072.91","0.10","4,167,072.91","345,855.00","12.05","India","National Stock Exchange Of India","INR"
"2002","CHINA STEEL CORP","Materials","Equity","4,154,919.73","0.10","4,154,919.73","6,310,323.00","0.66","Taiwan","Taiwan Stock Exchange","TWD"
"HTHT","H WORLD GROUP ADR LTD","Consumer Discretionary","Equity","4,117,516.32","0.10","4,117,516.32","113,618.00","36.24","China","NASDAQ","USD"
"WIPRO","WIPRO LTD","Information Technology","Equity","4,108,328.33","0.10","4,108,328.33","1,446,255.00","2.84","India","National Stock Exchange Of India","INR"
"8069","E INK HOLDINGS INC","Information Technology","Equity","4,108,420.74","0.10","4,108,420.74","508,000.00","8.09","Taiwan","Gretai Securities Market","TWD"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","4,087,181.00","0.10","4,087,181.00","53,000.00","77.12","Taiwan","Taiwan Stock Exchange","TWD"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Equity","4,087,442.79","0.10","4,087,442.79","234,741.00","17.41","India","National Stock Exchange Of India","INR"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Financials","Equity","4,047,931.86","0.10","4,047,931.86","4,631,000.00","0.87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Consumer Staples","Equity","4,042,587.74","0.10","4,042,587.74","326,393.00","12.39","India","National Stock Exchange Of India","INR"
"2327","YAGEO CORP","Information Technology","Equity","3,974,008.63","0.10","3,974,008.63","222,741.00","17.84","Taiwan","Taiwan Stock Exchange","TWD"
"ASII","ASTRA INTERNATIONAL","Industrials","Equity","3,960,976.74","0.10","3,960,976.74","11,354,800.00","0.35","Indonesia","Indonesia Stock Exchange","IDR"
"DIXON","DIXON TECHNOLOGIES (INDIA) LTD","Consumer Discretionary","Equity","3,931,784.65","0.10","3,931,784.65","20,372.00","193.00","India","National Stock Exchange Of India","INR"
"015760","KOREA ELECTRIC POWER CORP","Utilities","Equity","3,884,241.64","0.10","3,884,241.64","139,644.00","27.82","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","3,879,209.20","0.10","3,879,209.20","67,937.00","57.10","India","National Stock Exchange Of India","INR"
"688","CHINA OVERSEAS LAND INVESTMENT LTD","Real Estate","Equity","3,876,718.73","0.10","3,876,718.73","2,124,257.00","1.82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2603","EVERGREEN MARINE CORP (TAIWAN) LTD","Industrials","Equity","3,824,105.58","0.09","3,824,105.58","614,326.00","6.22","Taiwan","Taiwan Stock Exchange","TWD"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Consumer Staples","Equity","3,814,494.31","0.09","3,814,494.31","60,207.00","63.36","India","National Stock Exchange Of India","INR"
"TATAPOWER","TATA POWER LTD","Utilities","Equity","3,812,719.05","0.09","3,812,719.05","865,463.00","4.41","India","National Stock Exchange Of India","INR"
"259960","KRAFTON INC","Communication","Equity","3,802,544.29","0.09","3,802,544.29","16,126.00","235.80","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Health Care","Equity","3,781,994.18","0.09","3,781,994.18","5,879,200.00","0.64","Thailand","Stock Exchange Of Thailand","THB"
"BAJAJ.AUTO","BAJAJ AUTO LTD","Consumer Discretionary","Equity","3,759,716.01","0.09","3,759,716.01","37,915.00","99.16","India","National Stock Exchange Of India","INR"
"VEDL","VEDANTA LTD","Materials","Equity","3,755,877.03","0.09","3,755,877.03","740,005.00","5.08","India","National Stock Exchange Of India","INR"
"PFC","POWER FINANCE CORPORATION LTD","Financials","Equity","3,707,543.64","0.09","3,707,543.64","811,596.00","4.57","India","National Stock Exchange Of India","INR"
"1303","NAN YA PLASTICS CORP","Materials","Equity","3,697,643.56","0.09","3,697,643.56","2,753,260.00","1.34","Taiwan","Taiwan Stock Exchange","TWD"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Industrials","Equity","3,692,108.84","0.09","3,692,108.84","161,651.00","22.84","China","NASDAQ","USD"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Information Technology","Equity","3,658,247.04","0.09","3,658,247.04","59,639.00","61.34","India","National Stock Exchange Of India","INR"
"HDFCAMC","HDFC ASSET MANAGEMENT COMPANY LTD","Financials","Equity","3,643,867.05","0.09","3,643,867.05","54,726.00","66.58","India","National Stock Exchange Of India","INR"
"SUZLON","SUZLON ENERGY LTD","Industrials","Equity","3,611,858.57","0.09","3,611,858.57","5,403,204.00","0.67","India","National Stock Exchange Of India","INR"
"GAMUDA","GAMUDA","Industrials","Equity","3,599,191.01","0.09","3,599,191.01","2,669,400.00","1.35","Malaysia","Bursa Malaysia","MYR"
"GULF.R","GULF DEVELOPMENT NON-VOTING DR PCL","Utilities","Equity","3,594,673.99","0.09","3,594,673.99","2,470,487.00","1.46","Thailand","Stock Exchange Of Thailand","THB"
"009150","SAMSUNG ELECTRO MECHANICS LTD","Information Technology","Equity","3,555,023.75","0.09","3,555,023.75","32,014.00","111.05","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Consumer Discretionary","Equity","3,547,247.18","0.09","3,547,247.18","452,900.00","7.83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2688","ENN ENERGY HOLDINGS LTD","Utilities","Equity","3,526,355.87","0.09","3,526,355.87","436,330.00","8.08","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2319","CHINA MENGNIU DAIRY LTD","Consumer Staples","Equity","3,525,171.72","0.09","3,525,171.72","1,686,772.00","2.09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DLF","DLF LTD","Real Estate","Equity","3,523,932.13","0.09","3,523,932.13","404,492.00","8.71","India","National Stock Exchange Of India","INR"
"CUMMINSIND","CUMMINS INDIA LTD","Industrials","Equity","3,523,510.80","0.09","3,523,510.80","78,756.00","44.74","India","National Stock Exchange Of India","INR"
"788","CHINA TOWER CORP LTD H","Communication","Equity","3,520,522.15","0.09","3,520,522.15","2,335,200.00","1.51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Equity","3,442,735.93","0.09","3,442,735.93","4,847,000.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"268","KINGDEE INT L SOFTWARE GROUP LTD","Information Technology","Equity","3,414,397.60","0.08","3,414,397.60","1,653,000.00","2.07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BDO","BDO UNIBANK INC","Financials","Equity","3,364,899.31","0.08","3,364,899.31","1,343,954.00","2.50","Philippines","Philippine Stock Exchange Inc.","PHP"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Communication","Equity","3,347,122.83","0.08","3,347,122.83","132,000.00","25.36","Taiwan","Gretai Securities Market","TWD"
"3045","TAIWAN MOBILE LTD","Communication","Equity","3,327,909.03","0.08","3,327,909.03","943,000.00","3.53","Taiwan","Taiwan Stock Exchange","TWD"
"6030","CITIC SECURITIES COMPANY LTD H","Financials","Equity","3,322,519.26","0.08","3,322,519.26","835,850.00","3.98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"267","CITIC LTD","Industrials","Equity","3,288,509.26","0.08","3,288,509.26","2,218,977.00","1.48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"291","CHINA RESOURCES BEER HOLDINGS LTD","Consumer Staples","Equity","3,284,446.39","0.08","3,284,446.39","899,860.00","3.65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1336","NEW CHINA LIFE INSURANCE COMPANY L","Financials","Equity","3,274,629.50","0.08","3,274,629.50","509,200.00","6.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Consumer Staples","Equity","3,262,504.29","0.08","3,262,504.29","227,142.00","14.36","India","National Stock Exchange Of India","INR"
"3037","UNIMICRON TECHNOLOGY CORP","Information Technology","Equity","3,237,917.85","0.08","3,237,917.85","734,000.00","4.41","Taiwan","Taiwan Stock Exchange","TWD"
"2331","LI NING LTD","Consumer Discretionary","Equity","3,200,638.61","0.08","3,200,638.61","1,269,500.00","2.52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9901","NEW ORIENTAL EDUCATION & TECHNOLOG","Consumer Discretionary","Equity","3,183,560.67","0.08","3,183,560.67","672,680.00","4.73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RECLTD","REC","Financials","Equity","3,178,428.98","0.08","3,178,428.98","740,692.00","4.29","India","National Stock Exchange Of India","INR"
"NAUKRI","INFO EDGE INDIA LTD","Communication","Equity","3,139,415.35","0.08","3,139,415.35","199,036.00","15.77","India","National Stock Exchange Of India","INR"
"066570","LG ELECTRONICS INC","Consumer Discretionary","Equity","3,117,038.15","0.08","3,117,038.15","57,668.00","54.05","Korea (South)","Korea Exchange (Stock Market)","KRW"
"5871","CHAILEASE HOLDING LTD","Financials","Equity","3,093,628.89","0.08","3,093,628.89","823,255.00","3.76","Taiwan","Taiwan Stock Exchange","TWD"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","3,050,281.00","0.08","3,050,281.00","843,695.00","3.62","India","National Stock Exchange Of India","INR"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Consumer Discretionary","Equity","3,039,693.12","0.08","3,039,693.12","176,112.00","17.26","China","New York Stock Exchange Inc.","USD"
"1919","COSCO SHIPPING HOLDINGS LTD H","Industrials","Equity","2,996,592.25","0.07","2,996,592.25","1,613,699.00","1.86","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6881","CHINA GALAXY SECURITIES LTD H","Financials","Equity","2,992,248.33","0.07","2,992,248.33","1,864,500.00","1.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PIDILITIND","PIDILITE INDUSTRIES LTD","Materials","Equity","2,977,199.51","0.07","2,977,199.51","84,410.00","35.27","India","National Stock Exchange Of India","INR"
"9626","BILIBILI INC","Communication","Equity","2,963,737.93","0.07","2,963,737.93","125,382.00","23.64","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2207","HOTAI MOTOR LTD","Consumer Discretionary","Equity","2,956,102.34","0.07","2,956,102.34","160,400.00","18.43","Taiwan","Taiwan Stock Exchange","TWD"
"3692","HANSOH PHARMACEUTICAL GROUP LTD","Health Care","Equity","2,954,158.03","0.07","2,954,158.03","630,000.00","4.69","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INDUSTOWER","INDUS TOWERS LTD","Communication","Equity","2,938,626.94","0.07","2,938,626.94","727,519.00","4.04","India","National Stock Exchange Of India","INR"
"3993","CMOC GROUP LTD","Materials","Equity","2,933,010.83","0.07","2,933,010.83","2,124,000.00","1.38","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"5876","SHANGHAI COMMERCIAL LTD","Financials","Equity","2,926,127.34","0.07","2,926,127.34","2,109,500.00","1.39","Taiwan","Taiwan Stock Exchange","TWD"
"1301","FORMOSA PLASTICS CORP","Materials","Equity","2,921,489.92","0.07","2,921,489.92","2,218,520.00","1.32","Taiwan","Taiwan Stock Exchange","TWD"
"2333","GREAT WALL MOTOR COMPANY LTD H","Consumer Discretionary","Equity","2,912,995.25","0.07","2,912,995.25","1,255,464.00","2.32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6969","SMOORE INTERNATIONAL HOLDINGS LTD","Consumer Staples","Equity","2,898,830.27","0.07","2,898,830.27","1,024,000.00","2.83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LUPIN","LUPIN LTD","Health Care","Equity","2,893,372.75","0.07","2,893,372.75","128,249.00","22.56","India","National Stock Exchange Of India","INR"
"PMETAL","PRESS METAL ALUMINIUM HOLDINGS","Materials","Equity","2,870,240.09","0.07","2,870,240.09","2,147,600.00","1.34","Malaysia","Bursa Malaysia","MYR"
"1101","TAIWAN CEMENT LTD","Materials","Equity","2,845,710.46","0.07","2,845,710.46","3,770,012.00","0.75","Taiwan","Taiwan Stock Exchange","TWD"
"MOTHERSON","SAMVARDHANA MOTHERSON INTERNATIONA","Consumer Discretionary","Equity","2,817,187.18","0.07","2,817,187.18","2,591,266.00","1.09","India","National Stock Exchange Of India","INR"
"3606","FUYAO GLASS INDUSTRY GROUP LTD H","Consumer Discretionary","Equity","2,809,183.75","0.07","2,809,183.75","326,400.00","8.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INDUSINDBK","INDUSIND BANK LTD","Financials","Equity","2,789,849.12","0.07","2,789,849.12","321,263.00","8.68","India","National Stock Exchange Of India","INR"
"096770","SK INNOVATION LTD","Energy","Equity","2,778,512.58","0.07","2,778,512.58","37,255.00","74.58","Korea (South)","Korea Exchange (Stock Market)","KRW"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industrials","Equity","2,740,327.65","0.07","2,740,327.65","41,316.00","66.33","Korea (South)","Korea Exchange (Stock Market)","KRW"
"836","CHINA RESOURCES POWER LTD","Utilities","Equity","2,739,631.56","0.07","2,739,631.56","1,174,914.00","2.33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SCC.R","SIAM CEMENT NON-VOTING DR PCL","Materials","Equity","2,724,821.60","0.07","2,724,821.60","398,887.00","6.83","Thailand","Stock Exchange Of Thailand","THB"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Health Care","Equity","2,698,479.78","0.07","2,698,479.78","64,091.00","42.10","India","National Stock Exchange Of India","INR"
"ICICIGI","ICICI LOMBARD GENERAL INSURANCE CO","Financials","Equity","2,672,507.82","0.07","2,672,507.82","122,427.00","21.83","India","National Stock Exchange Of India","INR"
"1818","ZHAOJIN MINING INDUSTRY LTD H","Materials","Equity","2,649,735.08","0.07","2,649,735.08","967,500.00","2.74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Industrials","Equity","2,634,821.57","0.07","2,634,821.57","2,293,700.00","1.15","Thailand","Stock Exchange Of Thailand","THB"
"000100","YUHAN CORP","Health Care","Equity","2,622,571.32","0.07","2,622,571.32","31,770.00","82.55","Korea (South)","Korea Exchange (Stock Market)","KRW"
"034730","SK INC","Industrials","Equity","2,617,457.61","0.06","2,617,457.61","20,146.00","129.92","Korea (South)","Korea Exchange (Stock Market)","KRW"
"SOLARINDS","SOLAR INDUSTRIES INDIA LTD","Materials","Equity","2,608,130.59","0.06","2,608,130.59","15,378.00","169.60","India","National Stock Exchange Of India","INR"
"USD","USD CASH","Cash and/or Derivatives","Cash","2,595,184.00","0.06","2,595,184.00","2,595,184.00","100.00","United States","-","USD"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Consumer Discretionary","Equity","2,591,193.79","0.06","2,591,193.79","285,170.00","9.09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2018","AAC TECHNOLOGIES HOLDINGS INC","Information Technology","Equity","2,589,080.86","0.06","2,589,080.86","446,000.00","5.81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"JINDALSTEL","JINDAL STEEL AND POWER LTD","Materials","Equity","2,587,566.31","0.06","2,587,566.31","227,111.00","11.39","India","National Stock Exchange Of India","INR"
"1816","CGN POWER LTD H","Utilities","Equity","2,586,293.48","0.06","2,586,293.48","6,498,000.00","0.40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2395","ADVANTECH LTD","Information Technology","Equity","2,585,227.43","0.06","2,585,227.43","251,161.00","10.29","Taiwan","Taiwan Stock Exchange","TWD"
"CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS","Industrials","Equity","2,581,385.29","0.06","2,581,385.29","332,346.00","7.77","India","National Stock Exchange Of India","INR"
"GAIL","GAIL INDIA LTD","Utilities","Equity","2,580,141.77","0.06","2,580,141.77","1,277,284.00","2.02","India","National Stock Exchange Of India","INR"
"086280","HYUNDAI GLOVIS LTD","Industrials","Equity","2,574,885.68","0.06","2,574,885.68","21,213.00","121.38","Korea (South)","Korea Exchange (Stock Market)","KRW"
"IOC","INDIAN OIL CORP LTD","Energy","Equity","2,572,614.49","0.06","2,572,614.49","1,608,987.00","1.60","India","National Stock Exchange Of India","INR"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","2,571,788.37","0.06","2,571,788.37","876,000.00","2.94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TPIA","CHANDRA ASRI PACIFIC","Materials","Equity","2,570,151.32","0.06","2,570,151.32","4,785,900.00","0.54","Indonesia","Indonesia Stock Exchange","IDR"
"4904","FAR EASTONE TELECOMMUNICATIONS LTD","Communication","Equity","2,561,536.45","0.06","2,561,536.45","919,000.00","2.79","Taiwan","Taiwan Stock Exchange","TWD"
"352820","HYBE LTD","Communication","Equity","2,539,362.62","0.06","2,539,362.62","12,391.00","204.94","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PTTEP.R","PTT EXPLORATION AND PRODUCTION NON","Energy","Equity","2,533,932.84","0.06","2,533,932.84","735,291.00","3.45","Thailand","Stock Exchange Of Thailand","THB"
"3750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industrials","Equity","2,530,318.16","0.06","2,530,318.16","47,300.00","53.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HAVELLS","HAVELLS INDIA LTD","Industrials","Equity","2,529,918.27","0.06","2,529,918.27","142,314.00","17.78","India","National Stock Exchange Of India","INR"
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumer Discretionary","Equity","2,527,503.27","0.06","2,527,503.27","232,521.00","10.87","China","New York Stock Exchange Inc.","USD"
"SBIN","STATE BANK OF INDIA","Financials","Equity","2,523,519.59","0.06","2,523,519.59","270,604.00","9.33","India","National Stock Exchange Of India","INR"
"SRF","SRF LTD","Materials","Equity","2,502,859.43","0.06","2,502,859.43","75,089.00","33.33","India","National Stock Exchange Of India","INR"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","2,494,493.11","0.06","2,494,493.11","20,370.00","122.46","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2912","PRESIDENT CHAIN STORE CORP","Consumer Staples","Equity","2,491,422.41","0.06","2,491,422.41","299,000.00","8.33","Taiwan","Taiwan Stock Exchange","TWD"
"LTIM","LTIMINDTREE LTD","Information Technology","Equity","2,489,268.36","0.06","2,489,268.36","41,704.00","59.69","India","National Stock Exchange Of India","INR"
"4938","PEGATRON CORP","Information Technology","Equity","2,475,410.91","0.06","2,475,410.91","1,090,000.00","2.27","Taiwan","Taiwan Stock Exchange","TWD"
"MARICO","MARICO LTD","Consumer Staples","Equity","2,473,387.62","0.06","2,473,387.62","296,281.00","8.35","India","National Stock Exchange Of India","INR"
"3888","KINGSOFT LTD","Communication","Equity","2,469,950.60","0.06","2,469,950.60","553,000.00","4.47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HINDPETRO","HINDUSTAN PETROLEUM CORP LTD","Energy","Equity","2,468,327.06","0.06","2,468,327.06","552,910.00","4.46","India","National Stock Exchange Of India","INR"
"011200","HMM LTD","Industrials","Equity","2,456,200.28","0.06","2,456,200.28","151,406.00","16.22","Korea (South)","Korea Exchange (Stock Market)","KRW"
"LODHA","LODHA DEVELOPERS LTD","Real Estate","Equity","2,453,503.37","0.06","2,453,503.37","170,303.00","14.41","India","National Stock Exchange Of India","INR"
"HYUNDAI","HYUNDAI MOTOR INDIA LTD","Consumer Discretionary","Equity","2,444,719.46","0.06","2,444,719.46","90,418.00","27.04","India","National Stock Exchange Of India","INR"
"2611","GUOTAI HAITONG SECURITIES CO LTD H","Financials","Equity","2,418,144.96","0.06","2,418,144.96","1,080,944.00","2.24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"003550","LG CORP","Industrials","Equity","2,412,480.93","0.06","2,412,480.93","46,614.00","51.75","Korea (South)","Korea Exchange (Stock Market)","KRW"
"UNITDSPR","UNITED SPIRITS LTD","Consumer Staples","Equity","2,409,534.25","0.06","2,409,534.25","158,586.00","15.19","India","National Stock Exchange Of India","INR"
"SMPH","SM PRIME HOLDINGS INC","Real Estate","Equity","2,409,297.91","0.06","2,409,297.91","5,777,750.00","0.42","Philippines","Philippine Stock Exchange Inc.","PHP"
"2376","GIGABYTE TECHNOLOGY LTD","Information Technology","Equity","2,408,652.75","0.06","2,408,652.75","272,000.00","8.86","Taiwan","Taiwan Stock Exchange","TWD"
"POLYCAB","POLYCAB INDIA LTD","Industrials","Equity","2,399,018.45","0.06","2,399,018.45","29,573.00","81.12","India","National Stock Exchange Of India","INR"
"3653","JENTECH PRECISION INDUSTRIAL LTD","Information Technology","Equity","2,396,823.84","0.06","2,396,823.84","45,000.00","53.26","Taiwan","Taiwan Stock Exchange","TWD"
"018260","SAMSUNG SDS LTD","Information Technology","Equity","2,377,737.63","0.06","2,377,737.63","22,427.00","106.02","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","2,365,046.46","0.06","2,365,046.46","330,000.00","7.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2801","CHANG HWA COMMERCIAL BANK LTD","Financials","Equity","2,334,344.92","0.06","2,334,344.92","3,663,485.00","0.64","Taiwan","Taiwan Stock Exchange","TWD"
"003230","SAM YANG FOODS LTD","Consumer Staples","Equity","2,318,360.08","0.06","2,318,360.08","2,246.00","1,032.22","Korea (South)","Korea Exchange (Stock Market)","KRW"
"005830","DB INSURANCE LTD","Financials","Equity","2,316,264.64","0.06","2,316,264.64","24,576.00","94.25","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BBNI","BANK NEGARA INDONESIA","Financials","Equity","2,305,824.66","0.06","2,305,824.66","8,582,500.00","0.27","Indonesia","Indonesia Stock Exchange","IDR"
"ASHOKLEY","ASHOK LEYLAND LTD","Industrials","Equity","2,303,086.78","0.06","2,303,086.78","1,536,481.00","1.50","India","National Stock Exchange Of India","INR"
"2324","COMPAL ELECTRONICS INC","Information Technology","Equity","2,297,764.93","0.06","2,297,764.93","2,534,000.00","0.91","Taiwan","Taiwan Stock Exchange","TWD"
"241","ALIBABA HEALTH INFORMATION TECH LT","Consumer Staples","Equity","2,283,316.70","0.06","2,283,316.70","3,238,000.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MRF","MRF LTD","Consumer Discretionary","Equity","2,275,043.91","0.06","2,275,043.91","1,350.00","1,685.22","India","National Stock Exchange Of India","INR"
"247540","ECOPRO BM LTD","Industrials","Equity","2,275,105.01","0.06","2,275,105.01","24,723.00","92.02","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"071050","KOREA INVESTMENT HOLDINGS LTD","Financials","Equity","2,265,758.63","0.06","2,265,758.63","24,815.00","91.31","Korea (South)","Korea Exchange (Stock Market)","KRW"
"267250","HD HYUNDAI LTD","Energy","Equity","2,265,474.38","0.06","2,265,474.38","24,580.00","92.17","Korea (South)","Korea Exchange (Stock Market)","KRW"
