Fund Holdings as of,"22/Aug/2025"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Information Technology","Equity","2,263,013.43","0.06","2,263,013.43","405,000.00","5.59","Taiwan","Taiwan Stock Exchange","TWD"
"SUNDARMFIN","SUNDARAM FINANCE LTD","Financials","Equity","2,261,357.42","0.06","2,261,357.42","37,570.00","60.19","India","National Stock Exchange Of India","INR"
"2359","WUXI APPTEC LTD H","Health Care","Equity","2,236,383.01","0.06","2,236,383.01","169,328.00","13.21","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1988","CHINA MINSHENG BANKING CORP LTD H","Financials","Equity","2,231,447.43","0.06","2,231,447.43","3,866,094.00","0.58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BAJAJHLDNG","BAJAJ HOLDINGS AND INVESTMENT LTD","Financials","Equity","2,218,329.12","0.05","2,218,329.12","14,335.00","154.75","India","National Stock Exchange Of India","INR"
"ADANIENT","ADANI ENTERPRISES LTD","Industrials","Equity","2,216,907.34","0.05","2,216,907.34","83,463.00","26.56","India","National Stock Exchange Of India","INR"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materials","Equity","2,190,761.60","0.05","2,190,761.60","332,244.00","6.59","India","National Stock Exchange Of India","INR"
"3529","EMEMORY TECHNOLOGY INC","Information Technology","Equity","2,189,001.08","0.05","2,189,001.08","33,000.00","66.33","Taiwan","Gretai Securities Market","TWD"
"BPI","BANK OF THE PHILIPPINE ISLANDS","Financials","Equity","2,185,232.17","0.05","2,185,232.17","1,088,888.00","2.01","Philippines","Philippine Stock Exchange Inc.","PHP"
"ADANIPOWER","ADANI POWER LTD","Utilities","Equity","2,183,671.21","0.05","2,183,671.21","321,612.00","6.79","India","National Stock Exchange Of India","INR"
"914","ANHUI CONCH CEMENT LTD H","Materials","Equity","2,169,607.98","0.05","2,169,607.98","712,306.00","3.05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"021240","COWAY LTD","Consumer Discretionary","Equity","2,162,229.68","0.05","2,162,229.68","28,688.00","75.37","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2338","WEICHAI POWER LTD H","Industrials","Equity","2,157,049.30","0.05","2,157,049.30","1,000,876.00","2.16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","Information Technology","Equity","2,140,859.76","0.05","2,140,859.76","423,500.00","5.06","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Equity","2,127,707.29","0.05","2,127,707.29","884,334.00","2.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"086520","ECOPRO LTD","Industrials","Equity","2,110,312.95","0.05","2,110,312.95","54,747.00","38.55","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"300","MIDEA GROUP LTD CLASS H","Consumer Discretionary","Equity","2,096,826.77","0.05","2,096,826.77","201,900.00","10.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"UPL","UPL LTD","Materials","Equity","2,094,711.01","0.05","2,094,711.01","255,911.00","8.19","India","National Stock Exchange Of India","INR"
"2834","TAIWAN BUSINESS BANK LTD","Financials","Equity","2,091,998.90","0.05","2,091,998.90","4,211,937.00","0.50","Taiwan","Taiwan Stock Exchange","TWD"
"3533","LOTES LTD","Information Technology","Equity","2,088,030.59","0.05","2,088,030.59","45,000.00","46.40","Taiwan","Taiwan Stock Exchange","TWD"
"TRUE.R","TRUE CORPORATION NON-VOTING DR PCL","Communication","Equity","2,080,815.51","0.05","2,080,815.51","5,756,629.00","0.36","Thailand","Stock Exchange Of Thailand","THB"
"TIINDIA","TUBE INVESTMENTS OF INDIA LTD","Consumer Discretionary","Equity","2,077,075.31","0.05","2,077,075.31","59,179.00","35.10","India","National Stock Exchange Of India","INR"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","2,060,454.91","0.05","2,060,454.91","1,748,098.00","1.18","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Consumer Discretionary","Equity","2,059,239.81","0.05","2,059,239.81","1,103,600.00","1.87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6446","PHARMAESSENTIA CORP","Health Care","Equity","2,051,563.57","0.05","2,051,563.57","128,000.00","16.03","Taiwan","Taiwan Stock Exchange","TWD"
"MUTHOOTFIN","MUTHOOT FINANCE LTD","Financials","Equity","2,050,092.62","0.05","2,050,092.62","66,941.00","30.63","India","National Stock Exchange Of India","INR"
"VOLTAS","VOLTAS LTD","Industrials","Equity","2,041,965.14","0.05","2,041,965.14","132,080.00","15.46","India","National Stock Exchange Of India","INR"
"2356","INVENTEC CORP","Information Technology","Equity","2,039,453.65","0.05","2,039,453.65","1,526,000.00","1.34","Taiwan","Taiwan Stock Exchange","TWD"
"168","TSINGTAO BREWERY LTD H","Consumer Staples","Equity","2,031,969.08","0.05","2,031,969.08","308,000.00","6.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"COLPAL","COLGATE PALMOLIVE INDIA LTD","Consumer Staples","Equity","2,027,841.86","0.05","2,027,841.86","77,195.00","26.27","India","National Stock Exchange Of India","INR"
"MANKIND","MANKIND PHARMA LTD","Health Care","Equity","2,019,889.35","0.05","2,019,889.35","67,822.00","29.78","India","National Stock Exchange Of India","INR"
"003670","POSCO FUTURE M LTD","Industrials","Equity","2,009,498.84","0.05","2,009,498.84","18,515.00","108.53","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2474","CATCHER TECHNOLOGY LTD","Information Technology","Equity","2,005,358.95","0.05","2,005,358.95","323,000.00","6.21","Taiwan","Taiwan Stock Exchange","TWD"
"AMMN","AMMAN MINERAL INTERNASIONAL","Materials","Equity","1,946,368.42","0.05","1,946,368.42","3,698,100.00","0.53","Indonesia","Indonesia Stock Exchange","IDR"
"2377","MICRO-STAR INTERNATIONAL LTD","Information Technology","Equity","1,943,992.42","0.05","1,943,992.42","428,000.00","4.54","Taiwan","Taiwan Stock Exchange","TWD"
"6886","HUATAI SECURITIES LTD H","Financials","Equity","1,939,692.85","0.05","1,939,692.85","723,800.00","2.68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3702","WPG HOLDINGS LTD","Information Technology","Equity","1,939,018.27","0.05","1,939,018.27","888,320.00","2.18","Taiwan","Taiwan Stock Exchange","TWD"
"APLAPOLLO","APL APOLLO TUBES LTD","Materials","Equity","1,935,933.46","0.05","1,935,933.46","102,728.00","18.85","India","National Stock Exchange Of India","INR"
"1590","AIRTAC INTERNATIONAL GROUP","Industrials","Equity","1,933,020.62","0.05","1,933,020.62","73,486.00","26.30","Taiwan","Taiwan Stock Exchange","TWD"
"GODREJPROP","GODREJ PROPERTIES LTD","Real Estate","Equity","1,930,452.49","0.05","1,930,452.49","82,308.00","23.45","India","National Stock Exchange Of India","INR"
"024110","INDUSTRIAL BANK OF KOREA","Financials","Equity","1,930,430.68","0.05","1,930,430.68","140,361.00","13.75","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PETGAS","PETRONAS GAS","Utilities","Equity","1,921,797.75","0.05","1,921,797.75","427,600.00","4.49","Malaysia","Bursa Malaysia","MYR"
"2609","YANG MING MARINE TRANSPORT CORP","Industrials","Equity","1,916,361.14","0.05","1,916,361.14","984,000.00","1.95","Taiwan","Taiwan Stock Exchange","TWD"
"PHOENIXLTD","PHOENIX MILLS LTD","Real Estate","Equity","1,916,667.29","0.05","1,916,667.29","106,314.00","18.03","India","National Stock Exchange Of India","INR"
"3800","GCL TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","1,915,409.92","0.05","1,915,409.92","12,577,000.00","0.15","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"763","ZTE CORP H","Information Technology","Equity","1,914,519.35","0.05","1,914,519.35","414,855.00","4.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"780","TONGCHENG TRAVEL HOLDINGS LTD","Consumer Discretionary","Equity","1,912,923.29","0.05","1,912,923.29","720,000.00","2.66","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GOTO","GOTO GOJEK TOKOPEDIA","Consumer Discretionary","Equity","1,909,860.72","0.05","1,909,860.72","511,592,200.00","0.00","Indonesia","Indonesia Stock Exchange","IDR"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","1,909,432.16","0.05","1,909,432.16","58,671.00","32.54","India","National Stock Exchange Of India","INR"
"SUPREMEIND","SUPREME INDUSTRIES LTD","Materials","Equity","1,905,430.22","0.05","1,905,430.22","35,961.00","52.99","India","National Stock Exchange Of India","INR"
"135","KUNLUN ENERGY LTD","Utilities","Equity","1,901,533.43","0.05","1,901,533.43","2,029,809.00","0.94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BRPT","BARITO PACIFIC","Materials","Equity","1,900,415.96","0.05","1,900,415.96","13,801,243.00","0.14","Indonesia","Indonesia Stock Exchange","IDR"
"2618","EVA AIRWAYS CORP","Industrials","Equity","1,893,672.19","0.05","1,893,672.19","1,469,000.00","1.29","Taiwan","Taiwan Stock Exchange","TWD"
"IHH","IHH HEALTHCARE","Health Care","Equity","1,887,208.99","0.05","1,887,208.99","1,166,400.00","1.62","Malaysia","Bursa Malaysia","MYR"
"2618","JD LOGISTICS INC","Industrials","Equity","1,877,729.79","0.05","1,877,729.79","1,129,500.00","1.66","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1766","CRRC CORP LTD H","Industrials","Equity","1,873,321.56","0.05","1,873,321.56","2,384,000.00","0.79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"QFIN","QFIN HOLDINGS ADR INC","Financials","Equity","1,871,369.35","0.05","1,871,369.35","59,503.00","31.45","China","NASDAQ","USD"
"SCB.R","SCB X PUBLIC COMPANY LIMITED NON-V","Financials","Equity","1,855,719.73","0.05","1,855,719.73","467,799.00","3.97","Thailand","Stock Exchange Of Thailand","THB"
"ALI","AYALA LAND INC","Real Estate","Equity","1,837,166.36","0.05","1,837,166.36","3,861,100.00","0.48","Philippines","Philippine Stock Exchange Inc.","PHP"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materials","Equity","1,836,711.76","0.05","1,836,711.76","1,813,190.00","1.01","Taiwan","Taiwan Stock Exchange","TWD"
"1209","CHINA RESOURCES MIXC LIFESTYLE SER","Real Estate","Equity","1,836,204.66","0.05","1,836,204.66","356,200.00","5.15","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BH.R","BUMRUNGRAD HOSPITAL NON-VOTING DR","Health Care","Equity","1,835,013.02","0.05","1,835,013.02","332,800.00","5.51","Thailand","Stock Exchange Of Thailand","THB"
"PRESTIGE","PRESTIGE ESTATES PROJECTS LTD","Real Estate","Equity","1,809,930.39","0.04","1,809,930.39","96,858.00","18.69","India","National Stock Exchange Of India","INR"
"PIIND","P.I. INDUSTRIES LTD","Materials","Equity","1,806,682.96","0.04","1,806,682.96","40,914.00","44.16","India","National Stock Exchange Of India","INR"
"1519","J&T GLOBAL EXPRESS LTD","Industrials","Equity","1,803,741.84","0.04","1,803,741.84","1,303,800.00","1.38","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","Information Technology","Equity","1,800,369.89","0.04","1,800,369.89","603,469.00","2.98","Taiwan","Gretai Securities Market","TWD"
"151","WANT WANT CHINA HOLDINGS LTD","Consumer Staples","Equity","1,790,579.32","0.04","1,790,579.32","2,446,019.00","0.73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BOSCHLTD","BOSCH LTD","Consumer Discretionary","Equity","1,789,036.75","0.04","1,789,036.75","3,982.00","449.28","India","National Stock Exchange Of India","INR"
"BHARATFORG","BHARAT FORGE LTD","Consumer Discretionary","Equity","1,785,932.93","0.04","1,785,932.93","139,199.00","12.83","India","National Stock Exchange Of India","INR"
"136","CHINA RUYI HOLDINGS LTD","Communication","Equity","1,784,627.20","0.04","1,784,627.20","4,792,000.00","0.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KBANK.R","KASIKORNBANK PUBLIC NON-VOTING DR","Financials","Equity","1,784,334.51","0.04","1,784,334.51","348,800.00","5.12","Thailand","Stock Exchange Of Thailand","THB"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","1,781,913.00","0.04","1,781,913.00","1,087,300.00","1.64","Thailand","Stock Exchange Of Thailand","THB"
"1099","SINOPHARM GROUP LTD H","Health Care","Equity","1,781,077.11","0.04","1,781,077.11","712,595.00","2.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HLBANK","HONG LEONG BANK","Financials","Equity","1,776,237.30","0.04","1,776,237.30","378,480.00","4.69","Malaysia","Bursa Malaysia","MYR"
"COROMANDEL","COROMANDEL INTERNATIONAL LTD","Materials","Equity","1,775,028.66","0.04","1,775,028.66","64,124.00","27.68","India","National Stock Exchange Of India","INR"
"DABUR","DABUR INDIA LTD","Consumer Staples","Equity","1,773,954.92","0.04","1,773,954.92","300,944.00","5.89","India","National Stock Exchange Of India","INR"
"028300","HLB INC","Health Care","Equity","1,766,886.86","0.04","1,766,886.86","65,815.00","26.85","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"6415","SILERGY CORP","Information Technology","Equity","1,755,269.09","0.04","1,755,269.09","173,000.00","10.15","Taiwan","Taiwan Stock Exchange","TWD"
"SIEMENS","SIEMENS LTD","Industrials","Equity","1,753,387.52","0.04","1,753,387.52","48,365.00","36.25","India","National Stock Exchange Of India","INR"
"003490","KOREAN AIR LINES LTD","Industrials","Equity","1,747,148.36","0.04","1,747,148.36","97,947.00","17.84","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AUBANK","AU SMALL FINANCE BANK LTD","Financials","Equity","1,746,322.16","0.04","1,746,322.16","205,988.00","8.48","India","National Stock Exchange Of India","INR"
"SHREECEM","SHREE CEMENT LTD","Materials","Equity","1,745,888.81","0.04","1,745,888.81","5,093.00","342.80","India","National Stock Exchange Of India","INR"
"2600","ALUMINUM CORPORATION OF CHINA LTD","Materials","Equity","1,743,164.66","0.04","1,743,164.66","2,006,000.00","0.87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AUROPHARMA","AUROBINDO PHARMA LTD","Health Care","Equity","1,741,099.17","0.04","1,741,099.17","145,084.00","12.00","India","National Stock Exchange Of India","INR"
"3481","INNOLUX CORP","Information Technology","Equity","1,736,698.25","0.04","1,736,698.25","4,026,377.00","0.43","Taiwan","Taiwan Stock Exchange","TWD"
"010120","LS ELECTRIC LTD","Industrials","Equity","1,705,830.99","0.04","1,705,830.99","8,442.00","202.06","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ABB","ABB INDIA LTD","Industrials","Equity","1,705,005.36","0.04","1,705,005.36","29,476.00","57.84","India","National Stock Exchange Of India","INR"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","1,703,215.37","0.04","1,703,215.37","143,000.00","11.91","Taiwan","Gretai Securities Market","TWD"
"CDB","CELCOMDIGI","Communication","Equity","1,702,831.46","0.04","1,702,831.46","1,945,600.00","0.88","Malaysia","Bursa Malaysia","MYR"
"AMBANK","AMMB HOLDINGS","Financials","Equity","1,689,530.46","0.04","1,689,530.46","1,301,000.00","1.30","Malaysia","Bursa Malaysia","MYR"
"IDFCFIRSTB","IDFC FIRST BANK LTD","Financials","Equity","1,686,544.38","0.04","1,686,544.38","2,118,558.00","0.80","India","National Stock Exchange Of India","INR"
"YTLPOWR","YTL POWER INTERNATIONAL","Utilities","Equity","1,673,595.08","0.04","1,673,595.08","1,637,760.00","1.02","Malaysia","Bursa Malaysia","MYR"
"3443","GLOBAL UNICHIP CORP","Information Technology","Equity","1,672,058.29","0.04","1,672,058.29","43,000.00","38.89","Taiwan","Taiwan Stock Exchange","TWD"
"PAGEIND","PAGE INDUSTRIES LTD","Consumer Discretionary","Equity","1,670,684.95","0.04","1,670,684.95","3,203.00","521.60","India","National Stock Exchange Of India","INR"
"PCHEM","PETRONAS CHEMICALS GROUP","Materials","Equity","1,662,344.18","0.04","1,662,344.18","1,458,000.00","1.14","Malaysia","Bursa Malaysia","MYR"
"BSE","BSE LTD","Financials","Equity","1,657,316.43","0.04","1,657,316.43","62,184.00","26.65","India","National Stock Exchange Of India","INR"
"JSL","JINDAL STAINLESS LTD","Materials","Equity","1,656,508.07","0.04","1,656,508.07","186,473.00","8.88","India","National Stock Exchange Of India","INR"
"1519","FORTUNE ELECTRIC LTD","Industrials","Equity","1,648,026.66","0.04","1,648,026.66","84,480.00","19.51","Taiwan","Taiwan Stock Exchange","TWD"
"BANKBARODA","BANK OF BARODA LTD","Financials","Equity","1,638,920.06","0.04","1,638,920.06","597,147.00","2.74","India","National Stock Exchange Of India","INR"
"YESBANK","YES BANK LTD","Financials","Equity","1,638,622.30","0.04","1,638,622.30","7,439,137.00","0.22","India","National Stock Exchange Of India","INR"
"006800","MIRAE ASSET SECURITIES CO LTD","Financials","Equity","1,635,826.84","0.04","1,635,826.84","128,100.00","12.77","Korea (South)","Korea Exchange (Stock Market)","KRW"
"SWB","SUNWAY BHD","Industrials","Equity","1,632,606.03","0.04","1,632,606.03","1,443,900.00","1.13","Malaysia","Bursa Malaysia","MYR"
"6862","HAIDILAO INTERNATIONAL HOLDING LTD","Consumer Discretionary","Equity","1,632,672.96","0.04","1,632,672.96","894,000.00","1.83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"384","CHINA GAS HOLDINGS LTD","Utilities","Equity","1,629,933.00","0.04","1,629,933.00","1,543,754.00","1.06","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ZYDUSLIFE","ZYDUS LIFESCIENCES LTD","Health Care","Equity","1,602,832.33","0.04","1,602,832.33","141,883.00","11.30","India","National Stock Exchange Of India","INR"
"NYKAA","FSN E-COMMERCE VENTURES LTD","Consumer Discretionary","Equity","1,590,574.41","0.04","1,590,574.41","618,925.00","2.57","India","National Stock Exchange Of India","INR"
"NHPC","NHPC LTD","Utilities","Equity","1,590,717.88","0.04","1,590,717.88","1,725,109.00","0.92","India","National Stock Exchange Of India","INR"
"322","TINGYI (CAYMAN ISLANDS) HOLDINGS C","Consumer Staples","Equity","1,588,750.94","0.04","1,588,750.94","1,114,379.00","1.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3998","BOSIDENG INTERNATIONAL LTD","Consumer Discretionary","Equity","1,584,350.76","0.04","1,584,350.76","2,634,000.00","0.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"272210","HANWHA SYSTEMS LTD","Industrials","Equity","1,579,161.48","0.04","1,579,161.48","41,275.00","38.26","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CPF.R","CHAROEN POKPHAND FOODS NON-VOTING","Consumer Staples","Equity","1,567,758.29","0.04","1,567,758.29","2,106,151.00","0.74","Thailand","Stock Exchange Of Thailand","THB"
"902","HUANENG POWER INTERNATIONAL INC H","Utilities","Equity","1,567,513.89","0.04","1,567,513.89","2,164,000.00","0.72","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1102","ASIA CEMENT CORP","Materials","Equity","1,558,011.00","0.04","1,558,011.00","1,256,385.00","1.24","Taiwan","Taiwan Stock Exchange","TWD"
"1208","MMG LTD","Materials","Equity","1,554,210.24","0.04","1,554,210.24","2,524,800.00","0.62","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2409","AUO CORP","Information Technology","Equity","1,550,423.81","0.04","1,550,423.81","3,750,800.00","0.41","Taiwan","Taiwan Stock Exchange","TWD"
"042700","HANMI SEMICONDUCTOR LTD","Information Technology","Equity","1,547,127.79","0.04","1,547,127.79","24,831.00","62.31","Korea (South)","Korea Exchange (Stock Market)","KRW"
"323410","KAKAOBANK CORP","Financials","Equity","1,543,600.88","0.04","1,543,600.88","85,674.00","18.02","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PNB","PUNJAB NATIONAL BANK","Financials","Equity","1,535,248.28","0.04","1,535,248.28","1,276,269.00","1.20","India","National Stock Exchange Of India","INR"
"SM","SM INVESTMENTS CORP","Industrials","Equity","1,526,698.76","0.04","1,526,698.76","112,053.00","13.62","Philippines","Philippine Stock Exchange Inc.","PHP"
"2353","ACER","Information Technology","Equity","1,526,182.87","0.04","1,526,182.87","1,569,942.00","0.97","Taiwan","Taiwan Stock Exchange","TWD"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Utilities","Equity","1,499,072.15","0.04","1,499,072.15","1,715,000.00","0.87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1548","GENSCRIPT BIOTECH CORP","Health Care","Equity","1,497,944.66","0.04","1,497,944.66","632,000.00","2.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"960","LONGFOR GROUP HOLDINGS LTD","Real Estate","Equity","1,496,861.18","0.04","1,496,861.18","1,091,061.00","1.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9896","MINISO GROUP HOLDING LTD","Consumer Discretionary","Equity","1,493,688.09","0.04","1,493,688.09","247,800.00","6.03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BHEL","BHARAT HEAVY ELECTRICALS LTD","Industrials","Equity","1,488,351.19","0.04","1,488,351.19","595,972.00","2.50","India","National Stock Exchange Of India","INR"
"1402","FAR EASTERN NEW CENTURY CORP","Industrials","Equity","1,462,460.94","0.04","1,462,460.94","1,601,277.00","0.91","Taiwan","Taiwan Stock Exchange","TWD"
"3311","CHINA STATE CONSTRUCTION INTERNATI","Industrials","Equity","1,461,926.34","0.04","1,461,926.34","1,048,000.00","1.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AC","AYALA CORP","Industrials","Equity","1,451,960.32","0.04","1,451,960.32","142,580.00","10.18","Philippines","Philippine Stock Exchange Inc.","PHP"
"SDG","SD GUTHRIE","Consumer Staples","Equity","1,447,249.56","0.04","1,447,249.56","1,213,938.00","1.19","Malaysia","Bursa Malaysia","MYR"
"8464","NIEN MADE ENTERPRISE LTD","Consumer Discretionary","Equity","1,441,035.19","0.04","1,441,035.19","98,000.00","14.70","Taiwan","Taiwan Stock Exchange","TWD"
"ALKEM","ALKEM LABORATORIES LTD","Health Care","Equity","1,440,176.31","0.04","1,440,176.31","23,232.00","61.99","India","National Stock Exchange Of India","INR"
"OBEROIRLTY","OBEROI REALTY LTD","Real Estate","Equity","1,438,699.79","0.04","1,438,699.79","75,979.00","18.94","India","National Stock Exchange Of India","INR"
"1787","SHANDONG GOLD MINING LTD H","Materials","Equity","1,424,688.37","0.04","1,424,688.37","417,250.00","3.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"034220","LG DISPLAY LTD","Information Technology","Equity","1,422,891.32","0.04","1,422,891.32","173,882.00","8.18","Korea (South)","Korea Exchange (Stock Market)","KRW"
"KTB.R","KRUNG THAI BANK PUBLIC NON-VOTING","Financials","Equity","1,416,841.78","0.04","1,416,841.78","1,927,200.00","0.74","Thailand","Stock Exchange Of Thailand","THB"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrials","Equity","1,409,523.62","0.03","1,409,523.62","1,377,709.00","1.02","India","National Stock Exchange Of India","INR"
"NMDC","NMDC LTD","Materials","Equity","1,407,417.84","0.03","1,407,417.84","1,755,837.00","0.80","India","National Stock Exchange Of India","INR"
"270","GUANGDONG INVESTMENT LTD","Utilities","Equity","1,402,810.41","0.03","1,402,810.41","1,584,000.00","0.89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"JUBLFOOD","JUBILANT FOODWORKS LTD","Consumer Discretionary","Equity","1,401,259.81","0.03","1,401,259.81","198,095.00","7.07","India","National Stock Exchange Of India","INR"
"JSWENERGY","JSW ENERGY LTD","Utilities","Equity","1,400,722.65","0.03","1,400,722.65","236,732.00","5.92","India","National Stock Exchange Of India","INR"
"358","JIANGXI COPPER LTD H","Materials","Equity","1,400,093.86","0.03","1,400,093.86","570,984.00","2.45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AMRT","PT SUMBER ALFARIA TRIJAYA","Consumer Staples","Equity","1,399,537.33","0.03","1,399,537.33","9,942,800.00","0.14","Indonesia","Indonesia Stock Exchange","IDR"
"YTL","YTL CORPORATION","Utilities","Equity","1,397,520.00","0.03","1,397,520.00","2,212,740.00","0.63","Malaysia","Bursa Malaysia","MYR"
"TORNTPOWER","TORRENT POWER LTD","Utilities","Equity","1,394,255.33","0.03","1,394,255.33","95,193.00","14.65","India","National Stock Exchange Of India","INR"
"005385","HYUNDAI MOTOR S1 PREF","Consumer Discretionary","Equity","1,394,146.58","0.03","1,394,146.58","11,630.00","119.88","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1476","ECLAT TEXTILE LTD","Consumer Discretionary","Equity","1,377,996.08","0.03","1,377,996.08","103,869.00","13.27","Taiwan","Taiwan Stock Exchange","TWD"
"SBICARD","SBI CARDS & PAYMENT SERVICES LTD","Financials","Equity","1,369,025.09","0.03","1,369,025.09","145,955.00","9.38","India","National Stock Exchange Of India","INR"
"MER","MANILA ELECTRIC","Utilities","Equity","1,367,620.05","0.03","1,367,620.05","142,400.00","9.60","Philippines","Philippine Stock Exchange Inc.","PHP"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","1,365,079.73","0.03","1,365,079.73","854,000.00","1.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"010130","KOREA ZINC INC","Materials","Equity","1,362,807.52","0.03","1,362,807.52","2,341.00","582.15","Korea (South)","Korea Exchange (Stock Market)","KRW"
"INR","INR CASH","Cash and/or Derivatives","Cash","1,348,435.33","0.03","1,348,435.33","118,026,858.00","1.14","India","-","INR"
"ICICIPRULI","ICICI PRUDENTIAL LIFE INSURANCE CO","Financials","Equity","1,347,947.17","0.03","1,347,947.17","188,458.00","7.15","India","National Stock Exchange Of India","INR"
"3323","CHINA NATIONAL BUILDING MATERIAL L","Materials","Equity","1,341,808.91","0.03","1,341,808.91","1,913,253.00","0.70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"UNTR","UNITED TRACTORS","Energy","Equity","1,342,105.26","0.03","1,342,105.26","850,000.00","1.58","Indonesia","Indonesia Stock Exchange","IDR"
"090430","AMOREPACIFIC CORP","Consumer Staples","Equity","1,338,472.74","0.03","1,338,472.74","15,259.00","87.72","Korea (South)","Korea Exchange (Stock Market)","KRW"
"RHBBANK","RHB BANK","Financials","Equity","1,331,766.77","0.03","1,331,766.77","860,863.00","1.55","Malaysia","Bursa Malaysia","MYR"
"2347","SYNNEX TECHNOLOGY INTERNATIONAL CO","Information Technology","Equity","1,328,946.51","0.03","1,328,946.51","707,300.00","1.88","Taiwan","Taiwan Stock Exchange","TWD"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrials","Equity","1,320,484.27","0.03","1,320,484.27","70,000.00","18.86","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1193","CHINA RESOURCES GAS GROUP LTD","Utilities","Equity","1,315,921.83","0.03","1,315,921.83","527,300.00","2.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Utilities","Equity","1,314,078.29","0.03","1,314,078.29","308,532.00","4.26","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KLK","KUALA LUMPUR KEPONG","Consumer Staples","Equity","1,313,508.22","0.03","1,313,508.22","279,600.00","4.70","Malaysia","Bursa Malaysia","MYR"
"UNIONBANK","UNION BANK OF INDIA LTD","Financials","Equity","1,302,351.68","0.03","1,302,351.68","845,898.00","1.54","India","National Stock Exchange Of India","INR"
"MISC","MISC","Industrials","Equity","1,296,842.11","0.03","1,296,842.11","712,000.00","1.82","Malaysia","Bursa Malaysia","MYR"
