Nome,Percentuale
Europa,50.064468447
Nord America,37.87082438699999
Asia,8.86202351
Pacifico,1.1600766359999999
America Latina,0.39562276800000007
Europa dell'Est,0.17682674000000004
Africa,0.10947495100000001
Altro,0.089325436
